1700015296.5105088, -6.98495e-09, 1.55998e-08, 1.69968e-08, 120.87, 118.5
1700015297.6914804, -1.07103e-08, -1.76952e-08, 2.09549e-08, -120.228, 118.5
1700015298.8589833, -1.18744e-08, 3.49247e-09, 1.30386e-08, 166.35, 118.5
1700015300.022617, -2.32832e-10, -4.19098e-09, 3.72532e-09, -99.864, 118.5
1700015301.1925433, -6.51929e-09, 8.61479e-09, 1.11759e-08, 134.382, 118.5
1700015302.3825257, 1.32714e-08, 1.69968e-08, 2.23519e-08, 46.518, 118.5
1700015303.5482187, 5.58796e-09, -2.91039e-08, 3.00354e-08, -88.452, 118.5
1700015304.7149098, 2.25847e-08, -8.84762e-09, 2.631e-08, -9.966, 118.5
1700015305.890916, 3.72532e-09, 1.39699e-09, 3.95815e-09, 30.468, 118.5
1700015307.0511808, 5.82079e-09, 2.28175e-08, 2.2119e-08, 90.948, 118.5
1700015308.227551, -2.58443e-08, 2.67756e-08, 3.86501e-08, 132.096, 118.5
1700015309.4068046, -2.18862e-08, 3.51577e-08, 4.35396e-08, 128.592, 118.5
1700015310.581043, 2.32832e-09, -2.79398e-08, 2.98025e-08, -75.012, 118.5
1700015311.7481406, 4.26082e-08, -8.84762e-09, 4.14441e-08, -7.5, 118.5
1700015312.9266012, 3.7486e-08, 1.58326e-08, 3.7486e-08, 27.414, 118.5
1700015314.0992699, 2.28175e-08, 2.28175e-08, 3.07339e-08, 46.374, 118.5
1700015315.272826, -6.51929e-09, 3.49247e-09, 9.77894e-09, 138.144, 118.5
1700015316.436537, 1.21073e-08, 8.61479e-09, 1.51341e-08, 41.586, 118.5
1700015317.623097, -1.58326e-08, -2.04892e-08, 2.51458e-08, -128.352, 118.5
1700015318.7927067, 5.1223e-09, 3.02681e-09, 8.61479e-09, 32.622, 118.5
1700015319.9719832, 2.44473e-08, -1.60654e-08, 2.81726e-08, -26.868, 118.5
1700015321.138298, -1.39699e-09, -9.31328e-09, 9.77894e-09, -110.856, 118.5
1700015322.3046672, -2.09549e-08, 2.32832e-09, 2.30503e-08, 178.35, 118.5
1700015323.4750643, 1.37371e-08, 7.45064e-09, 1.44356e-08, 16.458, 118.5
1700015324.6543202, -1.53669e-08, -2.25847e-08, 2.51458e-08, -113.034, 118.5
1700015325.8207827, 6.98495e-09, -4.88947e-09, 7.9163e-09, -16.554, 118.5
1700015326.9871657, 3.95815e-09, -1.21073e-08, 1.16416e-08, -69.624, 118.5
1700015328.1725154, 1.95579e-08, 2.4913e-08, 3.37607e-08, 42.126, 118.5
1700015329.350198, 1.09431e-08, 2.23519e-08, 2.42145e-08, 64.314, 118.5
1700015330.5270796, -9.77894e-09, -1.67639e-08, 1.81609e-08, -111.504, 118.5
1700015331.6895783, -1.16416e-09, -5.35513e-09, 5.1223e-09, -70.344, 118.5
1700015332.854111, 3.49247e-09, 1.44356e-08, 1.51341e-08, 89.346, 118.5
1700015334.042785, 1.14088e-08, 1.51341e-08, 1.53669e-08, 42.51, 118.5
1700015335.2096524, -1.69968e-08, -1.32714e-08, 2.16534e-08, -130.89, 118.5
1700015336.3829088, -1.53669e-08, -1.46684e-08, 1.97907e-08, -129.624, 118.5
1700015337.55232, -9.77894e-09, -2.51458e-08, 2.56115e-08, -107.046, 118.5
1700015338.7255259, 4.19098e-09, 1.74624e-08, 2.28175e-08, 76.926, 118.5
1700015339.8947623, 1.18744e-08, 2.30503e-08, 2.51458e-08, 61.332, 118.5
1700015341.0648484, 7.68347e-09, -2.58443e-08, 2.67756e-08, -81.918, 118.5
1700015342.2346168, 1.90922e-08, 1.04774e-08, 2.04892e-08, 34.248, 118.5
1700015343.4040132, -1.65311e-08, -2.32832e-10, 1.62983e-08, -176.76, 118.4
1700015344.5737264, 1.42027e-08, -1.72296e-08, 2.32832e-08, -42.078, 118.4
1700015345.7343037, 1.02446e-08, -1.42027e-08, 1.81609e-08, -49.512, 118.4
1700015346.9070811, 8.84762e-09, 1.16416e-09, 5.82079e-09, 10.62, 118.5
1700015348.0797102, -7.45064e-09, 4.65665e-10, 7.45064e-09, -171.528, 118.4
1700015349.2459118, -3.72532e-09, -9.54611e-09, 9.31328e-09, -98.43, 118.4
1700015350.439653, -2.46802e-08, 1.55998e-08, 3.00354e-08, 146.574, 118.4
1700015351.6063554, -1.16416e-08, 2.09549e-08, 2.25847e-08, 114.72, 118.4
1700015352.7892768, -1.16416e-09, 5.58796e-09, 5.35513e-09, 95.712, 118.4
1700015353.9557033, -3.72532e-09, 9.77894e-09, 9.77894e-09, 94.158, 118.4
1700015355.121248, 8.61479e-09, -6.98495e-09, 1.09431e-08, -27.378, 118.4
1700015356.284854, 1.39699e-09, -5.35513e-09, 3.95815e-09, -79.218, 118.4
1700015357.4619746, -7.21778e-09, -3.02681e-09, 7.68347e-09, -162.582, 118.4
1700015358.6307127, 2.09549e-09, -1.46684e-08, 1.49013e-08, -78.288, 118.4
1700015359.8041523, -4.42381e-09, 1.72296e-08, 1.81609e-08, 114.276, 118.4
1700015360.9818683, -2.00235e-08, 3.95815e-09, 1.90922e-08, 162.972, 118.4
1700015362.144174, 8.84762e-09, -1.37371e-08, 1.72296e-08, -44.586, 118.4
1700015363.3214016, 9.77894e-09, 1.58326e-08, 1.93251e-08, 61.572, 118.4
1700015364.4873207, 2.44473e-08, -1.11759e-08, 2.51458e-08, -36.726, 118.4
1700015365.653369, -4.19098e-09, -2.74741e-08, 2.91039e-08, -97.944, 118.4
1700015366.8263388, -2.44473e-08, 1.28057e-08, 2.84055e-08, 157.356, 118.4
1700015367.98644, -2.30503e-08, -4.19098e-09, 2.11877e-08, -173.856, 118.4
1700015369.1629698, -1.60654e-08, -1.39699e-08, 1.93251e-08, -123.114, 118.4
1700015370.3420866, -1.42027e-08, -5.35513e-09, 1.65311e-08, -166.236, 118.4
1700015371.5214915, -8.84762e-09, 1.32714e-08, 1.67639e-08, 121.35, 118.4
1700015372.698073, -7.68347e-09, -2.67756e-08, 2.79398e-08, -108.006, 118.4
1700015373.8652477, 1.16416e-09, 1.44356e-08, 1.35042e-08, 66.252, 118.4
1700015375.035028, 9.31328e-09, 0.0, 9.31328e-09, 9.66, 118.4
1700015376.194148, 4.65664e-09, -6.05363e-09, 7.45064e-09, -37.116, 118.4
1700015377.3677084, 1.49013e-08, -6.51929e-09, 1.79281e-08, -27.426, 118.4
1700015378.537297, 2.16534e-08, -2.0722e-08, 2.98025e-08, -44.772, 118.4
1700015379.69764, -9.3133e-10, -1.02446e-08, 8.61479e-09, -87.336, 118.4
1700015380.8696449, 1.28057e-08, -1.51341e-08, 1.93251e-08, -49.29, 118.4
1700015382.0442383, -1.23401e-08, -7.9163e-09, 1.42027e-08, -131.058, 118.4
1700015383.209549, -2.58443e-08, 1.48547e-07, 1.51108e-07, 100.02, 118.4
1700015384.3797364, -3.23637e-08, 1.49944e-07, 1.53203e-07, 102.18, 118.4
1700015385.5563028, -3.16652e-08, 1.34111e-07, 1.37371e-07, 103.26, 118.4
1700015386.726211, -2.67756e-08, 1.11294e-07, 1.14087e-07, 103.386, 118.4
1700015387.8919466, -1.72296e-08, 9.08044e-08, 9.22014e-08, 100.314, 118.4
1700015389.055036, -5.1223e-09, 7.66017e-08, 7.66017e-08, 93.498, 118.4
1700015390.2152343, 1.39699e-09, 6.10021e-08, 6.07693e-08, 88.428, 118.4
1700015391.3819976, 6.05363e-09, 4.7032e-08, 4.74977e-08, 82.296, 118.4
1700015392.544396, 7.9163e-09, 3.7486e-08, 3.81845e-08, 78.15, 118.4
1700015393.70789, 6.28646e-09, 2.93368e-08, 2.98025e-08, 77.814, 118.4
1700015394.8739946, 3.49247e-09, 2.3516e-08, 2.39817e-08, 81.588, 118.4
1700015396.0440474, 1.16416e-09, 1.93251e-08, 1.93251e-08, 87.036, 118.4
1700015397.21329, -2.32832e-10, 1.51341e-08, 1.49013e-08, 91.272, 118.4
1700015398.3799493, -2.32832e-10, 1.09431e-08, 1.09431e-08, 90.858, 118.4
1700015399.5396965, 4.65665e-10, 9.31328e-09, 9.31328e-09, 85.986, 118.4
1700015400.7058022, 4.65665e-10, 8.14913e-09, 8.14913e-09, 86.496, 118.4
1700015401.8719757, 0.0, 6.05363e-09, 6.05363e-09, 88.452, 118.3
1700015403.0454597, 1.62982e-09, 4.19098e-09, 4.65664e-09, 68.964, 118.4
1700015404.2193525, 1.62982e-09, 3.49247e-09, 3.49247e-09, 63.438, 118.4
1700015405.3789544, 4.19098e-09, 2.79398e-09, 5.1223e-09, 33.69, 118.3
1700015406.5449212, 7.45064e-09, 9.3133e-10, 7.45064e-09, 6.072, 118.3
1700015407.7119448, 8.38196e-09, -2.79398e-09, 8.61479e-09, -18.432, 118.3
