t,i,x,y,r,theta,xK,tc,therm,dc
t,i,x,y,r,theta,xK,tc, therm
1678566877.0250602, 3.2, 1.4797285e-06, 2.869087e-06, 1.1566745e-09, 62.71762, 0, 0, 0
1678566882.4903154, -3.2, 1.4797285e-06, -7.850685e-07, 1.1566745e-09, 199.8382, 0, 0, 0
1678566887.9729612, 3.2, 1.4797285e-06, -7.850685e-07, 1.1566745e-09, 62.71762, 0, 0, 0
1678566893.4487467, -3.2, 1.4797285e-06, 2.869087e-06, 2.5975905000000005e-09, 332.0518, 0, 0, 0
1678566898.9208658, 3.2, 1.4797285e-06, -7.850685e-07, 1.1566745e-09, 62.71762, 0, 0, 0
1678566904.4137719, -3.2, 1.4797285e-06, -4.4392245e-06, 1.8004794999999998e-09, 332.0518, 0, 0, 0
1678566909.9066486, 3.2, -2.1760630000000003e-06, -7.850685e-07, 8.375455e-10, 332.0518, 0, 0, 0
1678566915.3960824, -3.2, 1.4797285e-06, 2.869087e-06, 8.375455e-10, 332.0518, 0, 0, 0
