,Frequency,Voltage
0,30.0,"0.0515978
"
1,30.0,"0.0523264
"
2,30.0,"0.0527422
"
3,30.0,"0.0523684
"
4,30.0,"0.0523531
"
5,30.0,"0.052521
"
6,30.0,"0.0525019
"
7,30.0,"0.0523455
"
8,30.0,"0.052357
"
9,30.0,"0.052273
"
10,2070.0,"0.0517809
"
11,2070.0,"0.0519297
"
12,2070.0,"0.0517657
"
13,2070.0,"0.0515292
"
14,2070.0,"0.0518878
"
15,2070.0,"0.0517199
"
16,2070.0,"0.0516741
"
17,2070.0,"0.0516779
"
18,2070.0,"0.0517886
"
19,2070.0,"0.0516398
"
20,4110.0,"0.0516703
"
21,4110.0,"0.0515368
"
22,4110.0,"0.0517313
"
23,4110.0,"0.0514872
"
24,4110.0,"0.051491
"
25,4110.0,"0.0518115
"
26,4110.0,"0.0518382
"
27,4110.0,"0.051594
"
28,4110.0,"0.0517085
"
29,4110.0,"0.0516207
"
30,6150.0,"0.051594
"
31,6150.0,"0.051739
"
32,6150.0,"0.0518496
"
33,6150.0,"0.0516474
"
34,6150.0,"0.0516932
"
35,6150.0,"0.0517466
"
36,6150.0,"0.0516818
"
37,6150.0,"0.0518382
"
38,6150.0,"0.0517313
"
39,6150.0,"0.0516322
"
40,8190.0,"0.0515978
"
41,8190.0,"0.0515254
"
42,8190.0,"0.0517581
"
43,8190.0,"0.0515635
"
44,8190.0,"0.0518267
"
45,8190.0,"0.0517275
"
46,8190.0,"0.0517504
"
47,8190.0,"0.0517657
"
48,8190.0,"0.0517161
"
49,8190.0,"0.0516398
"
50,10231.0,"0.0516894
"
51,10231.0,"0.0516551
"
52,10231.0,"0.0517733
"
53,10231.0,"0.0516589
"
54,10231.0,"0.0517466
"
55,10231.0,"0.0517924
"
56,10231.0,"0.0517924
"
57,10231.0,"0.0516512
"
58,10231.0,"0.0518191
"
59,10231.0,"0.0517161
"
60,12271.0,"0.0516665
"
61,12271.0,"0.0516512
"
62,12271.0,"0.0518763
"
63,12271.0,"0.0516627
"
64,12271.0,"0.0517657
"
65,12271.0,"0.0517428
"
66,12271.0,"0.0517313
"
67,12271.0,"0.0517848
"
68,12271.0,"0.0515177
"
69,12271.0,"0.0516436
"
70,14311.0,"0.0517466
"
71,14311.0,"0.0513842
"
72,14311.0,"0.0514719
"
73,14311.0,"0.0515826
"
74,14311.0,"0.0515025
"
75,14311.0,"0.0517199
"
76,14311.0,"0.0517313
"
77,14311.0,"0.0516512
"
78,14311.0,"0.0516322
"
79,14311.0,"0.0517123
"
80,16351.0,"0.0515826
"
81,16351.0,"0.0515444
"
82,16351.0,"0.0516856
"
83,16351.0,"0.0515521
"
84,16351.0,"0.0517046
"
85,16351.0,"0.0516398
"
86,16351.0,"0.0518649
"
87,16351.0,"0.0516627
"
88,16351.0,"0.0518305
"
89,16351.0,"0.0515826
"
90,18391.0,"0.0518649
"
91,18391.0,"0.0518382
"
92,18391.0,"0.0515521
"
93,18391.0,"0.0518038
"
94,18391.0,"0.0517771
"
95,18391.0,"0.0515215
"
96,18391.0,"0.0515864
"
97,18391.0,"0.0515635
"
98,18391.0,"0.0516169
"
99,18391.0,"0.0516551
"
100,20432.0,"0.0514071
"
101,20432.0,"0.0516665
"
102,20432.0,"0.0514376
"
103,20432.0,"0.0517848
"
104,20432.0,"0.0513995
"
105,20432.0,"0.0517046
"
106,20432.0,"0.0516779
"
107,20432.0,"0.0517046
"
108,20432.0,"0.0518382
"
109,20432.0,"0.0515177
"
110,22472.0,"0.0515444
"
111,22472.0,"0.0515101
"
112,22472.0,"0.0515711
"
113,22472.0,"0.0515444
"
114,22472.0,"0.0516055
"
115,22472.0,"0.0516474
"
116,22472.0,"0.0516207
"
117,22472.0,"0.0517313
"
118,22472.0,"0.0515711
"
119,22472.0,"0.0515978
"
120,24512.0,"0.051636
"
121,24512.0,"0.0515368
"
122,24512.0,"0.0515406
"
123,24512.0,"0.0517619
"
124,24512.0,"0.0516703
"
125,24512.0,"0.0514834
"
126,24512.0,"0.0517313
"
127,24512.0,"0.0518191
"
128,24512.0,"0.0517237
"
129,24512.0,"0.0515101
"
130,26552.0,"0.0515444
"
131,26552.0,"0.0517008
"
132,26552.0,"0.0517313
"
133,26552.0,"0.0517542
"
134,26552.0,"0.0516055
"
135,26552.0,"0.0515101
"
136,26552.0,"0.0514796
"
137,26552.0,"0.0514681
"
138,26552.0,"0.0515025
"
139,26552.0,"0.0516207
"
140,28592.0,"0.0516818
"
141,28592.0,"0.0515978
"
142,28592.0,"0.0517657
"
143,28592.0,"0.0515978
"
144,28592.0,"0.0514643
"
145,28592.0,"0.0515711
"
146,28592.0,"0.0515902
"
147,28592.0,"0.0517046
"
148,28592.0,"0.0517504
"
149,28592.0,"0.0515292
"
150,30633.0,"0.0517008
"
151,30633.0,"0.0514987
"
152,30633.0,"0.0514719
"
153,30633.0,"0.0514262
"
154,30633.0,"0.0516474
"
155,30633.0,"0.0515864
"
156,30633.0,"0.0515521
"
157,30633.0,"0.0515063
"
158,30633.0,"0.0514834
"
159,30633.0,"0.0515215
"
160,32673.0,"0.0516665
"
161,32673.0,"0.0515521
"
162,32673.0,"0.0516512
"
163,32673.0,"0.0517046
"
164,32673.0,"0.0516932
"
165,32673.0,"0.0516474
"
166,32673.0,"0.0515559
"
167,32673.0,"0.0517123
"
168,32673.0,"0.0516322
"
169,32673.0,"0.0514491
"
170,34713.0,"0.0515521
"
171,34713.0,"0.0516512
"
172,34713.0,"0.0515978
"
173,34713.0,"0.0517809
"
174,34713.0,"0.0515826
"
175,34713.0,"0.0516131
"
176,34713.0,"0.0517161
"
177,34713.0,"0.0515711
"
178,34713.0,"0.0516818
"
179,34713.0,"0.0514758
"
180,36753.0,"0.0516703
"
181,36753.0,"0.0515788
"
182,36753.0,"0.0517848
"
183,36753.0,"0.0515635
"
184,36753.0,"0.0515292
"
185,36753.0,"0.0516779
"
186,36753.0,"0.0514681
"
187,36753.0,"0.0514452
"
