,Frequency,Voltage
0,10.0,"0
"
1,10.0,"3.81473e-006
"
2,10.0,"3.81473e-006
"
3,10.0,"3.81473e-006
"
4,16.0,"3.81473e-006
"
5,16.0,"0
"
6,16.0,"0
"
7,16.0,"7.62945e-006
"
8,26.0,"3.81473e-006
"
9,26.0,"0
"
10,26.0,"0
"
11,26.0,"0
"
12,42.0,"3.81473e-006
"
13,42.0,"7.62945e-006
"
14,42.0,"7.62945e-006
"
15,42.0,"3.81473e-006
"
16,69.0,"1.90736e-005
"
17,69.0,"1.90736e-005
"
18,69.0,"1.52589e-005
"
19,69.0,"1.52589e-005
"
20,112.0,"3.81473e-006
"
21,112.0,"1.14442e-005
"
22,112.0,"3.81473e-006
"
23,112.0,"7.62945e-006
"
24,183.0,"6.10356e-005
"
25,183.0,"6.48503e-005
"
26,183.0,"6.48503e-005
"
27,183.0,"7.62944e-005
"
28,297.0,"4.95913e-005
"
29,297.0,"4.19619e-005
"
30,297.0,"4.95913e-005
"
31,297.0,"4.95913e-005
"
32,483.0,"5.3406e-005
"
33,483.0,"2.28883e-005
"
34,483.0,"7.62944e-005
"
35,483.0,"3.81472e-005
"
36,784.0,"7.62945e-006
"
37,784.0,"2.28883e-005
"
38,784.0,"2.28883e-005
"
39,784.0,"2.6703e-005
"
40,1274.0,"3.05178e-005
"
41,1274.0,"7.24797e-005
"
42,1274.0,"3.81473e-006
"
43,1274.0,"4.95913e-005
"
44,2069.0,"1.90736e-005
"
45,2069.0,"7.62945e-006
"
46,2069.0,"7.62945e-006
"
47,2069.0,"2.28883e-005
"
48,3359.0,"6.10356e-005
"
49,3359.0,"3.81472e-005
"
50,3359.0,"9.91826e-005
"
51,3359.0,"4.19619e-005
"
52,5455.0,"3.05178e-005
"
53,5455.0,"0
"
54,5455.0,"5.3406e-005
"
55,5455.0,"4.95913e-005
"
56,8858.0,"4.19619e-005
"
57,8858.0,"3.81472e-005
"
58,8858.0,"3.43325e-005
"
59,8858.0,"5.72207e-005
"
60,14384.0,"7.24797e-005
"
61,14384.0,"2.28883e-005
"
62,14384.0,"1.90736e-005
"
63,14384.0,"6.8665e-005
"
64,23357.0,"1.52589e-005
"
65,23357.0,"1.14442e-005
"
66,23357.0,"3.05178e-005
"
67,23357.0,"3.43325e-005
"
68,37926.0,"2.28883e-005
"
69,37926.0,"1.52589e-005
"
70,37926.0,"3.81473e-006
"
71,37926.0,"1.90736e-005
"
72,61584.0,"1.14442e-005
"
73,61584.0,"1.90736e-005
"
74,61584.0,"2.28883e-005
"
75,61584.0,"3.81472e-005
"
76,100000.0,"0
"
77,100000.0,"1.52589e-005
"
78,100000.0,"1.52589e-005
"
79,100000.0,"2.6703e-005
"
