f2,b2,v2,x2,y2,r2,theta2,x8,y8,r8, theta8 
92.16,-8.18,0.1,4.587322,-0.008878449,0.04601946,0.1621751,0.0541689,0.000816349,0.0541766,0.87
92.16,-8.28,0.1,4.601945,0.0203548,0.04609257,0.4353976,0.0541689,0.000789646,0.0541766,0.84
92.16,-8.38,0.1,4.594634,-0.001570137,0.04616587,359.9804,0.0541689,0.000759128,0.0541766,0.804
92.16,-8.48,0.1,4.601945,-0.008878449,0.04594652,359.7985,0.0541689,0.000843052,0.0541766,0.894
92.16,-8.59,0.1,4.609257,0.0203548,0.04609302,359.9804,0.0541613,0.00107957,0.0541728,1.146
92.16,-8.69,0.1,4.594634,0.02766311,0.0460934,0.1624327,0.0541613,0.000831608,0.0541689,0.882
92.16,-8.79,0.1,4.601945,-0.008878449,0.04594679,359.7988,0.0541651,0.000774387,0.0541728,0.822
92.16,-8.89,0.1,4.601945,-0.001570137,0.04616572,0.1619182,0.0541689,0.000831608,0.0541766,0.882
92.16,-8.99,0.1,4.594634,0.0203548,0.04602028,0.07132883,0.0541651,0.000782017,0.0541728,0.828
92.16,-9.09,0.1,4.587322,-0.001570137,0.04601949,0.1621751,0.0541613,0.000816349,0.0541651,0.864
92.16,-9.19,0.1,4.609257,0.01304649,0.04609257,359.9805,0.0541613,0.000770573,0.0541651,0.816
92.16,-9.29,0.1,4.601945,0.0203548,0.0460926,0.07132883,0.0541613,0.000850681,0.0541651,0.906
92.16,-9.39,0.1,4.587322,-0.001570137,0.04594717,0.2542303,0.0541651,0.000766758,0.0541728,0.816
92.16,-9.49,0.1,4.594634,-0.008878449,0.04616613,0.07144216,0.0541613,0.000854496,0.0541689,0.906
92.16,-9.6,0.1,4.594634,-0.001570137,0.04587368,359.8893,0.0541613,0.000999458,0.0541728,1.056
92.16,-9.7,0.1,4.594634,-0.008878449,0.04609257,359.9804,0.0541613,0.000869755,0.0541689,0.924
92.16,-9.8,0.1,4.594634,0.01304649,0.04602028,359.7988,0.0541613,0.000816349,0.0541689,0.858
92.16,-9.9,0.1,4.601945,-0.001570137,0.04601949,0.07132883,0.0541613,0.000862125,0.0541651,0.912
92.16,-10.0,0.1,4.609257,0.0203548,0.04609265,359.9804,0.0541613,0.000823978,0.0541651,0.876
92.16,-10.0,0.1,4.601945,-0.001570137,0.04594766,359.9804,0.0541537,-0.00129319,0.0541689,-1.362
92.16,-9.9,0.1,4.601945,0.005738174,0.04609302,0.1624327,0.0540545,-0.00345995,0.0541651,-3.66
92.16,-9.8,0.1,4.616569,-0.001570137,0.0460934,0.1621751,0.0540545,-0.00346757,0.0541613,-3.672
92.16,-9.7,0.1,4.587322,0.005738174,0.0460199,0.07144216,0.0540545,-0.00350954,0.0541651,-3.714
92.16,-9.6,0.1,4.601945,-0.008878449,0.04602028,359.8893,0.0540507,-0.00352098,0.0541613,-3.726
92.16,-9.49,0.1,4.601945,-0.001570137,0.04594652,359.9805,0.0540354,-0.00378038,0.0541689,-4.002
92.16,-9.39,0.1,4.601945,0.0203548,0.04609265,0.1619182,0.0540545,-0.00348665,0.0541651,-3.684
92.16,-9.29,0.1,4.601945,0.005738174,0.04616577,0.1621751,0.0540507,-0.00354768,0.0541613,-3.756
92.16,-9.19,0.1,4.62388,0.03497142,0.04609275,0.2534224,0.0540392,-0.00358202,0.0541613,-3.792
92.16,-9.09,0.1,4.601945,0.0203548,0.04616569,0.1624327,0.0540507,-0.00354005,0.0541651,-3.744
92.16,-8.99,0.1,4.609257,-0.001570137,0.04594637,359.9805,0.0540431,-0.0035782,0.0541613,-3.786
92.16,-8.89,0.1,4.609257,0.0203548,0.04609265,0.4360905,0.0540392,-0.00361253,0.0541613,-3.822
92.16,-8.79,0.1,4.587322,0.005738174,0.04616577,0.2534224,0.0540392,-0.00360109,0.0541613,-3.81
92.16,-8.69,0.1,4.587322,0.005738174,0.04587406,359.9805,0.0540392,-0.0036049,0.0541613,-3.816
92.16,-8.59,0.1,4.609257,-0.01618676,0.04609275,359.8896,0.0540469,-0.00361635,0.0541651,-3.822
92.16,-8.48,0.1,4.609257,0.005738174,0.04609257,0.07110326,0.0540278,-0.00385286,0.0541613,-4.074
92.16,-8.38,0.1,4.601945,0.0203548,0.04601954,0.2530204,0.0540392,-0.00362016,0.0541613,-3.834
92.16,-8.28,0.1,4.601945,-0.008878449,0.04594637,359.7982,0.0540469,-0.00359346,0.0541651,-3.798
92.16,-8.18,0.1,4.601945,0.005738174,0.04594634,0.07132883,0.0540507,-0.00354387,0.0541651,-3.75
92.16,-8.08,0.1,4.594634,0.005738174,0.04601949,0.07144216,0.0540469,-0.00358202,0.0541651,-3.792
92.16,-7.98,0.1,4.594634,-0.001570137,0.04594637,359.9804,0.0540469,-0.0035782,0.0541613,-3.786
92.16,-7.88,0.1,4.601945,-0.01618676,0.04609275,0.07155585,0.0540431,-0.00359346,0.0541613,-3.804
92.16,-7.78,0.1,4.594634,-0.001570137,0.04623884,0.1621751,0.0540469,-0.00356676,0.0541613,-3.774
92.16,-7.68,0.1,4.616569,0.02766311,0.04631195,0.07132883,0.0540392,-0.00362016,0.0541613,-3.828
92.16,-7.58,0.1,4.609257,-0.008878449,0.04594634,359.9805,0.0540431,-0.00359346,0.0541613,-3.798
92.16,-7.47,0.1,4.594634,-0.008878449,0.04601946,359.8893,0.0540278,-0.00378801,0.0541613,-4.008
92.16,-7.37,0.1,4.609257,0.04227973,0.0462388,0.2530204,0.0540392,-0.00355913,0.0541575,-3.768
92.16,-7.27,0.1,4.594634,-0.001570137,0.04609265,359.7988,0.0540431,-0.00361635,0.0541613,-3.822
92.16,-7.17,0.1,4.609257,0.005738174,0.04601964,0.1626912,0.0540392,-0.00360872,0.0541613,-3.816
92.16,-7.07,0.1,4.616569,0.005738174,0.04594717,0.1624327,0.0540354,-0.00359346,0.0541575,-3.804
92.16,-6.97,0.1,4.609257,0.02766311,0.04616572,0.3444109,0.0540354,-0.00355913,0.0541537,-3.768
92.16,-6.87,0.1,4.601945,-0.008878449,0.04601946,0.07121587,0.0540354,-0.00363542,0.0541613,-3.846
92.16,-6.77,0.1,4.609257,0.005738174,0.0460926,0.4360905,0.0540354,-0.00360872,0.0541613,-3.816
92.16,-6.67,0.1,4.601945,-0.008878449,0.04616587,0.07144216,0.0540354,-0.00358965,0.0541575,-3.798
92.16,-6.57,0.1,4.609257,-0.001570137,0.04601949,359.8898,0.0540392,-0.00363542,0.0541613,-3.846
92.16,-6.46,0.1,4.609257,-0.001570137,0.0460199,359.9804,0.054024,-0.00384904,0.0541613,-4.074
92.16,-6.36,0.1,4.601945,-0.008878449,0.0460926,0.07132883,0.0540316,-0.00366975,0.0541575,-3.882
92.16,-6.26,0.1,4.601945,0.005738174,0.04609302,359.9805,0.0540392,-0.00362016,0.0541613,-3.834
92.16,-6.16,0.1,4.594634,-0.001570137,0.04601954,0.2526197,0.0540354,-0.00359727,0.0541575,-3.81
92.16,-6.06,0.1,4.587322,-0.001570137,0.04601946,359.8898,0.0540392,-0.00362398,0.0541613,-3.834
92.16,-5.96,0.1,4.594634,-0.008878449,0.04594679,359.9805,0.0540392,-0.00363161,0.0541613,-3.846
92.16,-5.86,0.1,4.609257,0.005738174,0.04602078,359.9804,0.0540354,-0.00362016,0.0541575,-3.828
92.16,-5.76,0.1,4.587322,-0.01618676,0.0460199,0.07144216,0.0540354,-0.00360109,0.0541575,-3.81
92.16,-5.66,0.1,4.609257,0.01304649,0.04609265,359.8896,0.0540392,-0.00361635,0.0541613,-3.828
92.16,-5.56,0.1,4.609257,-0.001570137,0.04609275,0.07144216,0.0540316,-0.00362779,0.0541537,-3.834
92.16,-5.45,0.1,4.601945,-0.001570137,0.04594679,0.07144216,0.0540202,-0.00386049,0.0541575,-4.086
92.16,-5.35,0.1,4.594634,0.01304649,0.04594717,359.9804,0.0540316,-0.00364305,0.0541575,-3.852
92.16,-5.25,0.1,4.609257,0.01304649,0.04601974,359.8898,0.0540278,-0.00365068,0.0541537,-3.864
92.16,-5.15,0.1,4.616569,-0.001570137,0.04601954,0.1619182,0.0540278,-0.00364305,0.0541537,-3.852
92.16,-5.05,0.1,4.601945,-0.008878449,0.04602078,0.07144216,0.0540278,-0.00362779,0.0541499,-3.84
92.16,-4.95,0.1,4.609257,-0.001570137,0.04616577,0.07132883,0.0540278,-0.00358583,0.0541499,-3.792
92.16,-4.85,0.1,4.609257,0.0203548,0.04609257,359.9804,0.0540278,-0.00367357,0.0541537,-3.888
92.16,-4.75,0.1,4.609257,0.0203548,0.0460926,0.3438646,0.0540278,-0.00366975,0.0541499,-3.882
92.16,-4.65,0.1,4.601945,0.02766311,0.04616587,0.2534224,0.0540316,-0.00367357,0.0541575,-3.888
92.16,-4.55,0.1,4.601945,0.005738174,0.0460199,359.9804,0.0540354,-0.00362016,0.0541575,-3.834
92.16,-4.44,0.1,4.601945,-0.001570137,0.04594634,359.9805,0.0540164,-0.00385667,0.0541537,-4.08
92.16,-4.34,0.1,4.609257,-0.01618676,0.04594679,359.9805,0.0540354,-0.00362016,0.0541575,-3.828
92.16,-4.24,0.1,4.594634,0.005738174,0.04601946,0.1621751,0.0540316,-0.00367357,0.0541575,-3.888
92.16,-4.14,0.1,4.601945,0.03497142,0.04609257,0.1619182,0.0540316,-0.00363161,0.0541575,-3.846
92.16,-4.04,0.1,4.609257,0.01304649,0.0460926,0.5263821,0.054024,-0.00367357,0.0541461,-3.882
92.16,-3.94,0.1,4.609257,-0.001570137,0.0460926,0.2530204,0.0540278,-0.00365449,0.0541499,-3.87
92.16,-3.84,0.1,4.609257,-0.008878449,0.04587341,359.9805,0.0540316,-0.00362016,0.0541537,-3.828
92.16,-3.74,0.1,4.609257,-0.001570137,0.04594652,359.8895,0.0540278,-0.00363924,0.0541499,-3.852
92.16,-3.64,0.1,4.609257,-0.001570137,0.04594662,0.07110326,0.054024,-0.00365831,0.0541461,-3.87
92.16,-3.54,0.1,4.616569,-0.001570137,0.04601946,359.9804,0.0540316,-0.00361253,0.0541537,-3.822
92.16,-3.43,0.1,4.616569,0.005738174,0.04616577,0.2534224,0.0540164,-0.00386812,0.0541537,-4.092
92.16,-3.33,0.1,4.601945,-0.001570137,0.04601949,359.9804,0.0540278,-0.00368883,0.0541575,-3.906
92.16,-3.23,0.1,4.616569,0.0203548,0.04609275,0.4367855,0.054024,-0.00367357,0.0541461,-3.888
92.16,-3.13,0.1,4.601945,-0.008878449,0.04602028,0.07166989,0.0540278,-0.00368501,0.0541537,-3.9
92.16,-3.03,0.1,4.609257,0.0203548,0.0460926,0.1621751,0.0540278,-0.00362398,0.0541461,-3.834
92.16,-2.93,0.1,4.601945,-0.001570137,0.04609285,0.07132883,0.0540278,-0.00367738,0.0541537,-3.894
92.16,-2.83,0.1,4.594634,0.0203548,0.04616572,0.2530204,0.0540278,-0.00362016,0.0541461,-3.834
92.16,-2.73,0.1,4.594634,0.005738174,0.04609275,0.344959,0.0540316,-0.00365449,0.0541575,-3.87
92.16,-2.63,0.1,4.609257,-0.001570137,0.04594652,0.1624327,0.0540278,-0.00365068,0.0541499,-3.864
92.16,-2.53,0.1,4.58001,-0.01618676,0.04601949,359.9805,0.0540278,-0.00369264,0.0541537,-3.906
92.16,-2.42,0.1,4.601945,0.02766311,0.04609257,0.07132883,0.0540049,-0.00386812,0.0541422,-4.092
92.16,-2.32,0.1,4.594634,0.01304649,0.04616613,0.2538257,0.0540278,-0.00364687,0.0541537,-3.864
92.16,-2.22,0.1,4.594634,-0.01618676,0.04587456,359.8896,0.0540278,-0.00367357,0.0541499,-3.888
92.16,-2.12,0.1,4.616569,-0.001570137,0.04601946,0.07132883,0.054024,-0.0037079,0.0541499,-3.924
92.16,-2.02,0.1,4.609257,0.0203548,0.04609265,0.2530204,0.0540202,-0.00369264,0.0541461,-3.906
92.16,-1.92,0.1,4.609257,0.01304649,0.0460926,0.344959,0.0540202,-0.00366594,0.0541422,-3.882
92.16,-1.82,0.1,4.601945,0.005738174,0.04609302,0.07132883,0.054024,-0.00367357,0.0541461,-3.888
92.16,-1.72,0.1,4.609257,-0.001570137,0.04594634,359.7991,0.0540278,-0.00366212,0.0541499,-3.876
92.16,-1.62,0.1,4.609257,0.0203548,0.04609302,0.07144216,0.054024,-0.0037079,0.0541499,-3.924
92.16,-1.52,0.1,4.594634,-0.01618676,0.04601946,359.7985,0.0540278,-0.00362398,0.0541461,-3.834
92.16,-1.41,0.1,4.609257,-0.01618676,0.04609257,0.1619182,0.0540049,-0.00392154,0.0541499,-4.152
92.16,-1.31,0.1,4.609257,0.0203548,0.04601946,0.1616622,0.0540164,-0.00369646,0.0541422,-3.912
92.16,-1.21,0.1,4.609257,0.01304649,0.04601964,0.4360905,0.0540164,-0.00370027,0.0541422,-3.918
92.16,-1.11,0.1,4.601945,-0.001570137,0.04594637,359.9804,0.054024,-0.00364687,0.0541461,-3.864
92.16,-1.01,0.1,4.594634,-0.008878449,0.04594637,359.8893,0.0540202,-0.00367357,0.0541422,-3.888
92.16,-0.91,0.1,4.609257,0.01304649,0.04609265,0.344959,0.0540125,-0.00371172,0.0541384,-3.93
92.16,-0.81,0.1,4.601945,-0.01618676,0.04594637,0.07144216,0.0540164,-0.00370409,0.0541422,-3.924
92.16,-0.71,0.1,4.616569,0.005738174,0.0460926,0.3455087,0.0540125,-0.00367357,0.0541346,-3.888
92.16,-0.61,0.1,4.601945,0.0203548,0.04609265,359.8895,0.0540164,-0.00368501,0.0541422,-3.9
92.16,-0.51,0.1,4.587322,-0.008878449,0.04594717,359.9805,0.054024,-0.00366212,0.0541461,-3.876
92.16,-0.4,0.1,4.594634,-0.008878449,0.04601964,359.8895,0.0540011,-0.00394824,0.0541461,-4.182
92.16,-0.3,0.1,4.609257,0.005738174,0.04601974,359.9805,0.054024,-0.00370027,0.0541499,-3.918
92.16,-0.2,0.1,4.601945,0.02766311,0.04616572,0.1621751,0.0540164,-0.00366212,0.0541384,-3.876
92.16,-0.1,0.1,4.609257,-0.001570137,0.04594828,359.8895,0.0540125,-0.00371172,0.0541384,-3.93
92.16,0.0,0.1,4.594634,0.01304649,0.0460199,0.07155585,0.0540164,-0.00369264,0.0541422,-3.906
