t,i,x,y,r,theta,xK
1684276011.9477117,0.0,-0.0001118498,9.056882e-05,0.0001416493,143.0396,0
1684276015.0806773,0.1,-0.0001155056,9.056882e-05,0.0001416493,141.8997,0
1684276017.9212892,0.2,-0.0001191614,8.691467e-05,0.0001467796,142.7633,0
1684276020.7690444,0.30000000000000004,-0.0001118498,8.691467e-05,0.0001467796,141.0016,0
1684276023.5767493,0.4,-0.0001118498,8.326051e-05,0.0001496735,141.8997,0
1684276026.440602,0.5,-0.0001118498,8.691467e-05,0.0001439204,141.8997,0
1684276029.2933805,0.6000000000000001,-0.0001191614,8.326051e-05,0.0001416493,143.0396,0
1684276032.1491406,0.7000000000000001,-0.0001155056,8.326051e-05,0.0001496735,141.666,0
1684276035.021974,0.8,-0.0001155056,9.056882e-05,0.000147491,143.8935,0
1684276037.8880646,0.9,-0.0001191614,8.691467e-05,0.0001496735,142.7633,0
1684276040.7425725,1.0,-0.0001155056,9.056882e-05,0.0001423863,141.0016,0
1684276043.6026673,1.1,-0.0001191614,8.691467e-05,0.0001445535,141.8997,0
1684276046.457674,1.2000000000000002,-0.0001228172,8.326051e-05,0.000147491,144.7139,0
1684276049.3193984,1.3,-0.0001191614,9.056882e-05,0.0001490621,141.666,0
1684276052.1853473,1.4000000000000001,-0.0001155056,9.056882e-05,0.000147491,145.5024,0
1684276055.0591302,1.5,-0.0001191614,9.056882e-05,0.0001423863,145.0572,0
1684276057.9247818,1.6,-0.0001155056,9.056882e-05,0.0001423863,142.1504,0
1684276060.7739124,1.7000000000000002,-0.0001155056,8.691467e-05,0.0001402808,142.7633,0
1684276063.6548643,1.8,-0.0001191614,8.326051e-05,0.000147491,143.8935,0
1684276066.5331619,1.9000000000000001,-0.0001191614,8.691467e-05,0.0001445535,143.0396,0
1684276069.4429352,2.0,-0.0001228172,8.326051e-05,0.0001445535,142.7633,0
1684276072.3313057,2.1,-0.0001155056,8.691467e-05,0.000147491,144.3931,0
1684276075.2330303,2.2,-0.0001155056,8.691467e-05,0.0001467796,143.8935,0
1684276078.110362,2.3000000000000003,-0.0001155056,8.691467e-05,0.0001416493,143.0396,0
1684276081.0090885,2.4000000000000004,-0.0001191614,9.056882e-05,0.000147491,143.8935,0
1684276083.9027522,2.5,-0.0001155056,9.056882e-05,0.0001423863,142.1504,0
1684276086.7915606,2.6,-0.0001118498,8.691467e-05,0.0001496735,141.8997,0
1684276089.7054887,2.7,-0.0001155056,8.691467e-05,0.0001467796,141.666,0
1684276092.6254725,2.8000000000000003,-0.0001155056,9.056882e-05,0.0001445535,142.1504,0
1684276095.5233438,2.9000000000000004,-0.0001118498,8.691467e-05,0.0001445535,141.0016,0
1684276098.4307039,3.0,-0.0001118498,9.056882e-05,0.0001445535,143.8935,0
1684276101.3663952,3.1,-0.0001155056,9.056882e-05,0.0001439204,141.8997,0
1684276104.2954135,3.2,-0.0001155056,8.326051e-05,0.0001467796,140.7944,0
1684276107.2369792,3.2,-0.0001118498,9.056882e-05,0.0001467796,142.7633,0
1684276110.174312,3.1,-0.0001118498,8.691467e-05,0.0001496735,143.0396,0
1684276113.1139486,3.0,-0.0001118498,8.691467e-05,0.0001490621,143.8935,0
1684276116.083643,2.9000000000000004,-0.0001155056,7.960635e-05,0.000147491,142.1504,0
1684276119.0602934,2.8000000000000003,-0.0001118498,8.691467e-05,0.0001467796,141.2243,0
1684276121.9793224,2.7,-0.0001118498,9.056882e-05,0.0001445535,143.0396,0
1684276124.9389162,2.6,-0.0001118498,9.056882e-05,0.0001416493,142.7633,0
1684276127.8928497,2.5,-0.0001155056,9.056882e-05,0.0001445535,145.4254,0
1684276130.8496442,2.4000000000000004,-0.0001155056,9.056882e-05,0.0001445535,143.0396,0
1684276133.816298,2.3000000000000003,-0.0001191614,9.056882e-05,0.0001519125,145.8658,0
1684276136.7814102,2.2,-0.0001155056,8.326051e-05,0.0001453676,143.8935,0
1684276139.732652,2.1,-0.0001228172,9.056882e-05,0.000147491,142.7633,0
1684276142.6925085,2.0,-0.0001228172,8.691467e-05,0.0001526,144.7139,0
1684276145.651781,1.9000000000000001,-0.0001155056,8.691467e-05,0.0001416493,143.0396,0
1684276148.621556,1.8,-0.0001191614,8.691467e-05,0.0001547967,142.7633,0
1684276151.5669985,1.7000000000000002,-0.0001191614,9.056882e-05,0.000147491,142.7633,0
1684276154.5368168,1.6,-0.0001228172,8.691467e-05,0.0001453676,143.0396,0
1684276157.505252,1.5,-0.0001191614,8.326051e-05,0.000147491,142.7633,0
1684276160.4822283,1.4000000000000001,-0.0001228172,9.056882e-05,0.00015046,143.8935,0
1684276163.4605806,1.3,-0.0001191614,9.056882e-05,0.000147491,142.7633,0
1684276166.446741,1.2000000000000002,-0.0001191614,9.422297e-05,0.0001526,142.7633,0
1684276169.429506,1.1,-0.0001228172,8.691467e-05,0.00015046,144.7139,0
1684276172.415441,1.0,-0.000126473,9.056882e-05,0.0001555575,144.7139,0
1684276175.4080565,0.8999999999999999,-0.0001228172,8.326051e-05,0.00015046,145.5024,0
1684276178.4141154,0.7999999999999998,-0.0001228172,9.422297e-05,0.00015046,143.8935,0
1684276181.4077494,0.7000000000000002,-0.000126473,8.691467e-05,0.0001534587,145.0572,0
1684276184.4021304,0.6000000000000001,-0.000126473,8.691467e-05,0.0001534587,146.2605,0
1684276187.435289,0.5,-0.000126473,9.056882e-05,0.0001555575,145.1623,0
1684276190.463302,0.3999999999999999,-0.0001301288,9.056882e-05,0.000157713,144.3931,0
1684276193.491751,0.2999999999999998,-0.0001301288,8.691467e-05,0.000158544,144.8434,0
1684276196.511483,0.20000000000000018,-0.0001337846,8.691467e-05,0.0001595383,146.2605,0
1684276199.5016086,0.10000000000000009,-0.0001301288,9.056882e-05,0.0001615581,146.2605,0
1684276202.513798,0.0,-0.0001337846,9.056882e-05,0.000158544,148.7928,0
1684276205.5596805,0.0,-0.0001337846,9.056882e-05,0.0001615581,145.903,0
1684276208.6020942,-0.1,-0.0001301288,8.691467e-05,0.0001595383,146.6164,0
1684276211.658294,-0.2,-0.0001301288,8.691467e-05,0.000158544,146.9897,0
1684276214.676425,-0.30000000000000004,-0.0001337846,8.691467e-05,0.0001615581,146.6164,0
1684276217.6942117,-0.4,-0.0001337846,8.691467e-05,0.0001595383,145.903,0
1684276220.7472908,-0.5,-0.0001337846,8.691467e-05,0.0001645982,145.903,0
1684276223.841479,-0.6000000000000001,-0.0001337846,8.691467e-05,0.0001606927,147.6915,0
1684276226.8915782,-0.7000000000000001,-0.0001337846,8.691467e-05,0.0001626161,145.5672,0
1684276229.9607656,-0.8,-0.0001374404,8.691467e-05,0.0001564853,149.4552,0
1684276233.0017292,-0.9,-0.0001447519,8.691467e-05,0.0001595383,147.6915,0
1684276236.040936,-1.0,-0.0001337846,8.691467e-05,0.0001564853,145.1623,0
1684276239.0785367,-1.1,-0.0001410961,9.422297e-05,0.0001595383,147.3876,0
1684276242.166227,-1.2000000000000002,-0.0001374404,8.326051e-05,0.0001626161,148.7928,0
1684276245.2293663,-1.3,-0.0001374404,9.056882e-05,0.0001719855,147.6915,0
1684276248.2742858,-1.4000000000000001,-0.0001447519,8.691467e-05,0.0001707508,149.0177,0
1684276251.3472724,-1.5,-0.0001447519,8.691467e-05,0.0001727168,147.3038,0
1684276254.385579,-1.6,-0.0001410961,8.691467e-05,0.0001707508,147.3038,0
1684276257.5083532,-1.7000000000000002,-0.0001447519,8.691467e-05,0.000168841,147.9665,0
1684276260.576569,-1.8,-0.0001484077,8.326051e-05,0.0001738608,149.0177,0
1684276263.643397,-1.9000000000000001,-0.0001484077,8.691467e-05,0.0001769916,149.222,0
1684276266.8229287,-2.0,-0.0001484077,9.056882e-05,0.000178333,151.2976,0
1684276269.9246385,-2.1,-0.0001557193,8.691467e-05,0.0001657175,147.3038,0
1684276273.0257835,-2.2,-0.0001484077,9.056882e-05,0.0001669893,148.3671,0
1684276276.115477,-2.3000000000000003,-0.0001447519,8.691467e-05,0.000168841,149.6447,0
1684276279.2181747,-2.4000000000000004,-0.0001484077,8.691467e-05,0.0001657175,147.9665,0
1684276282.311541,-2.5,-0.0001484077,9.056882e-05,0.0001738608,149.222,0
1684276285.401587,-2.6,-0.0001557193,8.691467e-05,0.0001701681,148.6055,0
1684276288.506994,-2.7,-0.0001447519,8.691467e-05,0.0001751498,150.2491,0
1684276291.6124377,-2.8000000000000003,-0.0001520635,9.056882e-05,0.0001738608,150.8319,0
1684276294.7316678,-2.9000000000000004,-0.0001557193,8.691467e-05,0.0001751498,150.8319,0
1684276297.8609717,-3.0,-0.0001593751,8.691467e-05,0.000178333,151.8673,0
1684276300.96755,-3.1,-0.0001593751,8.691467e-05,0.000178333,149.6447,0
1684276304.067557,-3.2,-0.0001520635,9.056882e-05,0.0001801422,149.222,0
1684276307.196542,-3.2,-0.0001557193,8.691467e-05,0.0001833116,151.3943,0
1684276310.331788,-3.1,-0.0001557193,9.056882e-05,0.000178333,150.8319,0
1684276313.507878,-3.0,-0.0001593751,9.056882e-05,0.000178333,151.8673,0
1684276316.6266742,-2.9000000000000004,-0.0001557193,8.691467e-05,0.0001751498,149.222,0
1684276319.7555804,-2.8000000000000003,-0.0001484077,8.691467e-05,0.0001751498,149.222,0
1684276322.9278495,-2.7,-0.0001593751,9.056882e-05,0.0001765809,150.2491,0
1684276326.0760064,-2.6,-0.0001484077,8.691467e-05,0.0001719855,147.9665,0
1684276329.1983624,-2.5,-0.0001520635,8.691467e-05,0.0001820068,149.6447,0
1684276332.3503132,-2.4000000000000004,-0.0001520635,8.691467e-05,0.000178333,150.2491,0
1684276335.4888244,-2.3000000000000003,-0.0001593751,8.691467e-05,0.0001851443,150.2491,0
1684276338.663619,-2.2,-0.0001557193,8.691467e-05,0.0001738608,150.8319,0
1684276341.8386748,-2.1,-0.0001557193,8.691467e-05,0.0001751498,150.8319,0
1684276345.0392647,-2.0,-0.0001557193,9.056882e-05,0.0001801422,149.817,0
1684276348.2105365,-1.9000000000000001,-0.0001557193,9.056882e-05,0.000178333,150.3915,0
1684276351.3925683,-1.8,-0.0001520635,8.326051e-05,0.000178333,150.8319,0
1684276354.5900915,-1.7000000000000002,-0.0001593751,9.422297e-05,0.0001801422,151.3943,0
1684276357.7912128,-1.6,-0.0001484077,8.691467e-05,0.000178333,150.8319,0
1684276360.9549453,-1.5,-0.0001520635,8.691467e-05,0.0001820068,149.222,0
1684276364.1467023,-1.4000000000000001,-0.0001520635,9.056882e-05,0.0001833116,150.8319,0
1684276367.3215644,-1.3,-0.0001557193,9.422297e-05,0.0001798131,149.817,0
1684276370.5099962,-1.2000000000000002,-0.0001557193,9.056882e-05,0.0001751498,149.222,0
1684276373.6877801,-1.1,-0.0001520635,8.691467e-05,0.0001820068,149.4083,0
1684276376.8587973,-1.0,-0.0001520635,8.691467e-05,0.0001769916,149.817,0
1684276380.0595949,-0.8999999999999999,-0.0001520635,9.056882e-05,0.0001820068,150.2491,0
1684276383.225607,-0.7999999999999998,-0.0001557193,9.056882e-05,0.0001864987,150.3915,0
1684276386.4188726,-0.7000000000000002,-0.0001593751,8.691467e-05,0.0001815339,150.8319,0
1684276389.6379657,-0.6000000000000001,-0.0001557193,8.326051e-05,0.0001738608,149.222,0
1684276392.8274026,-0.5,-0.0001484077,9.056882e-05,0.0001707508,149.6447,0
1684276396.0425658,-0.3999999999999999,-0.0001557193,8.691467e-05,0.0001801422,149.817,0
1684276399.274023,-0.2999999999999998,-0.0001484077,8.691467e-05,0.0001701681,149.222,0
1684276402.4855723,-0.20000000000000018,-0.0001447519,9.422297e-05,0.0001738608,149.0177,0
1684276405.7215,-0.10000000000000009,-0.0001557193,9.056882e-05,0.0001738608,149.817,0
1684276408.9693108,0.0,-0.0001484077,8.691467e-05,0.000178333,151.8673,0
