t,i,x,y,r,theta,xK
1706810314.78479,0.0,-5.553321e-05,2.03548e-05,5.914605e-05,162.0534,0
1706810318.0765696,0.1,-5.553321e-05,2.03548e-05,6.418471e-05,159.8704,0
1706810320.8998528,0.2,-5.553321e-05,1.304649e-05,6.418471e-05,159.8704,0
1706810323.7501407,0.30000000000000004,-5.553321e-05,1.304649e-05,5.914605e-05,166.7792,0
1706810326.582143,0.4,-6.284479e-05,1.304649e-05,6.866378e-05,159.8704,0
1706810329.401981,0.5,-6.284479e-05,2.03548e-05,6.605896e-05,159.8704,0
1706810332.23369,0.6000000000000001,-5.553321e-05,1.304649e-05,5.704514e-05,168.272,0
1706810335.063305,0.7000000000000001,-5.553321e-05,2.03548e-05,5.704514e-05,162.0534,0
1706810337.9065027,0.8,-6.284479e-05,1.304649e-05,5.914605e-05,162.0534,0
1706810340.7323816,0.9,-5.553321e-05,1.304649e-05,5.914605e-05,174.1006,0
1706810343.8421016,1.0,-5.553321e-05,2.03548e-05,6.418471e-05,153.5204,0
1706810346.69103,1.1,-6.284479e-05,1.304649e-05,6.418471e-05,174.1006,0
1706810349.510763,1.2000000000000002,-6.284479e-05,2.03548e-05,6.605896e-05,159.8704,0
1706810352.3066854,1.3,-5.553321e-05,1.304649e-05,6.204179e-05,166.7792,0
1706810355.0998702,1.4000000000000001,-5.553321e-05,2.03548e-05,6.418471e-05,163.8207,0
1706810357.9262285,1.5,-6.284479e-05,2.03548e-05,5.914605e-05,166.7792,0
