t,i,x,y,r,theta,xK
1684279289.2780342,0.0,0.2863964,-0.001540169,0.2863976,359.8379,0
1684279292.397881,0.1,0.2863964,-0.001174754,0.2867632,359.8379,0
1684279295.2583754,0.2,0.2863964,-0.0008093381,0.2863989,359.9111,0
1684279298.0971932,0.30000000000000004,0.2863964,-0.0008093381,0.2863976,359.8381,0
1684279300.9599035,0.4,0.2867621,-0.0004439224,0.2863976,359.8379,0
1684279303.7908626,0.5,0.2863964,-0.001174754,0.2863976,359.8383,0
1684279306.6380363,0.6000000000000001,0.2863964,-0.0008093381,0.2863989,359.8383,0
1684279309.4607296,0.7000000000000001,0.2863964,-0.001174754,0.2863989,359.9112,0
1684279312.299606,0.8,0.2863964,-0.0008093381,0.2863989,359.8381,0
1684279315.1786134,0.9,0.2863964,-0.001174754,0.2863976,359.9111,0
