t,i,x,y,r,theta,x2,y2,r2,theta2,xK,tc,therm,dc
1689205110.7166672, 0, 0.0001479729, 0.0002869087, 0.0005195181, 351.3085, 0, 0, 0, 0, 0, 0, 0
1689205115.254802, 0, 0.000513552, -7.850687e-05, 0.0005882621, 18.07434, 0, 0, 0, 0, 0, 0, 0
1689205119.8109672, 0, 0.000513552, 0.0002869087, 0.0005882621, 29.191, 0, 0, 0, 0, 0, 0, 0
1689205124.3556707, 0, 0.0001479729, 0.0002869087, 0.0005882621, 29.191, 0, 0, 0, 0, 0, 0, 0
1689205128.8961482, 0, 0.0001479729, 0.0002869087, 0.0005195181, 29.191, 0, 0, 0, 0, 0, 0, 0
1689205133.4608767, 0, 0.000513552, 0.0002869087, 0.0003228197, 332.0518, 0, 0, 0, 0, 0, 0, 0
1689205138.0166163, 0, 0.000513552, -7.850687e-05, 0.0006688968, 29.191, 0, 0, 0, 0, 0, 0, 0
1689205142.5910356, 0, 0.0001479729, 0.0002869087, 0.0005882621, 62.71762, 0, 0, 0, 0, 0, 0, 0
1689205147.1356237, 0, 0.000513552, 0.0002869087, 0.0005882621, 62.71762, 0, 0, 0, 0, 0, 0, 0
1689205151.6987357, 0, 0.000513552, 0.0006523243, 0.0005195181, 77.21934, 0, 0, 0, 0, 0, 0, 0
1689205156.251129, 0, 0.0001479729, -7.850687e-05, 0.0005195181, 62.71762, 0, 0, 0, 0, 0, 0, 0
1689205160.7969823, 0, 0.0008791311, -7.850687e-05, 0.0003228197, 62.71762, 0, 0, 0, 0, 0, 0, 0
1689205165.3595288, 0, 0.000513552, -7.850687e-05, 0.0005882621, 351.3085, 0, 0, 0, 0, 0, 0, 0
1689205169.9018319, 0, 0.0001479729, -7.850687e-05, 0.0005882621, 354.897, 0, 0, 0, 0, 0, 0, 0
1689205174.477055, 0, 0.000513552, -0.0004439224, 0.0003228197, 351.3085, 0, 0, 0, 0, 0, 0, 0
1689205179.03687, 0, 0.000513552, -7.850687e-05, 0.0005195181, 62.71762, 0, 0, 0, 0, 0, 0, 0
1689205183.5844517, 0, 0.000513552, -7.850687e-05, 0.0008826295, 62.71762, 0, 0, 0, 0, 0, 0, 0
1689205188.1401706, 0, 0.0001479729, -7.850687e-05, 0.0006788246, 29.191, 0, 0, 0, 0, 0, 0, 0
1689205192.670525, 0, 0.0001479729, 0.0006523243, 0.0003228197, 351.3085, 0, 0, 0, 0, 0, 0, 0
1689205197.2365286, 0, 0.000513552, -7.850687e-05, 0.0005195181, 29.191, 0, 0, 0, 0, 0, 0, 0
