t,i,x,y,r,theta,x2,y2,r2,theta2,xK,tc,therm,dc
1681777369.9108346, 0, 0.003534454, -1.618676e-05, 0.003534491, 359.7376, 0.984928, 0.0166017, 0.418642, 0.966, 0, 0, 0
1681777374.9848485, 0, 0.003541766, -8.878449e-06, 0.003541803, 359.7376, 0.984928, 0.0164796, 0.418642, 0.96, 0, 0, 0
1681777380.072661, 0, 0.003534454, -2.349507e-05, 0.003534532, 359.8561, 0.984928, 0.0164796, 0.418642, 0.96, 0, 0, 0
1681777385.17103, 0, 0.003541766, -1.618676e-05, 0.003534532, 359.6199, 0.984928, 0.0164796, 0.418642, 0.96, 0, 0, 0
1681777390.2571585, 0, 0.003534454, -1.618676e-05, 0.003534465, 359.8561, 0.984928, 0.0164796, 0.418703, 0.96, 0, 0, 0
1681777395.36096, 0, 0.003534454, -1.618676e-05, 0.003549155, 359.7376, 0.984928, 0.0164796, 0.418703, 0.96, 0, 0, 0
1681777400.474432, 0, 0.003534454, -2.349507e-05, 0.003534491, 359.6191, 0.984928, 0.0164796, 0.418642, 0.96, 0, 0, 0
1681777405.5768425, 0, 0.003541766, -1.618676e-05, 0.003527154, 359.7376, 0.984928, 0.0164796, 0.418642, 0.96, 0, 0, 0
1681777410.6822808, 0, 0.003527143, -1.618676e-05, 0.003534532, 359.8558, 0.984928, 0.0164796, 0.418703, 0.96, 0, 0, 0
1681777415.773865, 0, 0.003534454, -2.349507e-05, 0.003534491, 359.6191, 0.984928, 0.0164796, 0.418703, 0.96, 0, 0, 0
1681777420.8812656, 0, 0.003541766, -1.618676e-05, 0.003541803, 359.7376, 0.984928, 0.0164796, 0.418703, 0.96, 0, 0, 0
1681777425.965591, 0, 0.003534454, -8.878449e-06, 0.003534491, 359.7371, 0.984928, 0.0164796, 0.418703, 0.96, 0, 0, 0
1681777431.0553758, 0, 0.003527143, -2.349507e-05, 0.003534532, 359.8564, 0.984928, 0.0164796, 0.418703, 0.96, 0, 0, 0
1681777436.122279, 0, 0.003527143, -2.349507e-05, 0.00352718, 359.7371, 0.984928, 0.0164796, 0.418703, 0.96, 0, 0, 0
1681777441.1872935, 0, 0.003534454, -1.618676e-05, 0.00352718, 359.8564, 0.984928, 0.0164796, 0.418703, 0.96, 0, 0, 0
1681777446.269881, 0, 0.003534454, -2.349507e-05, 0.003534465, 359.7376, 0.984928, 0.0164796, 0.418703, 0.96, 0, 0, 0
1681777451.3455436, 0, 0.003527143, -2.349507e-05, 0.003534491, 359.8561, 0.984928, 0.0164796, 0.418703, 0.96, 0, 0, 0
1681777456.413861, 0, 0.003527143, -2.349507e-05, 0.003534465, 359.6183, 0.984928, 0.0164796, 0.418703, 0.96, 0, 0, 0
1681777461.5162005, 0, 0.003527143, -1.618676e-05, 0.003519868, 359.7371, 0.984928, 0.0164796, 0.418703, 0.96, 0, 0, 0
1681777466.5975444, 0, 0.003534454, -1.618676e-05, 0.003534465, 359.8558, 0.984928, 0.0164796, 0.418703, 0.96, 0, 0, 0
