t,i,x,y,r,theta,xK,tc, therm
1707414951.6567347, 3.2, 1.027104e-07, 1.304649e-07, 6.456394e-08, 18.07434, 0, 0, 0
1707414958.2114296, -3.2, 2.959457e-08, 5.738174e-08, 2.056881e-07, 81.72752, 0, 0, 0
1707414964.3125389, 3.2, 2.959457e-08, 1.304649e-07, 1.29988e-07, 153.8043, 0, 0, 0
1707414970.404829, -3.2, 2.959457e-08, 2.03548e-07, 1.337794e-07, 77.21934, 0, 0, 0
1707414976.5006964, 3.2, 2.959457e-08, 1.304649e-07, 3.350182e-08, 77.21934, 0, 0, 0
1707414982.5833938, -3.2, 1.027104e-07, 5.738174e-08, 1.375325e-07, 3.461671, 0, 0, 0
1707414988.6814735, 3.2, -6.228772e-07, 4.070959e-08, 8.067662e-06, 0.4916771, 0, 0, 0
1707414994.7737193, -3.2, -6.331483e-07, 1.304649e-08, 6.259726e-07, 179.4747, 0, 0, 0
1707415000.8834, 3.2, -5.746556e-07, 5.738173e-09, 5.75016e-07, 179.4205, 0, 0, 0
1707415006.9912562, -3.2, -6.550831e-07, 1.304649e-08, 6.261676e-07, 178.8195, 0, 0, 0
1707415013.1067085, 3.2, -5.67344e-07, 2.03548e-08, 5.748037e-07, 179.4421, 0, 0, 0
1707415019.232178, -3.2, -6.404599e-07, 1.304649e-08, 6.405927e-07, 178.1796, 0, 0, 0
1707415025.3639114, 3.2, -5.819672e-07, 5.738173e-09, 5.821134e-07, 178.7157, 0, 0, 0
1707415031.480572, -3.2, -6.331483e-07, 1.304649e-08, 6.404856e-07, 178.8195, 0, 0, 0
1707415037.6051762, 3.2, -5.819672e-07, 2.03548e-08, 5.894231e-07, 177.3452, 0, 0, 0
1707415043.7273989, -3.2, -6.112135e-07, 2.03548e-08, 6.407832e-07, 178.2002, 0, 0, 0
1707415049.852778, 3.2, -5.67344e-07, 2.03548e-08, 5.894231e-07, 178.0217, 0, 0, 0
1707415055.9781272, -3.2, -6.697063e-07, 5.738173e-09, 6.477969e-07, 178.2002, 0, 0, 0
1707415062.127938, 3.2, -5.965903e-07, 2.03548e-08, 5.969375e-07, 178.7157, 0, 0, 0
1707415068.2858582, -3.2, -6.331483e-07, 5.738173e-09, 6.552129e-07, 178.2203, 0, 0, 0
1707415074.4254155, 3.2, -5.819672e-07, 1.304649e-08, 6.040428e-07, 178.0695, 0, 0, 0
1707415080.5982463, -3.2, -6.258367e-07, 3.497142e-08, 6.479029e-07, 177.5819, 0, 0, 0
1707415086.7243617, 3.2, -5.819672e-07, 2.03548e-08, 6.042449e-07, 178.1371, 0, 0, 0
1707415092.8593533, -3.2, -6.91641e-07, 2.03548e-08, 6.698333e-07, 178.2591, 0, 0, 0
1707415099.0078542, 3.2, -5.819672e-07, 2.03548e-08, 6.259726e-07, 178.8057, 0, 0, 0
1707415105.1727822, -3.2, -6.331483e-07, 2.03548e-08, 6.771435e-07, 177.6851, 0, 0, 0
1707415111.2914538, 3.2, -6.623947e-07, 2.766311e-08, 6.337523e-07, 177.5268, 0, 0, 0
1707415117.4676273, -3.2, -6.697063e-07, 2.03548e-08, 6.848883e-07, 178.3143, 0, 0, 0
