t,i,x,y,r,theta,xK,tc, therm
1712859126.2765596, 3.2, -7.7938e-05, 2.766311e-06, 7.798708e-05, 178.5039, 0, 0, 0
1712859132.6440003, -3.2, -7.720684e-05, 2.766311e-06, 7.796457e-05, 178.5039, 0, 0, 0
1712859138.7153962, 3.2, -7.720684e-05, 2.03548e-06, 7.725638e-05, 177.9672, 0, 0, 0
1712859144.8111477, -3.2, -7.720684e-05, 2.03548e-06, 7.798708e-05, 177.9672, 0, 0, 0
1712859150.8795068, 3.2, -7.7938e-05, 2.03548e-06, 7.796457e-05, 178.5039, 0, 0, 0
1712859156.9751763, -3.2, -7.720684e-05, 2.03548e-06, 7.725638e-05, 177.9672, 0, 0, 0
1712859163.0739715, 3.2, -7.7938e-05, 2.03548e-06, 7.796457e-05, 178.4898, 0, 0, 0
1712859169.1736803, -3.2, -7.720684e-05, 2.766311e-06, 7.723366e-05, 177.9672, 0, 0, 0
1712859175.26179, 3.2, -7.7938e-05, 2.766311e-06, 7.798708e-05, 178.5039, 0, 0, 0
1712859181.3446474, -3.2, -7.7938e-05, 2.03548e-06, 7.796457e-05, 177.948, 0, 0, 0
1712859187.4232864, 3.2, -7.866915e-05, 2.766311e-06, 7.794891e-05, 177.948, 0, 0, 0
1712859193.5247583, -3.2, -7.7938e-05, 2.03548e-06, 7.869548e-05, 177.948, 0, 0, 0
1712859199.637766, 3.2, -7.866915e-05, 2.766311e-06, 7.869548e-05, 177.9672, 0, 0, 0
1712859205.7298257, -3.2, -7.720684e-05, 2.766311e-06, 7.723366e-05, 179.0499, 0, 0, 0
1712859211.8019657, 3.2, -7.7938e-05, 2.03548e-06, 7.723366e-05, 178.5179, 0, 0, 0
1712859217.908996, -3.2, -7.7938e-05, 2.03548e-06, 7.796457e-05, 178.5179, 0, 0, 0
1712859224.029499, 3.2, -7.7938e-05, 2.766311e-06, 7.801641e-05, 178.4898, 0, 0, 0
1712859230.139516, -3.2, -7.7938e-05, 2.766311e-06, 7.871779e-05, 177.9672, 0, 0, 0
