t,i,x,y,r,theta,xK,tc, therm
1713463313.4900649, 3.2, -9.644325e-09, -4.854888e-08, 2.487289e-08, 359.551, 0, 0, 0
1713463319.8998575, -3.2, 2.691359e-08, -2.223896e-08, 7.403226e-08, 174.4914, 0, 0, 0
1713463325.962504, 3.2, 3.130054e-08, -1.639231e-08, 1.814241e-08, 346.5194, 0, 0, 0
1713463332.0381927, -3.2, -2.426749e-08, 6.994284e-09, 7.546947e-08, 168.6115, 0, 0, 0
1713463338.1610308, 3.2, -1.841823e-08, 1.722592e-08, 2.320266e-08, 26.88642, 0, 0, 0
1713463344.266506, -3.2, -1.193181e-07, -1.639231e-08, 6.377476e-08, 177.853, 0, 0, 0
1713463350.3346605, 3.2, 9.710479e-08, -3.237352e-09, 3.86134e-08, 355.6944, 0, 0, 0
1713463356.4509099, -3.2, 4.978841e-09, 5.532621e-09, 7.263811e-08, 175.7234, 0, 0, 0
1713463362.5330982, 3.2, -2.426749e-08, 4.070959e-09, 2.691542e-08, 17.24901, 0, 0, 0
1713463368.6146462, -3.2, -1.549359e-08, 2.609297e-09, 6.836124e-08, 175.3334, 0, 0, 0
1713463374.7364864, 3.2, -2.719212e-08, -1.931564e-08, 2.238435e-08, 321.075, 0, 0, 0
1713463380.8421195, -3.2, 3.516525e-09, 1.284093e-08, 6.413258e-08, 168.6201, 0, 0, 0
1713463386.9213536, 3.2, -3.742834e-08, 1.284093e-08, 1.113806e-08, 8.892252, 0, 0, 0
1713463393.023579, -3.2, -6.719692e-09, 6.994284e-09, 7.127668e-08, 171.2563, 0, 0, 0
1713463399.1425192, 3.2, 5.031066e-08, 1.576426e-08, 3.466947e-08, 359.4252, 0, 0, 0
1713463405.254562, -3.2, -2.572981e-08, 1.868758e-08, 8.43208e-08, 176.2416, 0, 0, 0
1713463411.363348, 3.2, -2.719212e-08, 9.917608e-09, 2.399101e-08, 10.93831, 0, 0, 0
1713463417.4689403, -3.2, 1.375274e-08, 2.609297e-09, 5.541927e-08, 178.9686, 0, 0, 0
1713463423.5776055, 3.2, -2.426749e-08, 1.137927e-08, 2.406143e-08, 334.9138, 0, 0, 0
1713463429.730635, -3.2, -1.841823e-08, -1.77569e-09, 7.175036e-08, 176.3461, 0, 0, 0
