t,i,x,y,r,theta,xK,tc, therm
1707415430.7571003, 3.2, 7.60753e-08, 1.304649e-08, 2.494368e-08, 27.658, 0, 0, 0
1707415437.1154745, -3.2, -6.284479e-08, 2.03548e-08, 3.324632e-08, 153.6042, 0, 0, 0
1707415443.2106164, 3.2, -2.628688e-08, 5.738173e-09, 2.689733e-08, 18.27041, 0, 0, 0
1707415449.2854402, -3.2, -3.359846e-08, 5.738173e-09, 1.337794e-08, 102.0689, 0, 0, 0
1707415455.3986504, 3.2, -1.897529e-08, 1.304649e-08, 3.809896e-08, 27.658, 0, 0, 0
1707415461.5062861, -3.2, 3.220579e-08, 2.03548e-08, 3.354563e-08, 153.5473, 0, 0, 0
1707415467.5987477, 3.2, -3.359846e-08, 5.738173e-09, 1.337794e-08, 49.1793, 0, 0, 0
1707415473.6913364, -3.2, -5.553321e-08, 5.738173e-09, 2.081487e-08, 77.21934, 0, 0, 0
1707415479.7997148, 3.2, 2.489421e-08, 2.766311e-08, 3.215648e-08, 57.56003, 0, 0, 0
1707415485.9086952, -3.2, -3.359846e-08, 2.03548e-08, 4.938501e-08, 153.5473, 0, 0, 0
1707415492.0314696, 3.2, 3.220579e-08, 1.304649e-08, 2.056881e-08, 77.21934, 0, 0, 0
1707415498.1562479, -3.2, 2.959457e-09, 5.738173e-09, 2.345975e-08, 133.5387, 0, 0, 0
1707415504.2817366, 3.2, 3.951737e-08, 5.738173e-09, 2.689733e-08, 36.57579, 0, 0, 0
1707415510.4033833, -3.2, -3.359846e-08, 2.03548e-08, 4.938501e-08, 162.3122, 0, 0, 0
1707415516.5290453, 3.2, -2.628688e-08, 2.03548e-08, 2.800336e-08, 98.94082, 0, 0, 0
1707415522.6514356, -3.2, -4.822163e-08, 2.03548e-08, 2.934639e-08, 145.4895, 0, 0, 0
1707415528.7768428, 3.2, 3.220579e-08, 2.03548e-08, 2.279939e-08, 49.1793, 0, 0, 0
1707415534.9298723, -3.2, -1.166371e-08, 5.738173e-09, 3.604258e-08, 158.7785, 0, 0, 0
1707415541.0684588, 3.2, 5.414054e-08, 2.766311e-08, 1.375325e-08, 108.448, 0, 0, 0
1707415547.2106526, -3.2, -4.352126e-09, 2.766311e-08, 1.982393e-08, 163.1745, 0, 0, 0
1707415553.3494012, 3.2, -4.352126e-09, 2.03548e-08, 1.176524e-08, 39.27121, 0, 0, 0
1707415559.4981081, -3.2, -7.746796e-08, 2.766311e-08, 3.928326e-08, 148.7914, 0, 0, 0
1707415565.6570222, 3.2, -4.352126e-09, 2.03548e-08, 4.569408e-08, 166.7792, 0, 0, 0
1707415571.815772, -3.2, -1.213375e-07, 2.03548e-08, 1.075088e-07, 168.4274, 0, 0, 0
1707415577.9511173, 3.2, -4.091004e-08, 1.304649e-08, 5.914605e-08, 166.7792, 0, 0, 0
1707415584.1069624, -3.2, -6.284479e-08, 5.738173e-09, 9.43138e-08, 176.4345, 0, 0, 0
1707415590.155839, 3.2, -1.166371e-08, 1.304649e-08, 4.293999e-08, 148.7914, 0, 0, 0
