t,i,x,y,r,theta,xK,tc, therm
1698706053.0550356, 3.2, 1.479729e-08, -1.540169e-07, 1.194738e-07, 277.1792, 0, 0, 0
1698706059.4934149, -3.2, -9.487647e-08, -4.439224e-08, 1.184036e-07, 259.5057, 0, 0, 0
1698706065.5946307, 3.2, -9.487647e-08, -1.540169e-07, 1.547261e-07, 277.1792, 0, 0, 0
1698706071.7339742, -3.2, 1.61029e-07, -1.540169e-07, 1.980259e-07, 316.6562, 0, 0, 0
1698706077.8353627, 3.2, 1.479729e-08, -8.09338e-08, 9.585217e-08, 280.3611, 0, 0, 0
1698706083.9202306, -3.2, 8.791312e-08, -1.540169e-07, 1.2821e-07, 280.3611, 0, 0, 0
1698706090.0368583, 3.2, -1.679923e-07, -1.174754e-07, 1.047483e-07, 231.0747, 0, 0, 0
1698706096.1658041, -3.2, -2.176063e-08, -1.174754e-07, 1.510033e-07, 243.5987, 0, 0, 0
1698706102.2779274, 3.2, -2.045502e-07, -8.09338e-08, 2.560508e-07, 214.9647, 0, 0, 0
1698706108.4057968, -3.2, 1.479729e-08, -8.09338e-08, 1.808943e-07, 238.3664, 0, 0, 0
1698706114.533929, 3.2, -5.831854e-08, -1.174754e-07, 8.227539e-08, 293.6129, 0, 0, 0
1698706120.7089434, -3.2, 5.13552e-08, -1.540169e-07, 1.2821e-07, 275.4879, 0, 0, 0
1698706126.8832178, 3.2, -1.314344e-07, -1.174754e-07, 1.555466e-07, 249.2608, 0, 0, 0
1698706133.0520594, -3.2, -9.487647e-08, -1.174754e-07, 1.623532e-07, 280.3611, 0, 0, 0
1698706139.221288, 3.2, -2.176063e-08, -1.174754e-07, 1.184036e-07, 277.1792, 0, 0, 0
1698706145.3725379, -3.2, -2.176063e-08, -1.174754e-07, 8.380815e-08, 288.4404, 0, 0, 0
1698706151.5752344, 3.2, 1.479729e-08, -1.905585e-07, 1.646884e-07, 275.4879, 0, 0, 0
1698706157.7225215, -3.2, 8.791312e-08, -8.09338e-08, 1.194948e-07, 277.1792, 0, 0, 0
1698706163.8889716, 3.2, -9.487647e-08, -8.09338e-08, 1.194738e-07, 306.8095, 0, 0, 0
1698706170.061319, -3.2, 2.341448e-07, -1.174754e-07, 2.228262e-07, 333.3157, 0, 0, 0
1698706176.2998617, 3.2, -9.487647e-08, -1.540169e-07, 1.762823e-07, 221.7902, 0, 0, 0
1698706182.477689, -3.2, 5.13552e-08, -1.174754e-07, 1.184036e-07, 277.1792, 0, 0, 0
1698706188.6921575, 3.2, 1.24471e-07, -1.174754e-07, 1.467282e-07, 302.3965, 0, 0, 0
1698706194.882613, -3.2, 1.24471e-07, -1.540169e-07, 2.228262e-07, 322.064, 0, 0, 0
1698706201.0756345, 3.2, -2.176063e-08, -1.174754e-07, 1.711534e-07, 323.8882, 0, 0, 0
1698706207.2435086, -3.2, 2.707027e-07, -1.174754e-07, 2.619623e-07, 340.9319, 0, 0, 0
1698706213.4383173, 3.2, 2.707027e-07, -1.540169e-07, 2.477379e-07, 337.7254, 0, 0, 0
1698706219.6799092, -3.2, 1.975869e-07, -1.540169e-07, 1.467282e-07, 323.8882, 0, 0, 0
1698706225.8932142, 3.2, 3.803765e-07, -1.174754e-07, 4.68461e-07, 349.8811, 0, 0, 0
1698706232.0509615, -3.2, 5.266081e-07, -1.540169e-07, 5.395522e-07, 347.4244, 0, 0, 0
1698706238.2613354, 3.2, 4.169344e-07, -1.174754e-07, 4.789326e-07, 341.2413, 0, 0, 0
1698706244.4810092, -3.2, 3.803765e-07, -1.174754e-07, 4.68461e-07, 349.8811, 0, 0, 0
1698706250.7015347, 3.2, 3.072606e-07, -1.174754e-07, 2.477379e-07, 344.2643, 0, 0, 0
1698706256.925277, -3.2, 3.072606e-07, -8.09338e-08, 2.802588e-07, 345.2432, 0, 0, 0
1698706263.0821464, 3.2, 1.975869e-07, -4.439224e-08, 2.135201e-07, 322.064, 0, 0, 0
1698706269.3895757, -3.2, 2.341448e-07, -1.174754e-07, 2.50523e-07, 333.3561, 0, 0, 0
1698706275.667719, 3.2, 3.072606e-07, -8.09338e-08, 3.114501e-07, 326.6637, 0, 0, 0
1698706281.8281715, -3.2, 2.341448e-07, -1.174754e-07, 2.228262e-07, 337.7254, 0, 0, 0
