t,i,x,y,r,theta,xK,tc, therm
1709837335.1493144, 3.2, -4.398614e-05, 5.738174e-08, 4.405929e-05, 180.0204, 0, 0, 0
1709837341.9562004, -3.2, -4.42786e-05, -1.570137e-08, 4.413237e-05, 180.0204, 0, 0, 0
1709837348.0576556, 3.2, -4.369367e-05, -8.878449e-08, 4.398614e-05, 180.0205, 0, 0, 0
1709837354.17344, -3.2, -4.449795e-05, -1.570137e-08, 4.442483e-05, 180.0202, 0, 0, 0
1709837360.3348548, 3.2, -4.413236e-05, -1.570137e-08, 4.420578e-05, 180.0204, 0, 0, 0
1709837366.450992, -3.2, -4.42786e-05, -1.618676e-07, 4.42786e-05, 180.0204, 0, 0, 0
1709837372.5582452, 3.2, -4.420548e-05, -8.878449e-08, 4.413246e-05, 180.0204, 0, 0, 0
1709837378.6959355, -3.2, -4.449795e-05, -8.878449e-08, 4.435181e-05, 180.1149, 0, 0, 0
1709837384.8294492, 3.2, -4.435172e-05, -8.878449e-08, 4.442492e-05, 179.9261, 0, 0, 0
1709837390.9400954, -3.2, -4.457106e-05, -8.878449e-08, 4.457106e-05, 180.1143, 0, 0, 0
1709837397.070343, 3.2, -4.42786e-05, -8.878449e-08, 4.420558e-05, 180.0204, 0, 0, 0
1709837403.2178764, -3.2, -4.420548e-05, -8.878449e-08, 4.413246e-05, 180.1149, 0, 0, 0
1709837409.3053696, 3.2, -4.471729e-05, -8.878449e-08, 4.47905e-05, 180.1134, 0, 0, 0
1709837415.4546692, -3.2, -4.442483e-05, -1.570137e-08, 4.464418e-05, 179.9263, 0, 0, 0
1709837421.617169, 3.2, -4.449795e-05, -1.618676e-07, 4.449795e-05, 180.1143, 0, 0, 0
1709837427.7607164, -3.2, -4.464418e-05, -1.570137e-08, 4.457106e-05, 180.1143, 0, 0, 0
1709837433.9394276, 3.2, -4.42786e-05, -1.618676e-07, 4.427868e-05, 180.1151, 0, 0, 0
1709837440.1156833, -3.2, -4.391302e-05, -8.878449e-08, 4.405934e-05, 180.0204, 0, 0, 0
1709837446.316619, 3.2, -4.38399e-05, -1.570137e-08, 4.391302e-05, 180.0205, 0, 0, 0
1709837452.5334938, -3.2, -4.398614e-05, -1.570137e-08, 4.405934e-05, 180.1155, 0, 0, 0
1709837458.6873922, 3.2, -4.38399e-05, -1.570137e-08, 4.398617e-05, 180.1157, 0, 0, 0
1709837464.9193804, -3.2, -4.398614e-05, -1.570137e-08, 4.405926e-05, 180.0204, 0, 0, 0
