t,i,x,y,r,theta,xK,tc, therm
1713544839.1949298, 3.2, 2.147429e-05, -7.425787e-06, 2.291757e-05, 341.0742, 0, 0, 0
1713544845.5155957, -3.2, 2.169364e-05, -7.462328e-06, 2.303317e-05, 341.1921, 0, 0, 0
1713544851.5907578, 3.2, 2.162053e-05, -7.425787e-06, 2.294124e-05, 341.1038, 0, 0, 0
1713544857.6363866, -3.2, 2.17302e-05, -7.462328e-06, 2.306778e-05, 341.1921, 0, 0, 0
1713544863.7256005, 3.2, 2.125495e-05, -7.389245e-06, 2.288297e-05, 341.1607, 0, 0, 0
1713544869.8143547, -3.2, 2.183987e-05, -7.425787e-06, 2.309141e-05, 341.2214, 0, 0, 0
1713544875.9171026, 3.2, 2.183987e-05, -7.389245e-06, 2.296397e-05, 341.1902, 0, 0, 0
1713544882.0054445, -3.2, 2.180331e-05, -7.425787e-06, 2.306778e-05, 341.1921, 0, 0, 0
1713544888.0835767, 3.2, 2.183987e-05, -7.389245e-06, 2.292938e-05, 341.1038, 0, 0, 0
1713544894.1600773, -3.2, 2.191299e-05, -7.389245e-06, 2.310239e-05, 341.2506, 0, 0, 0
1713544900.241518, 3.2, 2.162053e-05, -7.389245e-06, 2.296397e-05, 341.0471, 0, 0, 0
1713544906.334469, -3.2, 2.194955e-05, -7.462328e-06, 2.311416e-05, 341.1921, 0, 0, 0
1713544912.4156263, 3.2, 2.154741e-05, -7.425787e-06, 2.294124e-05, 341.1628, 0, 0, 0
1713544918.505309, -3.2, 2.191299e-05, -7.49887e-06, 2.307957e-05, 341.2214, 0, 0, 0
1713544924.6275718, 3.2, 2.187643e-05, -7.425787e-06, 2.299857e-05, 341.2197, 0, 0, 0
1713544930.7297113, -3.2, 2.187643e-05, -7.462328e-06, 2.307957e-05, 341.1061, 0, 0, 0
1713544936.8486164, 3.2, 2.158397e-05, -7.425787e-06, 2.297581e-05, 340.9877, 0, 0, 0
1713544942.9339912, -3.2, 2.187643e-05, -7.425787e-06, 2.307957e-05, 341.1355, 0, 0, 0
1713544949.0304394, 3.2, 2.165708e-05, -7.389245e-06, 2.294124e-05, 341.1333, 0, 0, 0
