t,i,x,y,r,theta,xK,tc, therm
1713375761.18267, 3.2, -1.166371e-06, 1.304649e-06, 2.302765e-06, 102.0689, 0, 0, 0
1713375767.6191096, -3.2, -1.166371e-06, 1.304649e-06, 1.750008e-06, 131.7971, 0, 0, 0
1713375773.6816528, 3.2, -1.166371e-06, 1.304649e-06, 3.002149e-06, 108.448, 0, 0, 0
1713375779.747395, -3.2, -4.352126e-07, 2.766311e-06, 1.375325e-06, 102.0689, 0, 0, 0
1713375785.8227012, 3.2, -1.166371e-06, 2.03548e-06, 1.750008e-06, 77.21934, 0, 0, 0
1713375791.8993905, -3.2, -1.166371e-06, 1.304649e-06, 2.081487e-06, 98.94082, 0, 0, 0
1713375797.9811924, 3.2, -1.166371e-06, 1.304649e-06, 2.782767e-06, 102.0689, 0, 0, 0
1713375804.0727386, -3.2, -4.352126e-07, 2.03548e-06, 2.056881e-06, 131.7971, 0, 0, 0
1713375810.1809268, 3.2, 2.959457e-07, 2.03548e-06, 2.081487e-06, 132.9912, 0, 0, 0
1713375816.2907588, -3.2, -1.897529e-06, 2.03548e-06, 2.345975e-06, 108.448, 0, 0, 0
1713375822.3755422, 3.2, -4.352126e-07, 2.03548e-06, 1.375325e-06, 132.9912, 0, 0, 0
1713375828.4476726, -3.2, 2.959457e-07, 2.03548e-06, 1.375325e-06, 119.8136, 0, 0, 0
1713375834.5134027, 3.2, -1.897529e-06, 1.304649e-06, 2.056881e-06, 108.448, 0, 0, 0
1713375840.596019, -3.2, -1.166371e-06, 1.304649e-06, 2.081487e-06, 98.94082, 0, 0, 0
1713375846.7183225, 3.2, -1.897529e-06, 5.738174e-07, 1.982394e-06, 119.8136, 0, 0, 0
1713375852.8426237, -3.2, -4.352126e-07, 1.304649e-06, 2.800336e-06, 102.0689, 0, 0, 0
1713375858.947909, 3.2, -4.352126e-07, 2.03548e-06, 2.800336e-06, 119.8136, 0, 0, 0
1713375865.021474, -3.2, 2.959457e-07, 2.03548e-06, 1.375325e-06, 119.8136, 0, 0, 0
