t,i,x,y,r,theta,xK,tc, therm
1713499295.1404867, 3.2, 6.103779e-07, -2.516228e-08, 5.667898e-07, 358.638, 0, 0, 0
1713499301.5523756, -3.2, 4.378246e-07, 1.284093e-08, 4.46602e-07, 0.1443972, 0, 0, 0
1713499307.5857906, 3.2, 5.46036e-07, 5.532621e-09, 5.534481e-07, 358.6093, 0, 0, 0
1713499313.6683993, -3.2, 3.544725e-07, 9.917608e-09, 4.46602e-07, 359.3932, 0, 0, 0
1713499319.7203734, 3.2, 6.38162e-07, 1.137927e-08, 5.782783e-07, 358.8103, 0, 0, 0
1713499325.8193135, -3.2, 4.480608e-07, 1.137927e-08, 4.480854e-07, 359.5887, 0, 0, 0
1713499331.8880086, 3.2, 5.577346e-07, -1.785397e-08, 5.548441e-07, 359.062, 0, 0, 0
1713499337.984726, -3.2, 4.275884e-07, 1.430259e-08, 4.451377e-07, 359.4144, 0, 0, 0
1713499344.082357, 3.2, 6.05991e-07, 9.917608e-09, 5.650894e-07, 359.0545, 0, 0, 0
1713499350.1612964, -3.2, 4.202768e-07, 2.609297e-09, 4.422544e-07, 358.1038, 0, 0, 0
1713499356.2441235, 3.2, 4.890057e-07, 2.609297e-09, 4.598006e-07, 347.0955, 0, 0, 0
