t,i,x,y,r,theta,xK,tc, therm
1698705936.418387, 3.2, 0.0001928082, -4.439225e-07, 0.0001924431, 359.8681, 0, 0, 0
1698705942.801378, -3.2, 0.0001928082, -7.850687e-08, 0.0001928082, 333.2083, 0, 0, 0
1698705948.9263687, 3.2, 1.24471e-06, -7.850687e-08, 1.321503e-06, 356.391, 0, 0, 0
1698705955.0787501, -3.2, -1.988054e-06, -1.570137e-08, 2.205198e-05, 180.2821, 0, 0, 0
1698705961.2725263, 3.2, -2.069004e-06, -1.174754e-07, 2.220583e-06, 183.0864, 0, 0, 0
1698705967.4147666, -3.2, -2.032446e-06, -1.540169e-07, 2.111187e-06, 184.1836, 0, 0, 0
1698705973.5812938, 3.2, -2.178678e-06, -1.174754e-07, 2.288782e-06, 182.0256, 0, 0, 0
1698705979.7398062, -3.2, -2.032446e-06, -1.174754e-07, 2.072336e-06, 183.2497, 0, 0, 0
1698705985.802541, 3.2, -2.288351e-06, -1.174754e-07, 2.330005e-06, 182.848, 0, 0, 0
1698705991.9705775, -3.2, -2.251793e-06, -1.540169e-07, 2.254856e-06, 183.9128, 0, 0, 0
1698705998.1579716, 3.2, -2.251793e-06, -1.540169e-07, 2.330005e-06, 182.8046, 0, 0, 0
1698706004.331647, -3.2, -2.178678e-06, -1.540169e-07, 2.218348e-06, 183.9772, 0, 0, 0
1698706010.4342482, 3.2, -2.361467e-06, -1.174754e-07, 2.254856e-06, 183.0356, 0, 0, 0
1698706016.6235569, -3.2, -2.178678e-06, -8.09338e-08, 2.216713e-06, 182.9864, 0, 0, 0
1698706022.8452988, 3.2, -2.032446e-06, -1.174754e-07, 2.111187e-06, 183.0864, 0, 0, 0
1698706029.030288, -3.2, -2.178678e-06, -8.09338e-08, 2.218348e-06, 183.139, 0, 0, 0
