t,i,x,y,r,theta,xK,tc, therm
1698706357.3048291, 3.2, 1.479729e-08, -1.174754e-07, 1.184036e-07, 259.5057, 0, 0, 0
1698706363.7335389, -3.2, 1.479729e-08, -1.540169e-07, 8.227539e-08, 293.6129, 0, 0, 0
1698706369.915727, 3.2, -5.831854e-08, -1.174754e-07, 1.646884e-07, 234.2246, 0, 0, 0
1698706376.0096855, -3.2, 1.479729e-08, -8.09338e-08, 9.585217e-08, 302.3965, 0, 0, 0
1698706382.1323493, 3.2, -5.831854e-08, -1.174754e-07, 1.194738e-07, 277.1792, 0, 0, 0
1698706388.251908, -3.2, -5.831854e-08, -1.174754e-07, 1.2821e-07, 274.4402, 0, 0, 0
1698706394.4193048, 3.2, 1.479729e-08, -1.174754e-07, 1.194738e-07, 254.9508, 0, 0, 0
1698706400.5602913, -3.2, 1.479729e-08, -1.905585e-07, 1.623532e-07, 275.4879, 0, 0, 0
1698706406.6860235, 3.2, -5.831854e-08, -1.540169e-07, 1.184036e-07, 275.4879, 0, 0, 0
1698706412.8513036, -3.2, 1.479729e-08, -1.540169e-07, 1.623532e-07, 316.6562, 0, 0, 0
1698706419.0110083, 3.2, 1.479729e-08, -1.174754e-07, 1.711534e-07, 288.4404, 0, 0, 0
1698706425.1847508, -3.2, 5.13552e-08, -1.174754e-07, 1.773413e-07, 299.7178, 0, 0, 0
1698706431.3276277, 3.2, 1.479729e-08, -1.174754e-07, 1.184036e-07, 277.1792, 0, 0, 0
1698706437.4372876, -3.2, 1.24471e-07, -1.905585e-07, 1.467282e-07, 326.9672, 0, 0, 0
1698706443.6349058, 3.2, 5.13552e-08, -1.174754e-07, 1.623532e-07, 306.8095, 0, 0, 0
1698706449.785717, -3.2, 1.61029e-07, -1.540169e-07, 2.228262e-07, 326.6637, 0, 0, 0
1698706455.931802, 3.2, 8.791312e-08, -4.439224e-08, 2.228262e-07, 316.6562, 0, 0, 0
1698706462.12426, -3.2, 1.975869e-07, -1.540169e-07, 1.993258e-07, 316.275, 0, 0, 0
1698706468.3233762, 3.2, 1.61029e-07, -1.540169e-07, 1.980259e-07, 337.7254, 0, 0, 0
1698706474.5350912, -3.2, 1.975869e-07, -1.540169e-07, 3.018879e-07, 326.6637, 0, 0, 0
1698706480.7010298, 3.2, 5.13552e-08, -1.174754e-07, 1.773413e-07, 288.4404, 0, 0, 0
1698706486.9644284, -3.2, 1.61029e-07, -1.540169e-07, 1.467282e-07, 299.7178, 0, 0, 0
1698706493.1171713, 3.2, 5.13552e-08, -1.174754e-07, 1.623532e-07, 288.4404, 0, 0, 0
1698706499.3224897, -3.2, 1.24471e-07, -1.540169e-07, 1.993258e-07, 337.7254, 0, 0, 0
