t,i,x,y,r,theta,xK,tc, therm
1698427934.387786, 3.2, 0.0001284663, 1.748571e-06, 0.0001284782, 0.94275, 0, 0, 0
1698427941.0781646, -3.2, 0.0001288318, 2.113987e-06, 0.0001292212, 0.9374157, 0, 0, 0
1698427947.1747365, 3.2, 0.0001288318, 2.113987e-06, 0.0001288437, 0.94275, 0, 0, 0
1698427953.2488863, -3.2, 0.0001288318, 2.113987e-06, 0.0001281247, 0.7820373, 0, 0, 0
1698427959.3195996, 3.2, 0.000127004, 2.113987e-06, 0.0001270281, 1.121628, 0, 0, 0
1698427965.4469848, -3.2, 0.0001240793, 2.844818e-06, 0.0001244863, 1.30191, 0, 0, 0
1698427971.5737166, 3.2, 0.0001273695, 2.844818e-06, 0.0001277668, 1.275836, 0, 0, 0
1698427977.6897097, -3.2, 0.0001281007, 2.479402e-06, 0.0001277592, 1.275836, 0, 0, 0
1698427983.8223536, 3.2, 0.0001284663, 2.113987e-06, 0.0001277526, 1.112, 0, 0, 0
1698427989.919373, -3.2, 0.000127004, 2.113987e-06, 0.0001273871, 1.115191, 0, 0, 0
1698427996.0594485, 3.2, 0.000127004, 2.479402e-06, 0.0001270215, 0.7910665, 0, 0, 0
1698428002.165852, -3.2, 0.000127004, 1.748571e-06, 0.0001270115, 0.7910665, 0, 0, 0
1698428008.3272867, 3.2, 0.0001266384, 1.748571e-06, 0.0001270215, 0.9536027, 0, 0, 0
1698428014.5014677, -3.2, 0.000127004, 1.748571e-06, 0.0001273815, 0.6239635, 0, 0, 0
1698428020.619862, 3.2, 0.0001262728, 1.383155e-06, 0.0001262905, 1.124874, 0, 0, 0
1698428026.785554, -3.2, 0.0001262728, 2.479402e-06, 0.000126679, 1.286882, 0, 0, 0
1698428032.9523458, 3.2, 0.0001266384, 2.479402e-06, 0.0001266703, 1.121628, 0, 0, 0
1698428039.119063, -3.2, 0.0001262728, 2.479402e-06, 0.0001259316, 1.473372, 0, 0, 0
1698428045.2890306, 3.2, 0.0001244449, 2.113987e-06, 0.0001251939, 0.9703587, 0, 0, 0
1698428051.4655502, -3.2, 0.0001244449, 2.113987e-06, 0.0001244696, 1.305722, 0, 0, 0
1698428057.6651628, 3.2, 0.0001255416, 2.844818e-06, 0.0001259393, 1.128139, 0, 0, 0
1698428063.8954072, -3.2, 0.0001251761, 2.844818e-06, 0.000125925, 0.9647083, 0, 0, 0
1698428069.9823272, 3.2, 0.0001255416, 2.479402e-06, 0.000125925, 1.128139, 0, 0, 0
1698428076.2151194, -3.2, 0.0001244449, 1.748571e-06, 0.0001244526, 0.6349285, 0, 0, 0
1698428082.4978538, 3.2, 0.0001255416, 1.748571e-06, 0.0001259193, 0.7933564, 0, 0, 0
1698428088.7391908, -3.2, 0.0001255416, 2.113987e-06, 0.0001251883, 1.30191, 0, 0, 0
1698428095.0465508, 3.2, 0.0001248105, 2.113987e-06, 0.0001248284, 1.141392, 0, 0, 0
1698428101.2787986, -3.2, 0.0001248105, 1.748571e-06, 0.0001244572, 0.9760755, 0, 0, 0
1698428107.5266397, 3.2, 0.0001259072, 1.748571e-06, 0.0001262849, 0.7956597, 0, 0, 0
1698428113.8390028, -3.2, 0.0001266384, 2.113987e-06, 0.000127016, 1.121628, 0, 0, 0
1698428120.0943007, 3.2, 0.0001240793, 1.383155e-06, 0.0001237261, 0.6405567, 0, 0, 0
1698428126.3530955, -3.2, 0.0001248105, 2.113987e-06, 0.0001240973, 0.809765, 0, 0, 0
1698428132.6030695, 3.2, 0.0001233482, 1.383155e-06, 0.0001229903, 0.8145787, 0, 0, 0
1698428138.8430302, -3.2, 0.0001233482, 2.113987e-06, 0.0001237318, 0.9818602, 0, 0, 0
1698428145.215654, 3.2, 0.0001233482, 2.113987e-06, 0.0001237318, 0.809765, 0, 0, 0
1698428151.4662411, -3.2, 0.0001248105, 1.383155e-06, 0.0001248146, 0.6330743, 0, 0, 0
1698428157.7736912, 3.2, 0.0001248105, 1.383155e-06, 0.0001259148, 0.6293982, 0, 0, 0
1698428164.0264661, -3.2, 0.0001251761, 1.748571e-06, 0.0001248181, 0.4671956, 0, 0, 0
1698428170.2993596, 3.2, 0.0001237137, 1.383155e-06, 0.0001237179, 0.6386696, 0, 0, 0
1698428176.6537108, -3.2, 0.0001240793, 6.523243e-07, 0.0001244491, 0.6367935, 0, 0, 0
1698428182.966534, 3.2, 0.0001248105, 6.523243e-07, 0.0001244491, 0.4671956, 0, 0, 0
1698428189.226754, -3.2, 0.0001244449, 1.383155e-06, 0.0001240916, 0.6386696, 0, 0, 0
1698428195.4999247, 3.2, 0.0001248105, 1.383155e-06, 0.0001248181, 0.4631262, 0, 0, 0
1698428201.7504327, -3.2, 0.0001262728, 1.01774e-06, 0.0001262769, 0.4617854, 0, 0, 0
1698428208.1362765, 3.2, 0.0001244449, 1.383155e-06, 0.000124087, 0.4685679, 0, 0, 0
1698428214.520788, -3.2, 0.0001255416, 1.383155e-06, 0.0001251883, 0.6330743, 0, 0, 0
1698428220.9133987, 3.2, 0.0001240793, 1.383155e-06, 0.0001240835, 0.6367935, 0, 0, 0
1698428227.3016267, -3.2, 0.0001240793, 1.01774e-06, 0.0001248146, 0.6349285, 0, 0, 0
1698428233.7087667, 3.2, 0.0001259072, 6.523243e-07, 0.0001259113, 0.4644747, 0, 0, 0
1698428239.9825344, -3.2, 0.0001266384, 1.01774e-06, 0.0001266459, 0.4617854, 0, 0, 0
1698428246.22082, 3.2, 0.0001255416, 1.01774e-06, 0.0001255492, 0.4658312, 0, 0, 0
1698428252.4836254, -3.2, 0.0001237137, 1.01774e-06, 0.0001237215, 0.472734, 0, 0, 0
1698428258.7486587, 3.2, 0.0001237137, 1.383155e-06, 0.0001237215, 0.642455, 0, 0, 0
1698428265.0276933, -3.2, 0.0001237137, 1.383155e-06, 0.0001240835, 0.4685679, 0, 0, 0
1698428271.3089085, 3.2, 0.0001237137, 1.383155e-06, 0.0001237179, 0.6386696, 0, 0, 0
1698428277.5947158, -3.2, 0.0001248105, 1.383155e-06, 0.0001251837, 0.6330743, 0, 0, 0
1698428283.9438593, 3.2, 0.0001251761, 1.748571e-06, 0.0001251883, 0.6330743, 0, 0, 0
1698428290.214964, -3.2, 0.0001277351, 1.01774e-06, 0.0001277392, 0.6203922, 0, 0, 0
1698428296.5038753, 3.2, 0.0001259072, 1.748571e-06, 0.0001259148, 0.6293982, 0, 0, 0
1698428302.7651727, -3.2, 0.0001259072, 1.383155e-06, 0.0001259148, 0.6293982, 0, 0, 0
1698428309.019488, 3.2, 0.0001255416, 1.748571e-06, 0.0001259148, 0.7979764, 0, 0, 0
1698428315.317052, -3.2, 0.0001248105, 1.748571e-06, 0.0001251837, 0.8026504, 0, 0, 0
1698428321.6229043, 3.2, 0.0001262728, 1.383155e-06, 0.0001259193, 0.7956597, 0, 0, 0
1698428327.9789066, -3.2, 0.0001251761, 1.383155e-06, 0.0001248284, 0.6330743, 0, 0, 0
1698428383.5638304, 3.2, 0.0001240793, 6.523243e-07, 0.0001255492, 0.6293982, 0, 0, 0
1698428389.9148204, -3.2, 0.0001244449, 1.01774e-06, 0.0001237179, 0.4713371, 0, 0, 0
1698428396.1881287, 3.2, 0.000122617, 1.01774e-06, 0.0001226187, 0.472734, 0, 0, 0
1698428402.5173395, -3.2, 0.0001229826, 1.01774e-06, 0.0001248122, 0.3003344, 0, 0, 0
1698428408.8243916, 3.2, 0.0001255416, 1.01774e-06, 0.0001255419, 0.4658312, 0, 0, 0
1698428415.153102, -3.2, 0.0001259072, 6.523243e-07, 0.0001255458, 0.2977107, 0, 0, 0
1698428421.633832, 3.2, 0.0001240793, 1.383155e-06, 0.0001237155, 0.4699484, 0, 0, 0
1698428427.9691398, -3.2, 0.0001240793, 1.01774e-06, 0.000124087, 0.3021094, 0, 0, 0
1698428434.3100772, 3.2, 0.0001251761, 6.523243e-07, 0.0001248146, 0.4671956, 0, 0, 0
1698428440.6683545, -3.2, 0.0001251761, 1.01774e-06, 0.0001251802, 0.6330743, 0, 0, 0
1698428447.0278363, 3.2, 0.0001262728, 6.523243e-07, 0.0001262769, 0.4631262, 0, 0, 0
1698428453.3966439, -3.2, 0.0001262728, 1.01774e-06, 0.0001266425, 0.2959869, 0, 0, 0
1698428459.7561128, 3.2, 0.0001248105, 6.523243e-07, 0.0001244466, 0.3003344, 0, 0, 0
1698428466.0555654, -3.2, 0.0001240793, 1.383155e-06, 0.000124087, 0.4699484, 0, 0, 0
1698428472.3790183, 3.2, 0.0001237137, 1.01774e-06, 0.0001229868, 0.472734, 0, 0, 0
1698428478.7036855, -3.2, 0.0001229826, 6.523243e-07, 0.0001226212, 0.3048115, 0, 0, 0
1698428485.0649092, 3.2, 0.0001255416, 6.523243e-07, 0.0001259148, 0.2968463, 0, 0, 0
1698428491.4389672, -3.2, 0.0001255416, 1.01774e-06, 0.0001248146, 0.4658312, 0, 0, 0
1698428497.830609, 3.2, 0.0001248105, 1.01774e-06, 0.0001244526, 0.6367935, 0, 0, 0
1698428504.1832132, -3.2, 0.0001244449, 1.01774e-06, 0.0001244452, 0.3003344, 0, 0, 0
1698428510.6184568, 3.2, 0.0001237137, 1.01774e-06, 0.0001237155, 0.6386696, 0, 0, 0
1698428516.979308, -3.2, 0.0001233482, 6.523243e-07, 0.0001233499, 0.3030047, 0, 0, 0
1698428523.3297586, 3.2, 0.0001233482, 1.01774e-06, 0.0001229843, 0.4741392, 0, 0, 0
1698428529.6803854, -3.2, 0.0001218858, 2.869087e-07, 0.0001218862, 0.3075624, 0, 0, 0
1698428536.0517426, 3.2, 0.0001229826, 1.01774e-06, 0.0001222532, 0.3048115, 0, 0, 0
1698428542.4357107, -3.2, 0.0001222514, 6.523243e-07, 0.0001233524, 0.4741392, 0, 0, 0
