t,i,x,y,r,theta,xK,tc, therm
1713463456.3359277, 3.2, 1.34568e-07, 2.03548e-08, 7.62914e-08, 11.98611, 0, 0, 0
1713463462.6668162, -3.2, -1.213375e-07, 1.304649e-08, 2.934639e-08, 172.0156, 0, 0, 0
1713463468.7382975, 3.2, -1.897529e-08, -1.570137e-09, 6.171945e-08, 16.48932, 0, 0, 0
1713463474.800761, -3.2, 2.489421e-08, -1.570137e-09, 2.690588e-08, 142.2482, 0, 0, 0
1713463480.896663, 3.2, 9.801004e-08, 2.766311e-08, 6.473547e-08, 10.74299, 0, 0, 0
1713463486.9853327, -3.2, 1.758262e-08, -1.570137e-09, 2.690588e-08, 145.4895, 0, 0, 0
1713463493.077625, 3.2, 1.272564e-07, -1.570137e-09, 6.878162e-08, 10.74299, 0, 0, 0
1713463499.4200835, -3.2, -1.166371e-08, 2.766311e-08, 2.302765e-08, 153.6042, 0, 0, 0
1713463505.4976704, 3.2, 4.682895e-08, 3.497142e-08, 7.875131e-08, 9.73124, 0, 0, 0
1713463511.6106806, -3.2, -1.897529e-08, 3.497142e-08, 3.324632e-08, 153.6042, 0, 0, 0
1713463517.695574, 3.2, 1.027104e-08, -2.349507e-08, 6.90027e-08, 16.48932, 0, 0, 0
1713463523.8072627, -3.2, -1.28649e-07, 1.304649e-08, 3.408494e-08, 167.686, 0, 0, 0
1713463529.922781, 3.2, 1.027104e-08, -8.878449e-09, 5.56903e-08, 10.74299, 0, 0, 0
1713463536.00922, -3.2, -1.140259e-07, 5.738173e-09, 2.302765e-08, 132.9912, 0, 0, 0
1713463542.1213405, 3.2, -4.352126e-09, 2.766311e-08, 7.171307e-08, 21.91454, 0, 0, 0
1713463548.206073, -3.2, -1.140259e-07, 2.03548e-08, 3.928326e-08, 153.6042, 0, 0, 0
1713463554.3089206, 3.2, 5.414054e-08, -2.349507e-08, 6.878162e-08, 4.770149, 0, 0, 0
