t,i,x,y,r,theta,xK,tc, therm
1713501081.767236, 3.2, -8.704252e-08, -3.140275e-08, 1.291279e-07, 187.6669, 0, 0, 0
1713501088.099537, -3.2, -8.704252e-08, 1.147635e-07, 1.291279e-07, 29.191, 0, 0, 0
1713501094.1627026, 3.2, -8.704252e-08, -3.140275e-08, 2.353784e-07, 127.1785, 0, 0, 0
1713501100.2281883, -3.2, -2.332742e-07, -3.140275e-08, 9.253394e-08, 62.71762, 0, 0, 0
1713501106.293788, 3.2, -8.704252e-08, -3.140275e-08, 2.750649e-07, 153.8043, 0, 0, 0
1713501112.4201217, -3.2, 5.918914e-08, -3.140275e-08, 6.700364e-08, 127.1785, 0, 0, 0
1713501118.4911625, 3.2, 5.918914e-08, 1.147635e-07, 9.253394e-08, 153.8043, 0, 0, 0
1713501124.5875642, -3.2, -8.704252e-08, -1.77569e-07, 9.253394e-08, 187.6669, 0, 0, 0
1713501130.6553688, 3.2, -2.332742e-07, -3.140275e-08, 2.59976e-07, 127.1785, 0, 0, 0
1713501136.7618587, -3.2, -8.704252e-08, 1.147635e-07, 1.440384e-07, 199.8382, 0, 0, 0
1713501142.8565485, 3.2, -2.332742e-07, -3.140275e-08, 2.353784e-07, 187.6669, 0, 0, 0
1713501148.9357376, -3.2, -2.332742e-07, 1.147635e-07, 9.253394e-08, 199.8382, 0, 0, 0
1713501155.038187, 3.2, -8.704252e-08, -3.140275e-08, 9.253394e-08, 217.2785, 0, 0, 0
1713501161.1404011, -3.2, 1.521506e-05, 2.609297e-06, 1.525828e-05, 14.97926, 0, 0, 0
1713501167.2459486, 3.2, 1.375274e-05, 1.147635e-06, 1.525828e-05, 4.770149, 0, 0, 0
1713501173.3446712, -3.2, 1.521506e-05, 4.070959e-06, 1.525828e-05, 9.73124, 0, 0, 0
1713501179.4635863, 3.2, 1.667738e-05, 2.609297e-06, 1.543718e-05, 3.936538, 0, 0, 0
1713501185.6157591, -3.2, 1.667738e-05, 1.147635e-06, 1.525828e-05, 10.74299, 0, 0, 0
1713501191.7344713, 3.2, 1.375274e-05, 4.070959e-06, 1.380054e-05, 9.73124, 0, 0, 0
1713501197.8800402, -3.2, 0.0001027104, 5.738174e-05, 0.0001039036, 354.897, 0, 0, 0
1713501203.9787595, 3.2, 0.0001758262, 0.0001304648, 0.0001176524, 18.07434, 0, 0, 0
1713501210.0909207, -3.2, 0.0001229043, 1.147635e-05, 0.0001234389, 5.3346, 0, 0, 0
