t,i,x,y,r,theta,xK,tc, therm
1713334572.0691261, 3.2, -1.505838e-05, -1.570137e-07, 1.654454e-05, 180.5698, 0, 0, 0
1713334578.4421213, -3.2, -1.578954e-05, 5.738174e-07, 1.579996e-05, 178.0107, 0, 0, 0
1713334584.52845, 3.2, -1.505838e-05, -1.570137e-07, 1.653066e-05, 180.5698, 0, 0, 0
1713334590.5884016, -3.2, -1.578954e-05, 5.738174e-07, 1.579996e-05, 175.4847, 0, 0, 0
1713334596.6743224, 3.2, -1.505838e-05, -1.570137e-07, 1.654454e-05, 180.5445, 0, 0, 0
1713334602.7650995, -3.2, -1.578954e-05, -1.570137e-07, 1.653066e-05, 180.5445, 0, 0, 0
1713334608.8446798, 3.2, -1.578954e-05, 5.738174e-07, 1.579032e-05, 178.0107, 0, 0, 0
1713334614.8796186, -3.2, -1.652069e-05, -1.570137e-07, 1.50592e-05, 180.5445, 0, 0, 0
1713334620.957991, 3.2, -1.578954e-05, 1.304649e-06, 1.579032e-05, 180.5698, 0, 0, 0
1713334627.0711083, -3.2, -1.652069e-05, -8.878449e-07, 1.506931e-05, 180.5698, 0, 0, 0
1713334633.1498988, 3.2, -1.578954e-05, -1.570137e-07, 1.657213e-05, 178.0107, 0, 0, 0
1713334639.241926, -3.2, -1.441775e-05, -1.77569e-07, 1.532558e-05, 180.0531, 0, 0, 0
