t,i,x,y,r,theta,xK,tc, therm
1713377101.4160159, 3.2, 2.959457e-07, 2.03548e-06, 2.081487e-06, 102.0689, 0, 0, 0
1713377107.7868247, -3.2, -1.897529e-06, 2.03548e-06, 2.081487e-06, 102.0689, 0, 0, 0
1713377113.8884442, 3.2, 2.959457e-07, 2.03548e-06, 1.750008e-06, 102.0689, 0, 0, 0
1713377119.983888, -3.2, -4.352126e-07, 1.304649e-06, 2.081487e-06, 131.7971, 0, 0, 0
1713377126.062691, 3.2, -1.166371e-06, 2.03548e-06, 2.345975e-06, 83.89359, 0, 0, 0
1713377132.148918, -3.2, 2.959457e-07, 2.03548e-06, 2.800336e-06, 119.8136, 0, 0, 0
1713377138.2372422, 3.2, -1.166371e-06, 1.304649e-06, 2.081487e-06, 119.8136, 0, 0, 0
1713377144.3692107, -3.2, -1.166371e-06, 1.304649e-06, 2.800336e-06, 77.21934, 0, 0, 0
1713377150.4511812, 3.2, -1.166371e-06, 1.304649e-06, 2.782767e-06, 131.7971, 0, 0, 0
1713377156.544354, -3.2, -4.352126e-07, 2.03548e-06, 2.345975e-06, 119.8136, 0, 0, 0
1713377162.6628718, 3.2, -1.166371e-06, 2.03548e-06, 1.750008e-06, 112.8619, 0, 0, 0
1713377168.7883775, -3.2, -4.352126e-07, 2.03548e-06, 2.081487e-06, 119.8136, 0, 0, 0
1713377174.9207046, 3.2, -1.897529e-06, 2.766311e-06, 2.782767e-06, 119.8136, 0, 0, 0
1713377181.022794, -3.2, -1.166371e-06, 1.304649e-06, 2.345975e-06, 102.0689, 0, 0, 0
1713377187.1304882, 3.2, -4.352126e-07, 1.304649e-06, 1.750008e-06, 106.2377, 0, 0, 0
1713377193.220396, -3.2, -8.568479e-06, 4.070959e-07, 8.572451e-06, 177.2327, 0, 0, 0
