t,i,x,y,r,theta,xK,tc, therm
1684274830.7453232, 3.2, 1.479729e-06, 8.691467e-05, 8.706626e-05, 89.02462, 0, 0, 0
1684274837.1161656, -3.2, 1.479729e-06, 8.691467e-05, 8.692726e-05, 89.02462, 0, 0, 0
1684274843.1845014, 3.2, 5.13552e-06, 9.056882e-05, 9.059496e-05, 91.43419, 0, 0, 0
1684274849.2118914, -3.2, 5.13552e-06, 8.326051e-05, 9.423459e-05, 91.43419, 0, 0, 0
1684274855.2496204, 3.2, 1.479729e-06, 8.691467e-05, 8.327367e-05, 91.37635, 0, 0, 0
1684274861.3424292, -3.2, -5.831854e-06, 8.691467e-05, 9.075639e-05, 98.59924, 0, 0, 0
1684274867.4437296, 3.2, 1.479729e-06, 8.691467e-05, 9.059496e-05, 91.49711, 0, 0, 0
1684274873.557171, -3.2, -5.831854e-06, 9.422297e-05, 8.71101e-05, 93.68426, 0, 0, 0
1684274879.6463223, 3.2, 1.24471e-05, 8.691467e-05, 8.735815e-05, 82.17471, 0, 0, 0
1684274885.7708802, -3.2, -5.831854e-06, 9.056882e-05, 9.059496e-05, 96.22975, 0, 0, 0
1684274891.8825715, 3.2, 8.791311e-06, 8.691467e-05, 8.735815e-05, 84.45579, 0, 0, 0
