t,i,x,y,r,theta,xK,tc, therm
1698705769.9444685, 3.2, 0.0002296185, -8.878449e-06, 0.0002296239, 357.713, 0, 0, 0
1698705776.4512703, -3.2, 0.0002442417, 5.738174e-06, 0.0002442468, 359.6203, 0, 0, 0
1698705782.6043465, 3.2, 0.0002296185, -8.878449e-06, 0.0002297901, 359.9091, 0, 0, 0
1698705788.728814, -3.2, 0.0001906147, -7.850687e-08, 0.0001887873, 359.9762, 0, 0, 0
1698705794.8526964, 3.2, 0.0001891524, -4.439225e-07, 0.0001891524, 0.08690687, 0, 0, 0
1698705801.0016804, -3.2, 0.0001898835, -4.439225e-07, 0.0001898836, 359.9763, 0, 0, 0
1698705807.095538, 3.2, 0.000189518, -4.439225e-07, 0.0001898838, 359.8655, 0, 0, 0
1698705813.229592, -3.2, 0.0001887868, -7.850687e-08, 0.0001887873, 359.9762, 0, 0, 0
1698705819.343489, 3.2, 0.0001891524, -7.850687e-08, 0.0001891524, 359.8655, 0, 0, 0
1698705825.4964345, -3.2, 0.0001898835, -4.439225e-07, 0.0001891541, 359.7544, 0, 0, 0
1698705831.6264243, 3.2, 0.0001906147, -4.439225e-07, 0.0001906147, 359.9764, 0, 0, 0
1698705837.7403219, -3.2, 0.0001891524, -4.439225e-07, 0.0001891529, 359.9762, 0, 0, 0
1698705843.8966136, 3.2, 0.0001887868, -8.09338e-07, 0.0001891529, 359.8653, 0, 0, 0
1698705850.0965009, -3.2, 0.000189518, -7.850687e-08, 0.0001906152, 359.9764, 0, 0, 0
1698705856.2869122, 3.2, 0.000189518, 2.869087e-07, 0.0001891524, 359.8655, 0, 0, 0
1698705862.4770865, -3.2, 0.000189518, -4.439225e-07, 0.0001891541, 359.9762, 0, 0, 0
1698705868.660832, 3.2, 0.000189518, -7.850687e-08, 0.0001891524, 359.8658, 0, 0, 0
1698705874.8091557, -3.2, 0.0001898835, -7.850687e-08, 0.0001902491, 359.9764, 0, 0, 0
1698705881.0252635, 3.2, 0.0001909803, -4.439225e-07, 0.0001913459, 359.9765, 0, 0, 0
1698705887.275692, -3.2, 0.0001909803, -4.439225e-07, 0.0001913459, 359.9765, 0, 0, 0
1698705893.5173714, 3.2, 0.0001906147, -7.850687e-08, 0.0001909808, 359.9764, 0, 0, 0
1698705899.7347682, -3.2, 0.0001906147, 2.869087e-07, 0.0001906147, 359.8666, 0, 0, 0
1698705906.0215697, 3.2, 0.0001902491, -4.439225e-07, 0.0001902491, 359.8663, 0, 0, 0
1698705912.251495, -3.2, 0.0001898835, -7.850687e-08, 0.0001898836, 359.8658, 0, 0, 0
1698705918.5494833, 3.2, 0.000189518, -7.850687e-08, 0.0001902491, 359.8661, 0, 0, 0
