t,i,x,y,r,theta,xK,tc, therm
1706811323.5886133, 3.2, -1.897529e-07, 5.738174e-08, 1.465841e-07, 127.1785, 0, 0, 0
1706811329.9409342, -3.2, -1.897529e-07, -8.878449e-08, 7.201918e-08, 199.8382, 0, 0, 0
1706811335.9903283, 3.2, -4.352126e-08, -1.570137e-08, 4.626697e-08, 332.0518, 0, 0, 0
1706811342.056577, -3.2, -1.897529e-07, -1.570137e-08, 1.904015e-07, 127.1785, 0, 0, 0
1706811348.0998323, 3.2, -1.897529e-07, -1.570137e-08, 4.626697e-08, 332.0518, 0, 0, 0
1706811354.1707711, -3.2, 1.758262e-07, 5.738174e-08, 4.626697e-08, 131.7971, 0, 0, 0
1706811360.2677782, 3.2, 1.758262e-07, -1.570137e-08, 3.350182e-08, 199.8382, 0, 0, 0
1706811366.3642118, -3.2, -1.166371e-07, -8.878449e-08, 1.849528e-07, 18.07434, 0, 0, 0
1706811372.457413, 3.2, 2.489421e-07, -1.570137e-08, 1.969709e-07, 356.391, 0, 0, 0
1706811378.5357926, -3.2, 2.959457e-08, 5.738174e-08, 6.456394e-08, 354.897, 0, 0, 0
1706811384.609537, 3.2, 2.959457e-08, -1.570137e-08, 1.039036e-07, 351.3085, 0, 0, 0
1706811390.6923537, -3.2, 2.959457e-08, -1.570137e-08, 1.969709e-07, 356.391, 0, 0, 0
1706811396.7798464, 3.2, 2.489421e-07, -1.570137e-08, 2.554698e-07, 10.1025, 0, 0, 0
1706811402.882763, -3.2, 1.758262e-07, 5.738174e-08, 1.039036e-07, 354.897, 0, 0, 0
1706811408.963425, 3.2, 1.027104e-07, -1.570137e-08, 2.494368e-07, 351.3085, 0, 0, 0
1706811415.0536153, -3.2, -4.352126e-08, -1.570137e-08, 1.176524e-07, 62.71762, 0, 0, 0
1706811421.151394, 3.2, -4.352126e-08, -1.570137e-08, 6.456394e-08, 332.0518, 0, 0, 0
1706811427.2424648, -3.2, -1.166371e-07, -1.570137e-08, 1.176892e-07, 184.7303, 0, 0, 0
1706811433.3466864, 3.2, -4.352126e-08, -1.570137e-08, 3.350182e-08, 351.3085, 0, 0, 0
1706811439.4666612, -3.2, -4.352126e-08, -1.570137e-08, 9.887763e-08, 351.3085, 0, 0, 0
1706811445.5851672, 3.2, 1.027104e-07, -1.570137e-08, 2.494368e-07, 354.897, 0, 0, 0
1706811451.7018793, -3.2, 2.959457e-08, 5.738174e-08, 3.350182e-08, 351.3085, 0, 0, 0
1706811457.8324018, 3.2, 2.959457e-08, -1.570137e-08, 1.765259e-07, 354.897, 0, 0, 0
1706811463.9567485, -3.2, 2.959457e-08, 5.738174e-08, 3.350182e-08, 243.8864, 0, 0, 0
1706811470.111233, 3.2, 2.489421e-07, -1.570137e-08, 1.765259e-07, 18.07434, 0, 0, 0
1706811476.2807503, -3.2, 4.682896e-07, -8.878449e-08, 3.340718e-07, 357.2089, 0, 0, 0
1706811482.413589, 3.2, 5.414054e-07, -1.570137e-08, 3.993181e-07, 357.7247, 0, 0, 0
1706811488.5587869, -3.2, 3.951737e-07, -8.878449e-08, 3.954855e-07, 357.7247, 0, 0, 0
1706811494.7165673, 3.2, 4.682896e-07, -1.570137e-08, 6.147218e-07, 6.05, 0, 0, 0
1706811500.8766317, -3.2, 6.145212e-07, 5.738174e-08, 4.717921e-07, 6.05, 0, 0, 0
1706811507.025578, 3.2, 3.951737e-07, -1.570137e-08, 4.685527e-07, 6.05, 0, 0, 0
1706811513.1799982, -3.2, 6.145212e-07, -1.570137e-08, 3.993181e-07, 358.3388, 0, 0, 0
1706811519.319461, 3.2, 6.145212e-07, -1.570137e-08, 6.147218e-07, 351.7789, 0, 0, 0
1706811525.4682324, -3.2, 6.876371e-07, 1.304649e-07, 5.416331e-07, 358.0797, 0, 0, 0
1706811531.6292758, 3.2, 5.414054e-07, -8.878449e-08, 4.685527e-07, 357.7247, 0, 0, 0
1706811537.7951226, -3.2, 6.145212e-07, -1.570137e-08, 6.147218e-07, 358.692, 0, 0, 0
1706811543.9564986, 3.2, 9.069846e-07, -1.570137e-08, 1.053333e-06, 3.350659, 0, 0, 0
1706811550.1166348, -3.2, 8.338687e-07, -1.570137e-08, 7.60915e-07, 359.0082, 0, 0, 0
1706811556.2950315, 3.2, 7.607529e-07, -8.878449e-08, 9.802261e-07, 359.0082, 0, 0, 0
1706811562.488518, -3.2, 7.607529e-07, 5.738174e-08, 6.171945e-07, 358.5364, 0, 0, 0
1706811568.6669207, 3.2, 6.145212e-07, -8.878449e-08, 7.60915e-07, 358.9213, 0, 0, 0
1706811574.8612833, -3.2, 9.801004e-07, -8.878449e-08, 8.358408e-07, 3.620078, 0, 0, 0
1706811581.0884938, 3.2, 6.876371e-07, 5.738174e-08, 7.659162e-07, 353.3434, 0, 0, 0
1706811587.2839987, -3.2, 8.338687e-07, -1.570137e-08, 6.878162e-07, 358.692, 0, 0, 0
1706811593.513185, 3.2, 9.069846e-07, -8.878449e-08, 7.718588e-07, 4.770149, 0, 0, 0
1706811599.716214, -3.2, 7.607529e-07, -1.570137e-08, 9.841136e-07, 354.4091, 0, 0, 0
1706811605.9340317, 3.2, 1.126332e-06, -1.570137e-08, 7.60915e-07, 358.3388, 0, 0, 0
1706811612.2054975, -3.2, 4.682896e-07, -1.570137e-08, 5.416331e-07, 352.6429, 0, 0, 0
1706811618.4523368, 3.2, 1.126332e-06, 5.738174e-08, 1.053333e-06, 359.1459, 0, 0, 0
1706811624.7103305, -3.2, 8.338687e-07, -1.570137e-08, 9.071205e-07, 358.9213, 0, 0, 0
1706811630.9313483, 3.2, 9.069846e-07, -1.618676e-07, 9.071205e-07, 353.9225, 0, 0, 0
1706811637.1989002, -3.2, 9.069846e-07, -8.878449e-08, 9.802261e-07, 359.0822, 0, 0, 0
1706811643.477501, 3.2, 9.069846e-07, -8.878449e-08, 9.802261e-07, 359.0822, 0, 0, 0
1706811649.7237675, -3.2, 8.338687e-07, 5.738174e-08, 9.08798e-07, 3.118527, 0, 0, 0
1706811655.987136, 3.2, 1.053216e-06, -1.570137e-08, 1.053333e-06, 359.1459, 0, 0, 0
1706811662.2767334, -3.2, 7.607529e-07, -8.878449e-08, 9.802261e-07, 355.4929, 0, 0, 0
1706811668.5851045, 3.2, 1.126332e-06, -1.570137e-08, 1.127793e-06, 2.738949, 0, 0, 0
1706811674.8551476, -3.2, 1.272564e-06, -1.570137e-08, 1.127793e-06, 355.4929, 0, 0, 0
1706811681.1656144, 3.2, 1.272564e-06, -1.570137e-08, 1.272661e-06, 359.2931, 0, 0, 0
1706811687.4861393, -3.2, 8.338687e-07, 5.738174e-08, 9.071205e-07, 359.0082, 0, 0, 0
1706811693.7806623, 3.2, 8.338687e-07, -1.570137e-08, 9.802261e-07, 359.0082, 0, 0, 0
1706811700.101992, -3.2, 6.876371e-07, -1.570137e-08, 6.878162e-07, 358.692, 0, 0, 0
1706811706.412544, 3.2, 8.338687e-07, 5.738174e-08, 6.878162e-07, 4.313512, 0, 0, 0
1706811712.6712558, -3.2, 7.607529e-07, -1.570137e-08, 6.878162e-07, 4.313512, 0, 0, 0
1706811719.0566764, 3.2, 9.069846e-07, -8.878449e-08, 9.071205e-07, 354.8239, 0, 0, 0
1706811725.3674827, -3.2, 9.801004e-07, 5.738174e-08, 9.071205e-07, 353.9225, 0, 0, 0
1706811731.6846216, 3.2, 1.126332e-06, 5.738174e-08, 1.126441e-06, 359.1459, 0, 0, 0
1706811737.979612, -3.2, 1.34568e-06, -8.878449e-08, 1.272661e-06, 355.7666, 0, 0, 0
1706811744.3087993, 3.2, 7.607529e-07, -1.570137e-08, 8.340166e-07, 353.9225, 0, 0, 0
1706811750.6625414, -3.2, 6.876371e-07, 5.738174e-08, 6.878162e-07, 358.692, 0, 0, 0
1706811756.9896522, 3.2, 5.414054e-07, -1.570137e-08, 6.171945e-07, 358.692, 0, 0, 0
1706811763.3029559, -3.2, 6.876371e-07, -1.570137e-08, 8.340166e-07, 359.0082, 0, 0, 0
1706811769.6194959, 3.2, 1.053216e-06, -1.570137e-08, 9.802261e-07, 355.1815, 0, 0, 0
1706811775.97484, -3.2, 7.607529e-07, -1.570137e-08, 8.340166e-07, 353.9225, 0, 0, 0
1706811782.3508725, 3.2, 9.069846e-07, -8.878449e-08, 8.38582e-07, 3.620078, 0, 0, 0
1706811788.6464584, -3.2, 7.607529e-07, -8.878449e-08, 9.113198e-07, 354.4091, 0, 0, 0
1706811795.0681326, 3.2, 8.338687e-07, 5.738174e-08, 8.340166e-07, 3.620078, 0, 0, 0
1706811801.4060774, -3.2, 5.414054e-07, -8.878449e-08, 5.48637e-07, 358.0797, 0, 0, 0
1706811807.7292607, 3.2, 2.489421e-07, -8.878449e-08, 3.954855e-07, 357.7247, 0, 0, 0
1706811814.1341248, -3.2, 2.489421e-07, -1.570137e-08, 2.494368e-07, 357.2089, 0, 0, 0
1706811820.4298165, 3.2, 4.682896e-07, -1.570137e-08, 5.48637e-07, 358.0797, 0, 0, 0
1706811826.7710528, -3.2, 4.682896e-07, -1.570137e-08, 3.954855e-07, 358.0797, 0, 0, 0
1706811833.0891557, 3.2, 6.145212e-07, 5.738174e-08, 6.878162e-07, 358.692, 0, 0, 0
1706811839.3657925, -3.2, 7.607529e-07, -1.570137e-08, 6.878162e-07, 358.692, 0, 0, 0
1706811845.6986594, 3.2, 8.338687e-07, -1.570137e-08, 7.60915e-07, 353.3434, 0, 0, 0
1706811852.068697, -3.2, 9.801004e-07, -8.878449e-08, 7.659162e-07, 358.9213, 0, 0, 0
1706811858.3934927, 3.2, 9.069846e-07, -1.570137e-08, 9.113198e-07, 3.620078, 0, 0, 0
1706811864.785863, -3.2, 7.607529e-07, -8.878449e-08, 9.071205e-07, 359.0082, 0, 0, 0
1706811871.095605, 3.2, 8.338687e-07, -1.570137e-08, 9.113198e-07, 354.4091, 0, 0, 0
1706811877.5254095, -3.2, 7.607529e-07, -8.878449e-08, 8.340166e-07, 3.620078, 0, 0, 0
1706811883.8469307, 3.2, 8.338687e-07, -1.570137e-08, 8.358408e-07, 359.0082, 0, 0, 0
1706811890.2293196, -3.2, 7.607529e-07, -1.570137e-08, 9.113198e-07, 354.4091, 0, 0, 0
1706811896.5636783, 3.2, 8.338687e-07, -1.570137e-08, 9.817787e-07, 359.0822, 0, 0, 0
1706811902.890429, -3.2, 9.069846e-07, -8.878449e-08, 9.071205e-07, 4.313512, 0, 0, 0
1706811909.2696347, 3.2, 1.126332e-06, -8.878449e-08, 9.841136e-07, 359.1459, 0, 0, 0
1706811915.6503675, -3.2, 9.069846e-07, 1.304649e-07, 9.817787e-07, 359.0822, 0, 0, 0
1706811922.003543, 3.2, 1.053216e-06, -8.878449e-08, 1.053333e-06, 359.2013, 0, 0, 0
1706811928.3704398, -3.2, 1.126332e-06, -8.878449e-08, 1.056952e-06, 354.8239, 0, 0, 0
1706811934.8338914, 3.2, 1.126332e-06, 5.738174e-08, 1.202729e-06, 359.2013, 0, 0, 0
1706811941.2033508, -3.2, 9.069846e-07, -8.878449e-08, 1.056952e-06, 359.0822, 0, 0, 0
1706811947.7637143, 3.2, 1.126332e-06, -8.878449e-08, 9.841136e-07, 359.0822, 0, 0, 0
1706811954.167598, -3.2, 1.126332e-06, -8.878449e-08, 1.053333e-06, 359.0082, 0, 0, 0
1706811960.499815, 3.2, 1.126332e-06, -1.570137e-08, 9.802261e-07, 359.0822, 0, 0, 0
1706811966.8910077, -3.2, 9.069846e-07, -8.878449e-08, 1.053333e-06, 354.4091, 0, 0, 0
1706811973.2928505, 3.2, 8.338687e-07, -8.878449e-08, 9.841136e-07, 355.1815, 0, 0, 0
1706811979.6924963, -3.2, 9.069846e-07, -8.878449e-08, 9.841136e-07, 354.8239, 0, 0, 0
1706811986.080333, 3.2, 1.126332e-06, -1.570137e-08, 9.802261e-07, 354.8239, 0, 0, 0
1706811992.459699, -3.2, 9.801004e-07, -1.570137e-08, 8.38582e-07, 354.4091, 0, 0, 0
1706811998.8383517, 3.2, 1.053216e-06, -1.570137e-08, 9.802261e-07, 359.2013, 0, 0, 0
1706812005.2251565, -3.2, 9.801004e-07, -8.878449e-08, 9.841136e-07, 359.0822, 0, 0, 0
1706812011.6359446, 3.2, 1.126332e-06, -1.570137e-08, 1.053333e-06, 354.4091, 0, 0, 0
1706812018.0555923, -3.2, 9.801004e-07, 5.738174e-08, 9.841136e-07, 350.622, 0, 0, 0
1706812024.5274892, 3.2, 9.801004e-07, -1.570137e-08, 9.841136e-07, 359.0822, 0, 0, 0
1706812030.933148, -3.2, 9.069846e-07, 5.738174e-08, 9.841136e-07, 359.0082, 0, 0, 0
1706812037.394302, 3.2, 9.801004e-07, -8.878449e-08, 1.056952e-06, 359.1459, 0, 0, 0
1706812043.8243778, -3.2, 1.053216e-06, -8.878449e-08, 1.053333e-06, 359.0082, 0, 0, 0
1706812050.2368956, 3.2, 1.053216e-06, -1.570137e-08, 9.841136e-07, 359.0822, 0, 0, 0
1706812056.6937416, -3.2, 9.801004e-07, -1.570137e-08, 1.056952e-06, 355.1815, 0, 0, 0
1706812063.1329541, 3.2, 1.053216e-06, -8.878449e-08, 1.053333e-06, 354.8239, 0, 0, 0
1706812069.670351, -3.2, 9.801004e-07, -1.570137e-08, 9.841136e-07, 359.0822, 0, 0, 0
1706812076.1207232, 3.2, 1.199448e-06, -8.878449e-08, 1.053333e-06, 359.1459, 0, 0, 0
1706812082.5958302, -3.2, 8.338687e-07, -8.878449e-08, 9.802261e-07, 354.4091, 0, 0, 0
1706812089.101456, 3.2, 1.126332e-06, -1.618676e-07, 1.056952e-06, 355.4929, 0, 0, 0
1706812095.5812876, -3.2, 9.801004e-07, -8.878449e-08, 9.113198e-07, 354.4091, 0, 0, 0
1706812102.0543501, 3.2, 9.069846e-07, -1.618676e-07, 9.841136e-07, 359.1459, 0, 0, 0
1706812108.5661745, -3.2, 9.069846e-07, -8.878449e-08, 9.841136e-07, 359.0822, 0, 0, 0
