t,i,x,y,r,theta,xK,tc, therm
1713377224.4794567, 3.2, 2.054208e-07, 4.070959e-07, 5.901667e-07, 63.22446, 0, 0, 0
1713377230.819877, -3.2, 2.054208e-07, 1.147635e-07, 2.675587e-07, 77.21934, 0, 0, 0
1713377236.8812897, 3.2, 2.054208e-07, 4.070959e-07, 3.320874e-07, 77.21934, 0, 0, 0
1713377242.9369304, -3.2, -8.704252e-08, 4.070959e-07, 4.113763e-07, 108.448, 0, 0, 0
1713377248.995217, 3.2, 5.918914e-08, 4.070959e-07, 2.353048e-07, 81.72752, 0, 0, 0
1713377255.0909557, -3.2, -8.704252e-08, 2.609297e-07, 2.750649e-07, 83.89359, 0, 0, 0
1713377261.1730711, 3.2, 2.054208e-07, 2.609297e-07, 3.320874e-07, 63.22446, 0, 0, 0
1713377267.2397373, -3.2, -8.704252e-08, 2.609297e-07, 4.113763e-07, 98.94082, 0, 0, 0
1713377273.2974558, 3.2, 5.918914e-08, 2.609297e-07, 4.113763e-07, 81.72752, 0, 0, 0
1713377279.4170532, -3.2, -8.704252e-08, 2.609297e-07, 4.162974e-07, 102.0689, 0, 0, 0
1713377285.549296, 3.2, 5.918914e-08, 4.070959e-07, 1.291279e-07, 63.22446, 0, 0, 0
1713377291.6613672, -3.2, -8.704252e-08, 5.532622e-07, 4.113763e-07, 102.0689, 0, 0, 0
1713377297.7592163, 3.2, -8.704252e-08, 4.070959e-07, 4.559877e-07, 63.22446, 0, 0, 0
1713377303.878924, -3.2, -8.704252e-08, 2.609297e-07, 4.113763e-07, 81.72752, 0, 0, 0
1713377310.0010402, 3.2, 5.918914e-08, 4.070959e-07, 1.291279e-07, 81.72752, 0, 0, 0
1713377316.1154273, -3.2, 2.054208e-07, 4.070959e-07, 2.675587e-07, 62.71762, 0, 0, 0
1713377322.2280571, 3.2, 2.054208e-07, 2.609297e-07, 1.291279e-07, 81.72752, 0, 0, 0
