t,i,x,y,r,theta,xK,tc, therm
1713546924.5245209, 3.2, -8.625927e-07, 3.941064e-07, 1.015318e-06, 154.4079, 0, 0, 0
1713546930.8781757, -3.2, -7.163611e-07, 3.941064e-07, 8.335104e-07, 153.4743, 0, 0, 0
1713546936.9231865, 3.2, -9.722664e-07, 3.575649e-07, 1.015318e-06, 161.0639, 0, 0, 0
1713546942.9929755, -3.2, -8.260347e-07, 3.210233e-07, 8.391684e-07, 154.5967, 0, 0, 0
1713546949.058115, 3.2, -1.008824e-06, 3.941064e-07, 1.035932e-06, 159.8083, 0, 0, 0
1713546955.1532018, -3.2, -8.625927e-07, 3.575649e-07, 8.522497e-07, 155.6336, 0, 0, 0
1713546961.251636, 3.2, -9.357085e-07, 3.575649e-07, 9.676386e-07, 159.0865, 0, 0, 0
1713546967.3142114, -3.2, -7.163611e-07, 3.575649e-07, 8.185004e-07, 156.908, 0, 0, 0
1713546973.4092696, 3.2, -9.357085e-07, 3.575649e-07, 1.030052e-06, 157.1599, 0, 0, 0
1713546979.4880116, -3.2, -7.529189e-07, 3.210233e-07, 8.185004e-07, 156.908, 0, 0, 0
1713546985.591221, 3.2, -8.991506e-07, 3.575649e-07, 1.049105e-06, 157.9349, 0, 0, 0
1713546991.6792266, -3.2, -7.529189e-07, 2.844818e-07, 8.391684e-07, 157.8719, 0, 0, 0
1713546997.7610521, 3.2, -9.722664e-07, 3.575649e-07, 1.023894e-06, 161.7278, 0, 0, 0
1713547003.87996, -3.2, -9.357085e-07, 3.210233e-07, 9.203924e-07, 157.8719, 0, 0, 0
