t,i,x,y,r,theta,xK,tc, therm
1684275146.7453754, 3.2, 8.791311e-06, 8.326051e-05, 8.780143e-05, 81.85004, 0, 0, 0
1684275153.067947, -3.2, 1.479729e-06, 8.691467e-05, 8.328894e-05, 91.49711, 0, 0, 0
1684275159.1288176, 3.2, 8.791311e-06, 8.691467e-05, 8.735815e-05, 84.22424, 0, 0, 0
1684275165.1713984, -3.2, -9.487647e-06, 8.691467e-05, 8.379934e-05, 98.25716, 0, 0, 0
1684275171.283203, 3.2, 5.13552e-06, 8.691467e-05, 8.780143e-05, 83.97258, 0, 0, 0
1684275177.3592823, -3.2, -5.831854e-06, 8.691467e-05, 8.743097e-05, 96.50088, 0, 0, 0
1684275183.4548836, 3.2, 8.791311e-06, 7.960635e-05, 9.099449e-05, 84.45579, 0, 0, 0
1684275189.55168, -3.2, -9.487647e-06, 8.691467e-05, 8.743097e-05, 98.97063, 0, 0, 0
1684275195.6144404, 3.2, 8.791311e-06, 8.691467e-05, 9.099449e-05, 84.22424, 0, 0, 0
1684275201.6918895, -3.2, -9.487647e-06, 8.691467e-05, 8.743097e-05, 96.22975, 0, 0, 0
1684275207.8370304, 3.2, 1.24471e-05, 8.691467e-05, 8.706626e-05, 86.88023, 0, 0, 0
1684275213.9308784, -3.2, -5.831854e-06, 8.326051e-05, 8.790284e-05, 96.50088, 0, 0, 0
1684275220.001893, 3.2, 1.479729e-06, 8.691467e-05, 9.07143e-05, 84.45579, 0, 0, 0
1684275226.106154, -3.2, -1.314344e-05, 8.691467e-05, 8.743097e-05, 98.59924, 0, 0, 0
1684275232.242192, 3.2, 1.479729e-06, 8.691467e-05, 8.706626e-05, 89.06396, 0, 0, 0
1684275238.3575082, -3.2, -3.507818e-05, 8.691467e-05, 8.899259e-05, 112.846, 0, 0, 0
1684275244.478355, 3.2, -3.507818e-05, 9.056882e-05, 9.472958e-05, 110.6764, 0, 0, 0
1684275250.6091487, -3.2, -5.335715e-05, 9.056882e-05, 0.0001082818, 121.5459, 0, 0, 0
1684275256.691354, 3.2, -3.507818e-05, 8.691467e-05, 9.242037e-05, 114.0204, 0, 0, 0
1684275262.79852, -3.2, -5.335715e-05, 8.691467e-05, 0.0001065279, 120.5038, 0, 0, 0
1684275268.9565787, 3.2, -3.507818e-05, 8.691467e-05, 9.37264e-05, 109.8765, 0, 0, 0
1684275275.1615307, -3.2, -5.335715e-05, 9.422297e-05, 0.000101986, 119.7627, 0, 0, 0
1684275281.302874, 3.2, -3.142239e-05, 8.691467e-05, 9.712461e-05, 112.846, 0, 0, 0
1684275287.4599323, -3.2, -4.970136e-05, 9.787713e-05, 0.0001051175, 119.5223, 0, 0, 0
1684275293.6052942, 3.2, -2.77666e-05, 9.056882e-05, 8.776843e-05, 108.443, 0, 0, 0
1684275299.7485514, -3.2, -5.335715e-05, 9.056882e-05, 0.0001051175, 121.5459, 0, 0, 0
1684275305.8921065, 3.2, -4.238977e-05, 8.691467e-05, 8.852962e-05, 114.9485, 0, 0, 0
1684275312.0524824, -3.2, -5.335715e-05, 8.691467e-05, 0.0001070196, 122.1903, 0, 0, 0
1684275318.2005844, 3.2, -3.873398e-05, 8.691467e-05, 9.850397e-05, 114.9485, 0, 0, 0
1684275324.315014, -3.2, -5.701294e-05, 8.691467e-05, 0.0001039453, 122.1903, 0, 0, 0
1684275330.485843, 3.2, -4.238977e-05, 8.326051e-05, 9.515503e-05, 115.0814, 0, 0, 0
1684275336.649888, -3.2, -6.432452e-05, 9.056882e-05, 0.0001081286, 126.0794, 0, 0, 0
1684275342.8094244, 3.2, -4.238977e-05, 8.691467e-05, 9.515503e-05, 117.9137, 0, 0, 0
1684275348.9812613, -3.2, -6.066873e-05, 8.691467e-05, 0.0001059946, 122.7768, 0, 0, 0
1684275355.1273706, 3.2, -4.238977e-05, 9.056882e-05, 9.670083e-05, 115.9993, 0, 0, 0
1684275361.2856054, -3.2, -5.701294e-05, 8.326051e-05, 0.000109011, 123.2634, 0, 0, 0
1684275367.448372, 3.2, -4.238977e-05, 8.691467e-05, 9.999803e-05, 114.0204, 0, 0, 0
1684275373.610369, -3.2, -6.066873e-05, 8.691467e-05, 0.0001052139, 124.916, 0, 0, 0
1684275379.7962167, 3.2, -4.604556e-05, 8.691467e-05, 9.670083e-05, 116.9816, 0, 0, 0
1684275385.9845858, -3.2, -6.432452e-05, 9.056882e-05, 0.0001081286, 126.0794, 0, 0, 0
1684275392.1545668, 3.2, -4.970136e-05, 8.326051e-05, 9.670083e-05, 117.9137, 0, 0, 0
1684275398.4019966, -3.2, -6.432452e-05, 8.691467e-05, 0.0001132433, 124.916, 0, 0, 0
1684275404.602875, 3.2, -4.604556e-05, 8.326051e-05, 9.514467e-05, 118.9439, 0, 0, 0
1684275410.7710526, -3.2, -6.432452e-05, 8.326051e-05, 0.000114086, 124.916, 0, 0, 0
1684275416.963233, 3.2, -4.970136e-05, 9.422297e-05, 9.696668e-05, 117.9137, 0, 0, 0
1684275423.1666863, -3.2, -6.432452e-05, 8.691467e-05, 0.0001110872, 126.5047, 0, 0, 0
1684275429.3388147, 3.2, -4.970136e-05, 9.056882e-05, 0.0001033099, 120.5038, 0, 0, 0
1684275435.532767, -3.2, -7.16361e-05, 9.056882e-05, 0.0001126317, 129.4957, 0, 0, 0
1684275441.7508194, 3.2, -4.970136e-05, 8.691467e-05, 0.0001033099, 118.7566, 0, 0, 0
1684275447.964934, -3.2, -7.16361e-05, 8.691467e-05, 0.0001126317, 130.7082, 0, 0, 0
