t,i,x,y,r,theta,xK,tc, therm
1698461032.0432987, 3.2, 0.0002442417, -8.878449e-06, 0.0002442468, 357.9182, 0, 0, 0
1698461038.6868246, -3.2, 0.0002515533, -8.878449e-06, 0.0002442468, 357.9182, 0, 0, 0
1698461044.8080883, 3.2, 0.0002442417, -1.570137e-06, 0.0002442468, 359.6525, 0, 0, 0
1698461050.9189334, -3.2, 0.0002515533, -8.878449e-06, 0.0002590171, 356.2083, 0, 0, 0
1698461057.1036325, 3.2, 0.0002515533, -1.570137e-06, 0.0002517099, 356.3182, 0, 0, 0
1698461063.2611468, -3.2, 0.0002442417, -8.878449e-06, 0.0002515582, 359.6424, 0, 0, 0
1698461069.4137845, 3.2, 0.0002515533, -8.878449e-06, 0.0002447775, 359.6424, 0, 0, 0
1698461075.5208943, -3.2, 0.0002588649, -1.570137e-06, 0.0002442468, 357.9182, 0, 0, 0
1698461081.645779, 3.2, 0.0002515533, -8.878449e-06, 0.0002517099, 359.6424, 0, 0, 0
1698461087.798248, -3.2, 0.0002515533, -1.570137e-06, 0.000244403, 359.6424, 0, 0, 0
1698461093.9354193, 3.2, 0.0002515533, -8.878449e-06, 0.0002517099, 358.0896, 0, 0, 0
1698461100.1003757, -3.2, 0.0002515533, -1.570137e-06, 0.0002590171, 357.9182, 0, 0, 0
1698461106.262033, 3.2, 0.0002515533, -1.570137e-06, 0.0002517099, 359.6525, 0, 0, 0
1698461112.4847329, -3.2, 0.0002588649, -8.878449e-06, 0.0002515582, 359.6525, 0, 0, 0
1698461118.6596408, 3.2, 0.0002515533, -8.878449e-06, 0.0002515582, 359.6424, 0, 0, 0
1698461124.8528237, -3.2, 0.0002588649, -8.878449e-06, 0.0002520735, 357.9786, 0, 0, 0
1698461131.0480437, 3.2, 0.0002515533, -1.618676e-05, 0.0002517099, 357.9786, 0, 0, 0
1698461137.2149386, -3.2, 0.0002588649, -8.878449e-06, 0.0002515582, 356.2083, 0, 0, 0
1698461143.3779104, 3.2, 0.0002515533, -8.878449e-06, 0.000244403, 357.9182, 0, 0, 0
1698461149.577727, -3.2, 0.0002515533, -8.878449e-06, 0.0002517099, 357.9786, 0, 0, 0
1698461155.7719033, 3.2, 0.0002515533, -1.618676e-05, 0.0002517099, 359.6424, 0, 0, 0
1698461162.0124784, -3.2, 0.0002515533, -1.618676e-05, 0.0002515582, 357.9786, 0, 0, 0
1698461168.244409, 3.2, 0.0002442417, -8.878449e-06, 0.0002442468, 357.9182, 0, 0, 0
1698461174.4589605, -3.2, 0.0002515533, -8.878449e-06, 0.000244403, 359.6317, 0, 0, 0
1698461180.6541848, 3.2, 0.0002515533, -1.618676e-05, 0.0002520735, 358.0896, 0, 0, 0
1698461186.850487, -3.2, 0.0002442417, -8.878449e-06, 0.0002515582, 359.6424, 0, 0, 0
1698461193.0331473, 3.2, 0.0002369301, -8.878449e-06, 0.0002442468, 359.6317, 0, 0, 0
1698461199.2360058, -3.2, 0.0002515533, -8.878449e-06, 0.0002517099, 356.2083, 0, 0, 0
1698461205.4711049, 3.2, 0.0002515533, -8.878449e-06, 0.0002447775, 359.6424, 0, 0, 0
1698461211.5388248, -3.2, 0.0002515533, -8.878449e-06, 0.0002593705, 357.9786, 0, 0, 0
1698461217.7983558, 3.2, 0.0002515533, -1.570137e-06, 0.0002517099, 356.3182, 0, 0, 0
1698461224.1523824, -3.2, 0.0002515533, -8.878449e-06, 0.0002517099, 357.9786, 0, 0, 0
1698461230.5276124, 3.2, 0.0002515533, -8.878449e-06, 0.000244403, 1.306745, 0, 0, 0
1698461236.9162521, -3.2, 0.0002442417, -1.570137e-06, 0.0002588696, 358.0357, 0, 0, 0
1698461243.2331123, 3.2, 0.0002442417, -1.618676e-05, 0.000244403, 357.9786, 0, 0, 0
1698461249.6751053, -3.2, 0.0002515533, -1.570137e-06, 0.0002517099, 359.6424, 0, 0, 0
1698461255.8682861, 3.2, 0.0002515533, -8.878449e-06, 0.0002517099, 359.6424, 0, 0, 0
1698461262.1936798, -3.2, 0.0002588649, -8.878449e-06, 0.0002515582, 357.9786, 0, 0, 0
1698461268.4384677, 3.2, 0.0002588649, -8.878449e-06, 0.0002443091, 359.6317, 0, 0, 0
1698461274.6964998, -3.2, 0.0002588649, -8.878449e-06, 0.0002515582, 359.6424, 0, 0, 0
1698461280.9938724, 3.2, 0.0002515533, -1.570137e-06, 0.0002515582, 357.9786, 0, 0, 0
1698461287.301081, -3.2, 0.0002515533, -8.878449e-06, 0.0002447775, 359.6424, 0, 0, 0
1698461293.525847, 3.2, 0.0002515533, -1.570137e-06, 0.0002588696, 357.9786, 0, 0, 0
1698461299.8186574, -3.2, 0.0002515533, -8.878449e-06, 0.0002515582, 357.9786, 0, 0, 0
1698461306.2250068, 3.2, 0.0002442417, -8.878449e-06, 0.0002515582, 356.3182, 0, 0, 0
1698461312.5522275, -3.2, 0.0002515533, -1.570137e-06, 0.0002517099, 357.9786, 0, 0, 0
1698461318.9839253, 3.2, 0.0002442417, -8.878449e-06, 0.0002517099, 357.9786, 0, 0, 0
1698461325.4454987, -3.2, 0.0002515533, -8.878449e-06, 0.0002515582, 359.6424, 0, 0, 0
1698461331.9201949, 3.2, 0.0002515533, -1.570137e-06, 0.0002517099, 358.0357, 0, 0, 0
1698461338.3868537, -3.2, 0.0002442417, -8.878449e-06, 0.000244403, 357.9786, 0, 0, 0
1698461344.789024, 3.2, 0.0002442417, -8.878449e-06, 0.0002590171, 357.9182, 0, 0, 0
1698461351.232639, -3.2, 0.0002515533, -1.570137e-06, 0.0002517099, 357.9786, 0, 0, 0
1698461357.7366798, 3.2, 0.0002515533, -8.878449e-06, 0.0002520735, 357.9786, 0, 0, 0
1698461364.1688697, -3.2, 0.0002442417, -1.570137e-06, 0.0002517099, 357.9786, 0, 0, 0
1698461370.6234677, 3.2, 0.0002442417, -8.878449e-06, 0.0002590171, 357.9182, 0, 0, 0
1698461377.082788, -3.2, 0.0002442417, -1.570137e-06, 0.000244403, 359.6317, 0, 0, 0
1698461383.5777829, 3.2, 0.0002588649, 5.738174e-06, 0.0002517099, 357.9182, 0, 0, 0
1698461390.025481, -3.2, 0.0002515533, -8.878449e-06, 0.0002515582, 357.9786, 0, 0, 0
1698461396.3815594, 3.2, 0.0002515533, -8.878449e-06, 0.0002517099, 357.9786, 0, 0, 0
1698461402.8917801, -3.2, 0.0002442417, -8.878449e-06, 0.0002374824, 357.9786, 0, 0, 0
1698461409.3741338, 3.2, 0.0002442417, -8.878449e-06, 0.000244403, 357.9182, 0, 0, 0
1698461415.8835325, -3.2, 0.0002442417, -8.878449e-06, 0.000244403, 357.9182, 0, 0, 0
1698461422.4911087, 3.2, 0.0002442417, -8.878449e-06, 0.0002297901, 359.6317, 0, 0, 0
1698461428.8653007, -3.2, 0.0002442417, -1.570137e-06, 0.0002517099, 357.9786, 0, 0, 0
1698461435.2959487, 3.2, 0.0002442417, -8.878449e-06, 0.000244403, 357.9786, 0, 0, 0
1698461441.353441, -3.2, 0.0002442417, 5.738174e-06, 0.000244403, 357.9786, 0, 0, 0
1698461447.718474, 3.2, 0.0002369301, -1.570137e-06, 0.000244403, 357.9182, 0, 0, 0
1698461454.4337935, -3.2, 0.0002442417, -8.878449e-06, 0.000244403, 359.6203, 0, 0, 0
1698461460.9945085, 3.2, 0.0002442417, -8.878449e-06, 0.0002442468, 356.3182, 0, 0, 0
1698461467.5556848, -3.2, 0.0002442417, -8.878449e-06, 0.0002517099, 357.9182, 0, 0, 0
1698461474.126094, 3.2, 0.0002515533, -1.570137e-06, 0.0002515582, 359.6317, 0, 0, 0
1698461480.6361852, -3.2, 0.0002442417, -8.878449e-06, 0.000244403, 359.6317, 0, 0, 0
1698461487.2131195, 3.2, 0.0002442417, -8.878449e-06, 0.0002590171, 357.9182, 0, 0, 0
1698461493.7485483, -3.2, 0.0002442417, -1.570137e-06, 0.000244403, 357.9786, 0, 0, 0
1698461500.2911563, 3.2, 0.0002515533, -8.878449e-06, 0.000244403, 357.9182, 0, 0, 0
1698461506.913325, -3.2, 0.0002369301, -1.570137e-06, 0.000244403, 356.3182, 0, 0, 0
1698461513.4577887, 3.2, 0.0002442417, -8.878449e-06, 0.000244403, 359.6317, 0, 0, 0
1698461520.0446596, -3.2, 0.0002442417, -8.878449e-06, 0.0002442468, 356.3182, 0, 0, 0
1698461526.754005, 3.2, 0.0002588649, -1.570137e-06, 0.0002442468, 359.6317, 0, 0, 0
1698461533.3753414, -3.2, 0.0002515533, -8.878449e-06, 0.000244403, 359.6317, 0, 0, 0
1698461539.4677083, 3.2, 0.0002369301, 5.738174e-06, 0.000244403, 357.854, 0, 0, 0
1698461545.986488, -3.2, 0.0002442417, -1.570137e-06, 0.000244403, 357.854, 0, 0, 0
1698461552.5544388, 3.2, 0.0002369301, -1.618676e-05, 0.0002442468, 359.6317, 0, 0, 0
1698461559.0289404, -3.2, 0.0002442417, -1.618676e-05, 0.0002370964, 357.9786, 0, 0, 0
