t,i,x,y,r,theta,xK,tc, therm
1713411780.8818748, 3.2, 1.199448e-07, 1.080545e-07, 1.057687e-07, 58.61808, 0, 0, 0
1713411787.2827194, -3.2, 6.145213e-08, 2.03548e-08, 3.928326e-08, 133.8529, 0, 0, 0
1713411793.3745363, 3.2, -8.477954e-08, 6.420466e-08, 4.906422e-08, 47.35748, 0, 0, 0
1713411799.45666, -3.2, -8.477954e-08, 2.766311e-08, 4.569408e-08, 144.0495, 0, 0, 0
1713411805.5151057, 3.2, 3.951737e-08, 2.766311e-08, 5.844614e-08, 30.57147, 0, 0, 0
1713411811.6143026, -3.2, -9.940271e-08, 4.958804e-08, 5.956782e-08, 150.1586, 0, 0, 0
1713411817.7239194, 3.2, 6.145213e-08, 1.304649e-08, 5.787226e-08, 47.35748, 0, 0, 0
1713411823.7985053, -3.2, -1.166371e-08, 4.227973e-08, 4.849595e-08, 144.0495, 0, 0, 0
1713411829.8847547, 3.2, -1.166371e-08, -1.570137e-09, 5.438932e-08, 53.8941, 0, 0, 0
1713411835.9839637, -3.2, -1.067143e-07, 2.766311e-08, 5.382037e-08, 145.9337, 0, 0, 0
1713411842.0549724, 3.2, 5.414054e-08, 4.227973e-08, 4.245539e-08, 30.57147, 0, 0, 0
1713411848.1587586, -3.2, -8.477954e-08, 5.689635e-08, 4.849595e-08, 145.9337, 0, 0, 0
1713411854.2769063, 3.2, -1.166371e-08, 2.03548e-08, 3.914267e-08, 34.99294, 0, 0, 0
1713411860.3987665, -3.2, -1.28649e-07, 2.03548e-08, 5.382037e-08, 145.9337, 0, 0, 0
1713411866.5242167, 3.2, 9.801004e-08, -8.878449e-09, 5.784043e-08, 32.85994, 0, 0, 0
1713411872.6263726, -3.2, 1.758262e-08, 4.227973e-08, 3.816081e-08, 139.4749, 0, 0, 0
1713411878.7242265, 3.2, 5.414054e-08, 2.03548e-08, 3.809896e-08, 40.66087, 0, 0, 0
1713411884.8273556, -3.2, -1.432722e-07, 2.766311e-08, 5.559292e-08, 121.8707, 0, 0, 0
1713411890.9474962, 3.2, -4.091004e-08, 4.958804e-08, 2.689733e-08, 54.55505, 0, 0, 0
