t,i,x,y,r,theta,xK,tc, therm
1713332587.3111987, 3.2, -2.456344e-05, 2.03548e-06, 2.391905e-05, 173.5745, 0, 0, 0
1713332593.7121623, -3.2, -2.310112e-05, 2.03548e-06, 2.254036e-05, 172.9505, 0, 0, 0
1713332599.803288, 3.2, -2.383228e-05, 3.497142e-06, 2.544541e-05, 173.5745, 0, 0, 0
1713332605.8721573, -3.2, -2.602575e-05, 2.766311e-06, 2.625966e-05, 173.9327, 0, 0, 0
1713332611.9789405, 3.2, -2.52946e-05, 2.03548e-06, 2.617236e-05, 172.5536, 0, 0, 0
1713332618.056415, -3.2, -2.52946e-05, 2.03548e-06, 2.617236e-05, 175.528, 0, 0, 0
1713332624.1186664, 3.2, -2.456344e-05, 2.766311e-06, 2.544541e-05, 172.1284, 0, 0, 0
1713332630.1677163, -3.2, -2.52946e-05, 3.497142e-06, 2.636694e-05, 173.9327, 0, 0, 0
1713332636.243126, 3.2, -2.310112e-05, 4.958804e-06, 2.492465e-05, 168.9083, 0, 0, 0
1713332642.335487, -3.2, -2.602575e-05, 5.689635e-06, 2.721254e-05, 169.2124, 0, 0, 0
1713332648.4583719, 3.2, -2.675691e-05, 4.958804e-06, 2.708889e-05, 171.0207, 0, 0, 0
1713332654.5512655, -3.2, -2.895039e-05, 5.689635e-06, 2.865161e-05, 168.8813, 0, 0, 0
