t,i,x,y,r,theta,xK,tc, therm
1712775350.5775416, 3.2, 0.000111432, 2.03548e-06, 0.0001121973, 1.04648, 0, 0, 0
1712775356.84026, -3.2, 0.0001128943, 2.766311e-06, 0.0001122177, 1.412815, 0, 0, 0
1712775362.9401844, 3.2, 0.0001107009, 2.766311e-06, 0.0001107196, 1.053391, 0, 0, 0
1712775369.0587769, -3.2, 0.0001136255, 2.03548e-06, 0.0001129282, 0.6664172, 0, 0, 0
1712775375.1347904, 3.2, 0.0001128943, 2.766311e-06, 0.0001121973, 1.422081, 0, 0, 0
1712775381.210039, -3.2, 0.0001121632, 2.03548e-06, 0.0001114663, 1.440983, 0, 0, 0
1712775387.3022494, 3.2, 0.000111432, 2.766311e-06, 0.0001100045, 1.412815, 0, 0, 0
1712775393.3542473, -3.2, 0.0001121632, 2.766311e-06, 0.0001114506, 1.04648, 0, 0, 0
1712775399.4392786, 3.2, 0.000111432, 2.766311e-06, 0.0001114663, 1.412815, 0, 0, 0
1712775405.5431604, -3.2, 0.0001128943, 2.03548e-06, 0.0001136437, 1.422081, 0, 0, 0
1712775411.6475527, 3.2, 0.0001121632, 2.03548e-06, 0.0001121708, 0.6664172, 0, 0, 0
1712775417.7200978, -3.2, 0.0001128943, 2.03548e-06, 0.0001129282, 1.04648, 0, 0, 0
1712775423.7839131, 3.2, 0.0001128943, 2.03548e-06, 0.0001121973, 0.6621016, 0, 0, 0
