t,i,x,y,r,theta,xK,tc, therm
1713463226.1904464, 3.2, 9.365791e-09, -2.223896e-08, 4.599778e-08, 352.3594, 0, 0, 0
1713463232.5926497, -3.2, -5.058919e-08, 4.061252e-08, 5.396896e-08, 183.559, 0, 0, 0
1713463238.6410458, 3.2, 1.088033e-07, -4.699014e-09, 7.281427e-08, 353.7397, 0, 0, 0
1713463244.7116961, -3.2, -4.473993e-08, 2.745756e-08, 5.119703e-08, 160.6772, 0, 0, 0
1713463250.79717, 3.2, 7.078309e-08, -1.200732e-08, 5.079451e-08, 357.9786, 0, 0, 0
1713463256.87911, -3.2, -6.521235e-08, 3.038088e-08, 4.783809e-08, 185.3068, 0, 0, 0
1713463262.9614575, 3.2, -1.988054e-08, -3.237352e-09, 4.44762e-08, 11.50688, 0, 0, 0
1713463269.0070574, -3.2, -1.134688e-07, 8.455946e-09, 4.794156e-08, 162.2091, 0, 0, 0
1713463275.1123056, 3.2, 4.153676e-08, -1.054566e-08, 5.653665e-08, 7.693808, 0, 0, 0
1713463281.161268, -3.2, 6.347151e-08, -7.622339e-09, 4.474103e-08, 172.5536, 0, 0, 0
1713463287.240863, 3.2, -4.327761e-08, -1.346899e-08, 4.89555e-08, 344.494, 0, 0, 0
