t,i,x,y,r,theta,xK,tc,therm,dc,trueGateDC,trueGateI
1681431105.4558227, 0, -0.002319165, 2.609297e-05, 0.002319167, 179.7147, 0, 0, 0, 86.0, +8.600492E+01, +2.509312E-08
1681431110.1550367, 0, -0.002304541, -3.140275e-06, 0.002304544, 180.0776, 0, 0, 0, 87.0, +8.700390E+01, +2.617218E-08
1681431114.8188007, 0, -0.002304541, 1.147635e-05, 0.002304689, 180.0776, 0, 0, 0, 88.0, +8.800384E+01, +2.655253E-08
1681431119.5249684, 0, -0.002304541, 1.147635e-05, 0.002319311, 179.3513, 0, 0, 0, 89.0, +8.900053E+01, +2.646902E-08
1681431124.2283537, 0, -0.002304541, 1.147635e-05, 0.002304689, 180.0781, 0, 0, 0, 90.0, +9.000020E+01, +2.757064E-08
1681431128.9505625, 0, -0.002319165, 1.147635e-05, 0.002319167, 180.0776, 0, 0, 0, 91.0, +9.100047E+01, +2.760120E-08
1681431133.6758163, 0, -0.002319165, 1.147635e-05, 0.002319193, 179.7147, 0, 0, 0, 92.0, +9.199993E+01, +2.836758E-08
1681431138.4096339, 0, -0.002319165, -3.140275e-06, 0.002304544, 180.0781, 0, 0, 0, 93.0, +9.300008E+01, +2.802897E-08
1681431143.0959477, 0, -0.002319165, 1.147635e-05, 0.002319193, 180.0776, 0, 0, 0, 94.0, +9.400039E+01, +2.874831E-08
1681431147.809373, 0, -0.002304541, -1.77569e-05, 0.002304544, 180.0776, 0, 0, 0, 95.0, +9.499884E+01, +2.897626E-08
1681431152.512146, 0, -0.002319165, 2.609297e-05, 0.002319193, 180.0771, 0, 0, 0, 96.0, +9.600007E+01, +3.007471E-08
1681431157.2216308, 0, -0.002319165, 4.070959e-05, 0.002319193, 179.7164, 0, 0, 0, 97.0, +9.700128E+01, +3.044038E-08
1681431161.9376438, 0, -0.002319165, -3.140275e-06, 0.002304544, 180.0771, 0, 0, 0, 98.0, +9.800322E+01, +3.015592E-08
1681431166.6572497, 0, -0.002333788, 1.147635e-05, 0.002319193, 179.7147, 0, 0, 0, 99.0, +9.900445E+01, +3.078972E-08
1681431171.3536918, 0, -0.002319165, 1.147635e-05, 0.002319193, 179.7164, 0, 0, 0, 100.0, +1.000062E+02, +3.147339E-08
1681431176.0602984, 0, -0.002319165, 1.147635e-05, 0.002304689, 179.3513, 0, 0, 0, 101.0, +1.010035E+02, +3.200028E-08
1681431180.786572, 0, -0.002319165, 1.147635e-05, 0.002319167, 180.0776, 0, 0, 0, 102.0, +1.020050E+02, +3.200581E-08
1681431185.5035737, 0, -0.002304541, 1.147635e-05, 0.00230457, 180.0781, 0, 0, 0, 103.0, +1.030062E+02, +3.320235E-08
1681431190.230339, 0, -0.002304541, -3.140275e-06, 0.002319193, 179.7164, 0, 0, 0, 104.0, +1.040080E+02, +3.328739E-08
1681431194.9193895, 0, -0.002319165, 1.147635e-05, 0.002319193, 179.3554, 0, 0, 0, 105.0, +1.050093E+02, +3.334951E-08
1681431199.6435053, 0, -0.002304541, 1.147635e-05, 0.002319167, 179.3554, 0, 0, 0, 106.0, +1.060110E+02, +3.407018E-08
1681431204.3403745, 0, -0.002319165, 1.147635e-05, 0.002304544, 179.7147, 0, 0, 0, 107.0, +1.070089E+02, +3.471550E-08
1681431209.0667574, 0, -0.002304541, 1.147635e-05, 0.002319167, 179.7147, 0, 0, 0, 108.0, +1.080091E+02, +3.540518E-08
1681431213.761145, 0, -0.002319165, 1.147635e-05, 0.00230457, 179.7164, 0, 0, 0, 109.0, +1.090090E+02, +3.580091E-08
1681431218.4922495, 0, -0.002319165, 1.147635e-05, 0.002319311, 179.7164, 0, 0, 0, 110.0, +1.100088E+02, +3.625137E-08
1681431223.2120929, 0, -0.002304541, 1.147635e-05, 0.00230457, 179.7164, 0, 0, 0, 111.0, +1.110091E+02, +3.594698E-08
1681431227.896833, 0, -0.002333788, -3.140275e-06, 0.002333816, 179.3554, 0, 0, 0, 112.0, +1.120088E+02, +3.636869E-08
1681431232.5833914, 0, -0.002304541, -3.140275e-06, 0.002319193, 179.7164, 0, 0, 0, 113.0, +1.130052E+02, +3.706499E-08
1681431237.3210921, 0, -0.002319165, -3.140275e-06, 0.00230461, 179.7147, 0, 0, 0, 114.0, +1.140040E+02, +3.810644E-08
1681431242.0123692, 0, -0.002304541, 1.147635e-05, 0.002304544, 179.3513, 0, 0, 0, 115.0, +1.150040E+02, +3.849464E-08
1681431246.7078948, 0, -0.002304541, 1.147635e-05, 0.002319193, 180.0776, 0, 0, 0, 116.0, +1.160038E+02, +3.867472E-08
1681431251.4133801, 0, -0.002319165, 1.147635e-05, 0.00228992, 179.7147, 0, 0, 0, 117.0, +1.170037E+02, +3.869265E-08
1681431256.1143749, 0, -0.002319165, 1.147635e-05, 0.002319193, 179.7164, 0, 0, 0, 118.0, +1.180039E+02, +3.908197E-08
1681431260.8209982, 0, -0.002319165, 2.609297e-05, 0.002319193, 179.7147, 0, 0, 0, 119.0, +1.190002E+02, +3.951245E-08
1681431265.5037994, 0, -0.002319165, 1.147635e-05, 0.002319193, 179.7147, 0, 0, 0, 120.0, +1.199997E+02, +4.001251E-08
1681431270.236078, 0, -0.002319165, 1.147635e-05, 0.002319193, 179.3554, 0, 0, 0, 121.0, +1.210001E+02, +4.128979E-08
1681431274.939605, 0, -0.002304541, 1.147635e-05, 0.002319193, 179.7147, 0, 0, 0, 122.0, +1.220014E+02, +4.168481E-08
1681431279.6529293, 0, -0.002319165, 1.147635e-05, 0.002319311, 180.0776, 0, 0, 0, 123.0, +1.230030E+02, +4.190779E-08
1681431284.3485196, 0, -0.002304541, 2.609297e-05, 0.002304544, 179.7164, 0, 0, 0, 124.0, +1.240043E+02, +4.250458E-08
1681431289.070737, 0, -0.002319165, 1.147635e-05, 0.002319193, 179.3554, 0, 0, 0, 125.0, +1.250026E+02, +4.255282E-08
1681431293.8033972, 0, -0.002319165, -3.140275e-06, 0.00230457, 179.7147, 0, 0, 0, 126.0, +1.260037E+02, +4.315444E-08
1681431298.524448, 0, -0.002319165, 2.609297e-05, 0.002319167, 179.7182, 0, 0, 0, 127.0, +1.270054E+02, +4.315906E-08
1681431303.2366838, 0, -0.002319165, -3.140275e-06, 0.00230457, 180.0776, 0, 0, 0, 128.0, +1.280062E+02, +4.403290E-08
1681431307.9663653, 0, -0.002319165, 1.147635e-05, 0.002319193, 180.0776, 0, 0, 0, 129.0, +1.290074E+02, +4.421013E-08
1681431312.6875648, 0, -0.002319165, 1.147635e-05, 0.002319193, 179.7164, 0, 0, 0, 130.0, +1.300086E+02, +4.536157E-08
1681431317.3893824, 0, -0.002319165, -3.140275e-06, 0.002319167, 180.0776, 0, 0, 0, 131.0, +1.310068E+02, +4.509089E-08
1681431322.1103327, 0, -0.002319165, 2.609297e-05, 0.00233379, 180.0781, 0, 0, 0, 132.0, +1.320080E+02, +4.625890E-08
1681431326.8368468, 0, -0.002319165, 2.609297e-05, 0.002319311, 179.7182, 0, 0, 0, 133.0, +1.330092E+02, +4.658192E-08
1681431331.5249536, 0, -0.002319165, -3.140275e-06, 0.00230457, 180.0771, 0, 0, 0, 134.0, +1.340107E+02, +4.679862E-08
1681431336.2526596, 0, -0.002319165, 1.147635e-05, 0.002319167, 179.3554, 0, 0, 0, 135.0, +1.350109E+02, +4.707388E-08
1681431340.9379182, 0, -0.002319165, 1.147635e-05, 0.00233379, 179.7164, 0, 0, 0, 136.0, +1.360104E+02, +4.804842E-08
1681431345.6503627, 0, -0.002333788, 1.147635e-05, 0.002333816, 180.0771, 0, 0, 0, 137.0, +1.370070E+02, +4.837791E-08
1681431350.313474, 0, -0.002333788, 1.147635e-05, 0.002333816, 179.72, 0, 0, 0, 138.0, +1.380070E+02, +4.861131E-08
1681431355.0164125, 0, -0.002348411, 1.147635e-05, 0.002348439, 179.72, 0, 0, 0, 139.0, +1.390067E+02, +4.856844E-08
1681431359.7084484, 0, -0.002333788, 1.147635e-05, 0.002333816, 180.0766, 0, 0, 0, 140.0, +1.400061E+02, +4.965047E-08
1681431364.3754814, 0, -0.002348411, -3.140275e-06, 0.002333816, 180.0766, 0, 0, 0, 141.0, +1.410053E+02, +4.942732E-08
1681431369.0779452, 0, -0.002348411, -1.77569e-05, 0.00233379, 179.7164, 0, 0, 0, 142.0, +1.420048E+02, +5.042562E-08
1681431373.7791045, 0, -0.002333788, -3.140275e-06, 0.002348556, 180.0766, 0, 0, 0, 143.0, +1.430013E+02, +5.101261E-08
1681431378.4658828, 0, -0.002348411, 2.609297e-05, 0.002348439, 179.72, 0, 0, 0, 144.0, +1.440009E+02, +5.138845E-08
1681431383.1587124, 0, -0.002348411, -3.140275e-06, 0.002348413, 179.72, 0, 0, 0, 145.0, +1.450010E+02, +5.172837E-08
1681431387.8343031, 0, -0.002363034, 2.609297e-05, 0.002363062, 180.0762, 0, 0, 0, 146.0, +1.460007E+02, +5.175881E-08
1681431392.5434246, 0, -0.002363034, 1.147635e-05, 0.002363036, 179.7217, 0, 0, 0, 147.0, +1.470001E+02, +5.269997E-08
1681431397.2157829, 0, -0.002363034, 1.147635e-05, 0.002377685, 179.7234, 0, 0, 0, 148.0, +1.480006E+02, +5.266482E-08
1681431401.898258, 0, -0.002377657, -3.140275e-06, 0.002363062, 180.0752, 0, 0, 0, 149.0, +1.489986E+02, +5.354689E-08
1681431406.5745945, 0, -0.00239228, 1.147635e-05, 0.002363062, 180.0748, 0, 0, 0, 150.0, +1.500001E+02, +5.317542E-08
1681431411.2660053, 0, -0.002377657, -3.140275e-06, 0.002377659, 179.7251, 0, 0, 0, 151.0, +1.510014E+02, +5.363489E-08
1681431415.9522038, 0, -0.002377657, -3.140275e-06, 0.002377685, 180.0748, 0, 0, 0, 152.0, +1.520027E+02, +5.453049E-08
1681431420.6239967, 0, -0.002406904, -3.140275e-06, 0.002406931, 179.3789, 0, 0, 0, 153.0, +1.530042E+02, +5.445924E-08
1681431425.2804015, 0, -0.002406904, -3.140275e-06, 0.002392282, 179.7268, 0, 0, 0, 154.0, +1.540052E+02, +5.505589E-08
1681431429.9964466, 0, -0.002406904, 1.147635e-05, 0.002421529, 180.0743, 0, 0, 0, 155.0, +1.550023E+02, +5.592093E-08
1681431434.6842656, 0, -0.002406904, -3.140275e-06, 0.002436177, 179.7284, 0, 0, 0, 156.0, +1.560036E+02, +5.607316E-08
1681431439.391148, 0, -0.00243615, 1.147635e-05, 0.002436152, 180.0743, 0, 0, 0, 157.0, +1.570046E+02, +5.658466E-08
1681431444.0469916, 0, -0.002450773, 1.147635e-05, 0.0024508, 180.0739, 0, 0, 0, 158.0, +1.580061E+02, +5.673519E-08
1681431448.7350967, 0, -0.002450773, 1.147635e-05, 0.002436152, 179.7284, 0, 0, 0, 159.0, +1.590074E+02, +5.734435E-08
1681431453.404565, 0, -0.00243615, -3.140275e-06, 0.002450775, 179.7301, 0, 0, 0, 160.0, +1.600086E+02, +5.761420E-08
1681431458.098801, 0, -0.002450773, 1.147635e-05, 0.002450912, 180.0734, 0, 0, 0, 161.0, +1.610061E+02, +5.853799E-08
1681431462.7724972, 0, -0.002450773, -3.140275e-06, 0.002465423, 179.7333, 0, 0, 0, 162.0, +1.620064E+02, +5.915089E-08
1681431467.4615226, 0, -0.002480019, 1.147635e-05, 0.002465423, 179.7348, 0, 0, 0, 163.0, +1.630063E+02, +5.907207E-08
1681431472.1513028, 0, -0.002494643, -3.140275e-06, 0.002494645, 179.7333, 0, 0, 0, 164.0, +1.640059E+02, +6.005667E-08
1681431476.8071597, 0, -0.002509266, 1.147635e-05, 0.002494645, 179.7379, 0, 0, 0, 165.0, +1.650058E+02, +6.011058E-08
1681431481.4929721, 0, -0.002509266, 1.147635e-05, 0.002523915, 180.0717, 0, 0, 0, 166.0, +1.660024E+02, +6.009024E-08
1681431486.1782722, 0, -0.002523889, 1.147635e-05, 0.002494645, 179.7395, 0, 0, 0, 167.0, +1.670020E+02, +6.095679E-08
1681431490.8771513, 0, -0.002538512, -3.140275e-06, 0.002523891, 180.0705, 0, 0, 0, 168.0, +1.680010E+02, +6.122648E-08
1681431495.5498667, 0, -0.002553135, 2.609297e-05, 0.002538514, 179.4111, 0, 0, 0, 169.0, +1.690003E+02, +6.223001E-08
1681431500.2191534, 0, -0.002538512, 1.147635e-05, 0.002553137, 179.741, 0, 0, 0, 170.0, +1.700003E+02, +6.262589E-08
1681431504.9026845, 0, -0.002567758, 1.147635e-05, 0.002582513, 180.0701, 0, 0, 0, 171.0, +1.710000E+02, +6.260837E-08
1681431509.597403, 0, -0.002582381, 1.147635e-05, 0.002597007, 179.7454, 0, 0, 0, 172.0, +1.719965E+02, +6.311277E-08
1681431514.3024092, 0, -0.002597005, 1.147635e-05, 0.00259703, 180.0693, 0, 0, 0, 173.0, +1.729962E+02, +6.350915E-08
1681431518.9778655, 0, -0.002611628, 1.147635e-05, 0.002611653, 179.7482, 0, 0, 0, 174.0, +1.739958E+02, +6.360514E-08
1681431523.6625228, 0, -0.002611628, 1.147635e-05, 0.002611758, 179.7454, 0, 0, 0, 175.0, +1.749963E+02, +6.434755E-08
1681431528.3633707, 0, -0.002611628, 2.609297e-05, 0.002626276, 180.0685, 0, 0, 0, 176.0, +1.759976E+02, +6.529382E-08
1681431533.0589335, 0, -0.002626251, 1.147635e-05, 0.002626253, 180.0685, 0, 0, 0, 177.0, +1.769992E+02, +6.518805E-08
1681431537.732123, 0, -0.002655497, 1.147635e-05, 0.002640876, 179.751, 0, 0, 0, 178.0, +1.779974E+02, +6.604628E-08
1681431542.4069195, 0, -0.002684744, 2.609297e-05, 0.002670145, 180.0681, 0, 0, 0, 179.0, +1.789987E+02, +6.689618E-08
1681431547.0989265, 0, -0.00267012, 2.609297e-05, 0.002684745, 179.7537, 0, 0, 0, 180.0, +1.800000E+02, +6.689010E-08
1681431551.7715347, 0, -0.00267012, 1.147635e-05, 0.002684745, 180.0674, 0, 0, 0, 181.0, +1.810015E+02, +6.789220E-08
1681431556.4505417, 0, -0.002699367, 1.147635e-05, 0.002699391, 179.7564, 0, 0, 0, 182.0, +1.820023E+02, +6.727958E-08
1681431561.1300845, 0, -0.002699367, -3.140275e-06, 0.002699391, 179.7564, 0, 0, 0, 183.0, +1.830037E+02, +6.764019E-08
1681431565.8099036, 0, -0.002728613, -1.77569e-05, 0.002714014, 180.0659, 0, 0, 0, 184.0, +1.840018E+02, +6.807626E-08
1681431570.49216, 0, -0.002728613, 1.147635e-05, 0.002728637, 179.759, 0, 0, 0, 185.0, +1.850032E+02, +6.872593E-08
1681431575.1849155, 0, -0.002728613, 1.147635e-05, 0.002728637, 179.759, 0, 0, 0, 186.0, +1.860045E+02, +6.939700E-08
1681431579.8746243, 0, -0.002743236, 1.147635e-05, 0.002743238, 179.7603, 0, 0, 0, 187.0, +1.870062E+02, +6.915095E-08
1681431584.5526955, 0, -0.002757859, 2.609297e-05, 0.002757883, 180.0653, 0, 0, 0, 188.0, +1.880073E+02, +7.036277E-08
1681431589.2473898, 0, -0.002757859, -1.77569e-05, 0.002757883, 179.7616, 0, 0, 0, 189.0, +1.890075E+02, +7.075830E-08
1681431593.9445944, 0, -0.002757859, 1.147635e-05, 0.002757883, 179.7616, 0, 0, 0, 190.0, +1.900045E+02, +7.093479E-08
