t,i,x,y,r,theta,xK,tc,therm,dc,trueGateDC,trueGateI
1684281906.003058, 0, -0.0791827, -7.850687e-05, 0.0795488, 180.3212, 0, 0, 0, 0.0, +4.559857E-05, -2.317969E-10
1684281910.6891174, 0, -0.07991386, 0.0002869087, 0.07955096, 179.7924, 0, 0, 0, 0.09523809523809523, +9.528788E-02, -2.307871E-10
1684281915.376464, 0, -0.07954828, 0.0002869087, 0.07955096, 180.0566, 0, 0, 0, 0.19047619047619047, +1.905195E-01, -2.270000E-10
1684281920.0970364, 0, -0.07954828, -7.850687e-05, 0.0795488, 180.3198, 0, 0, 0, 0.2857142857142857, +2.857687E-01, -2.173052E-10
1684281924.7917788, 0, -0.07954828, 0.0002869087, 0.0795488, 180.0566, 0, 0, 0, 0.38095238095238093, +3.809620E-01, -2.256366E-10
1684281929.4775324, 0, -0.07954828, 0.0002869087, 0.07954831, 179.7924, 0, 0, 0, 0.47619047619047616, +4.762523E-01, -2.252831E-10
1684281934.1735058, 0, -0.07991386, -0.0004439224, 0.07918274, 179.7933, 0, 0, 0, 0.5714285714285714, +5.715238E-01, -2.249801E-10
1684281938.875796, 0, -0.07954828, 0.0006523243, 0.07954831, 179.7933, 0, 0, 0, 0.6666666666666666, +6.666435E-01, -2.253335E-10
1684281943.5696523, 0, -0.0791827, 0.0002869087, 0.07991438, 179.7933, 0, 0, 0, 0.7619047619047619, +7.619549E-01, -2.276562E-10
1684281948.2615771, 0, -0.07954828, 0.0002869087, 0.07954952, 179.7943, 0, 0, 0, 0.8571428571428571, +8.572086E-01, -2.274542E-10
1684281952.967228, 0, -0.07954828, -7.850687e-05, 0.0795488, 179.7933, 0, 0, 0, 0.9523809523809523, +9.524198E-01, -2.251820E-10
1684281957.6722336, 0, -0.07954828, -7.850687e-05, 0.07954831, 179.7924, 0, 0, 0, 1.0476190476190474, +1.047674E+00, -2.248284E-10
1684281962.3883724, 0, -0.07954828, -7.850687e-05, 0.07954831, 179.5302, 0, 0, 0, 1.1428571428571428, +1.142895E+00, -2.251313E-10
1684281967.0701709, 0, -0.07954828, 0.0002869087, 0.07991438, 180.0566, 0, 0, 0, 1.2380952380952381, +1.238128E+00, -2.241719E-10
1684281971.7573278, 0, -0.07954828, 0.0002869087, 0.0795488, 180.0566, 0, 0, 0, 1.3333333333333333, +1.333437E+00, -2.257875E-10
1684281976.435505, 0, -0.07954828, 0.0002869087, 0.07955096, 180.0566, 0, 0, 0, 1.4285714285714284, +1.428596E+00, -2.321499E-10
1684281981.1152136, 0, -0.07991386, 0.0002869087, 0.0795488, 180.3183, 0, 0, 0, 1.5238095238095237, +1.523843E+00, -2.276559E-10
1684281985.7890682, 0, -0.07954828, 0.0002869087, 0.0795488, 180.0566, 0, 0, 0, 1.619047619047619, +1.619133E+00, -2.248281E-10
1684281990.4726286, 0, -0.07954828, 0.0002869087, 0.07991438, 179.7933, 0, 0, 0, 1.7142857142857142, +1.714307E+00, -2.263934E-10
