t,i,x,y,r,theta,xK,tc,therm,dc,trueGateDC,trueGateI
1708972869.7328982, 0, -1.386241e-06, 2.766311e-08, 1.386886e-06, 178.8568, 0, 0, 0, 0.0, +6.898504E-05, -1.528524E-09
1708972874.4080973, 0, -1.386241e-06, 3.497142e-08, 1.408448e-06, 179.1718, 0, 0, 0, 0.5, +5.000523E-01, +2.392360E-10
1708972879.0838885, 0, -1.415488e-06, 3.497142e-08, 1.41592e-06, 178.5847, 0, 0, 0, 1.0, +1.000047E+00, +8.738214E-10
1708972883.749635, 0, -1.393553e-06, 4.958804e-08, 1.401742e-06, 178.253, 0, 0, 0, 1.5, +1.500022E+00, +1.455252E-09
1708972888.4230952, 0, -1.393553e-06, 4.958804e-08, 1.387128e-06, 177.9513, 0, 0, 0, 2.0, +2.000027E+00, +2.062377E-09
1708972893.1017787, 0, -1.386241e-06, 3.497142e-08, 1.386886e-06, 178.5549, 0, 0, 0, 2.5, +2.500484E+00, +2.693838E-09
1708972897.7907183, 0, -1.393553e-06, 3.497142e-08, 1.393827e-06, 178.8628, 0, 0, 0, 3.0, +3.000471E+00, +3.369307E-09
1708972902.457325, 0, -1.400864e-06, 2.766311e-08, 1.393702e-06, 179.1631, 0, 0, 0, 3.5, +3.500541E+00, +4.090382E-09
1708972907.129718, 0, -1.400864e-06, 4.227973e-08, 1.401138e-06, 178.8687, 0, 0, 0, 4.0, +4.000577E+00, +4.846811E-09
1708972911.8050334, 0, -1.37893e-06, 3.497142e-08, 1.386682e-06, 178.253, 0, 0, 0, 4.5, +4.500496E+00, +5.640298E-09
1708972916.4809604, 0, -1.386241e-06, 4.227973e-08, 1.371769e-06, 178.5549, 0, 0, 0, 5.0, +5.000583E+00, +6.469839E-09
1708972921.1408658, 0, -1.386241e-06, 3.497142e-08, 1.386517e-06, 177.5861, 0, 0, 0, 5.5, +5.500569E+00, +7.325133E-09
1708972925.825764, 0, -1.33506e-06, 2.03548e-08, 1.320727e-06, 179.4307, 0, 0, 0, 6.0, +6.000603E+00, +8.197814E-09
1708972930.5212078, 0, -1.342372e-06, 2.766311e-08, 1.357148e-06, 178.5395, 0, 0, 0, 6.5, +6.500631E+00, +9.127479E-09
1708972935.187257, 0, -1.422799e-06, 2.766311e-08, 1.41592e-06, 178.2891, 0, 0, 0, 7.0, +7.000534E+00, +1.005528E-08
1708972939.8597636, 0, -1.422799e-06, 2.03548e-08, 1.423068e-06, 178.8861, 0, 0, 0, 7.5, +7.500210E+00, +1.098866E-08
1708972944.5357335, 0, -1.33506e-06, 2.766311e-08, 1.335347e-06, 178.8194, 0, 0, 0, 8.0, +8.000289E+00, +1.193456E-08
1708972949.1979847, 0, -1.342372e-06, 3.497142e-08, 1.342657e-06, 178.5076, 0, 0, 0, 8.5, +8.500327E+00, +1.289409E-08
