t,i,x,y,r,theta,xK,tc,therm,dc,trueGateDC,trueGateI
1708627756.9787066, 0, 9.653031e-05, 2.869087e-06, 9.657294e-05, 1.640364, 0, 0, 0, 0.0, +3.454559E-05, -2.593376E-11
1708627761.6379936, 0, 9.653031e-05, 6.523243e-06, 9.675047e-05, 3.866007, 0, 0, 0, 2.0, +1.999988E+00, -1.381524E-11
1708627766.323459, 0, 8.556294e-05, -7.850687e-07, 8.581124e-05, 359.4743, 0, 0, 0, 4.0, +4.000260E+00, -1.215584E-11
1708627770.98929, 0, 8.921873e-05, 2.869087e-06, 8.561103e-05, 359.4743, 0, 0, 0, 6.0, +6.000295E+00, -8.686239E-12
1708627775.6418643, 0, 8.556294e-05, 2.869087e-06, 8.561103e-05, 359.4743, 0, 0, 0, 8.0, +7.999983E+00, -9.390240E-12
1708627780.3086414, 0, 8.921873e-05, 2.869087e-06, 8.216649e-05, 1.920516, 0, 0, 0, 10.0, +1.000006E+01, -9.591385E-12
1708627784.9906342, 0, 8.921873e-05, 2.869087e-06, 8.581124e-05, 1.769423, 0, 0, 0, 12.0, +1.200019E+01, -9.641654E-12
1708627789.666469, 0, 7.825135e-05, 2.869087e-06, 8.195738e-05, 2.006166, 0, 0, 0, 14.0, +1.399982E+01, -6.976603E-12
1708627794.3490548, 0, 9.287452e-05, 6.523243e-06, 9.657294e-05, 359.534, 0, 0, 0, 16.0, +1.599992E+01, -8.434845E-12
1708627799.0248015, 0, 9.653031e-05, 2.869087e-06, 9.653351e-05, 1.640364, 0, 0, 0, 18.0, +1.800004E+01, -6.322921E-12
1708627803.7207637, 0, 9.653031e-05, -7.850687e-07, 9.291882e-05, 1.702451, 0, 0, 0, 20.0, +1.999982E+01, -6.775495E-12
1708627808.4064517, 0, 9.287452e-05, 2.869087e-06, 9.291882e-05, 6.253647, 0, 0, 0, 20.0, +1.999985E+01, -9.189125E-12
1708627813.0850005, 0, 9.287452e-05, 2.869087e-06, 9.291882e-05, 4.017694, 0, 0, 0, 18.0, +1.800002E+01, -1.738547E-11
1708627817.7610483, 0, 0.0001001861, -7.850687e-07, 0.0001076954, 3.4726, 0, 0, 0, 16.0, +1.599995E+01, -1.889398E-11
1708627822.4335995, 0, 0.0001001861, 2.869087e-06, 0.0001001892, 1.582644, 0, 0, 0, 14.0, +1.399983E+01, -2.060366E-11
1708627827.1195433, 0, 0.0001148093, 2.869087e-06, 0.0001221546, 4.910255, 0, 0, 0, 12.0, +1.200022E+01, -2.256474E-11
1708627831.7951775, 0, 0.0001221209, 1.01774e-05, 0.0001111562, 3.151792, 0, 0, 0, 10.0, +1.000006E+01, -2.573264E-11
1708627836.4709868, 0, 0.0001148093, 2.869087e-06, 0.0001111562, 1.528847, 0, 0, 0, 8.0, +8.000007E+00, -2.387214E-11
1708627841.1396732, 0, 0.0001074977, -7.850687e-07, 0.0001002272, 1.640364, 0, 0, 0, 6.0, +6.000291E+00, -2.457612E-11
1708627845.8156223, 0, 0.0001038419, 2.869087e-06, 0.0001075006, 1.702451, 0, 0, 0, 4.0, +4.000248E+00, -2.673833E-11
1708627850.4715178, 0, 0.0001074977, -7.850687e-07, 0.0001038815, 1.528847, 0, 0, 0, 2.0, +1.999991E+00, -2.316815E-11
1708627855.137329, 0, 0.0001074977, 2.869087e-06, 0.0001038449, 359.551, 0, 0, 0, 0.0, +3.373958E-05, -2.568237E-11
1708627859.8093946, 0, 0.0001001861, 2.869087e-06, 9.653351e-05, 3.725341, 0, 0, 0, 0.0, +3.454479E-05, -2.331901E-11
1708627864.4818866, 0, 9.653031e-05, -7.850687e-07, 9.653351e-05, 3.725341, 0, 0, 0, -2.0, -2.000014E+00, -7.328697E-12
1708627869.167847, 0, 9.287452e-05, 6.523243e-06, 8.926485e-05, 1.841877, 0, 0, 0, -4.0, -4.000582E+00, -3.086164E-11
