t,i,x,y,r,theta,xK,tc,therm,dc,trueGateDC,trueGateI
1708628926.2323654, 0, 8.921873e-05, -4.439225e-06, 8.926485e-05, 359.5157, 0, 0, 0, 0.0, +1.984448E-05, -1.507691E-09
1708628930.915453, 0, 8.921873e-05, -7.850687e-07, 8.93291e-05, 1.841877, 0, 0, 0, 4.0, +4.000080E+00, +6.305344E-09
1708628935.6071355, 0, 8.921873e-05, -7.850687e-07, 9.287784e-05, 359.5157, 0, 0, 0, 8.0, +7.999844E+00, +1.383034E-08
1708628940.269636, 0, 8.921873e-05, 6.523243e-06, 8.926485e-05, 357.1515, 0, 0, 0, 12.0, +1.200006E+01, +2.414852E-08
1708628944.9569123, 0, 9.287452e-05, 2.869087e-06, 9.291882e-05, 357.2635, 0, 0, 0, 16.0, +1.599979E+01, +3.190799E-08
1708628949.6403325, 0, 9.287452e-05, -7.850687e-07, 9.287784e-05, 359.5157, 0, 0, 0, 20.0, +1.999968E+01, +4.219282E-08
1708628954.3305538, 0, 0.0001038419, 2.869087e-06, 0.0001038449, 359.551, 0, 0, 0, 24.0, +2.399992E+01, +5.246838E-08
1708628959.0094051, 0, 0.0001074977, -7.850687e-07, 0.0001185482, 1.387366, 0, 0, 0, 28.0, +2.800076E+01, +6.193537E-08
1708628963.6784542, 0, 0.0001148093, 2.869087e-06, 0.0001111562, 357.7857, 0, 0, 0, 32.0, +3.200191E+01, +7.180621E-08
1708628968.3543677, 0, 0.0001148093, -7.850687e-07, 0.000107536, 357.713, 0, 0, 0, 36.0, +3.600034E+01, +8.544879E-08
1708628973.020028, 0, 0.0001148093, -7.850687e-07, 0.0001111562, 359.5953, 0, 0, 0, 40.0, +4.000172E+01, +9.208962E-08
1708628977.6990516, 0, 0.0001074977, 2.869087e-06, 0.0001111562, 1.478587, 0, 0, 0, 40.0, +4.000159E+01, +8.966697E-08
1708628982.3825502, 0, 0.0001148093, 2.869087e-06, 0.0001148451, 1.431525, 0, 0, 0, 36.0, +3.600014E+01, +7.744406E-08
1708628987.0606122, 0, 0.0001184651, 2.869087e-06, 0.0001184677, 359.6082, 0, 0, 0, 32.0, +3.200188E+01, +6.612031E-08
1708628991.7431018, 0, 0.0001221209, -7.850687e-07, 0.0001221234, 359.6317, 0, 0, 0, 28.0, +2.800085E+01, +5.533735E-08
1708628996.419915, 0, 0.0001184651, -7.850687e-07, 0.0001184677, 359.6203, 0, 0, 0, 24.0, +2.399964E+01, +4.514661E-08
1708629001.1445935, 0, 0.0001221209, -7.850687e-07, 0.0001221234, 1.387366, 0, 0, 0, 20.0, +1.999967E+01, +3.557404E-08
1708629005.828399, 0, 0.0001184651, -7.850687e-07, 0.0001184998, 359.6203, 0, 0, 0, 16.0, +1.599978E+01, +2.648179E-08
1708629010.5065787, 0, 0.0001148093, -7.850687e-07, 0.0001111562, 359.5953, 0, 0, 0, 12.0, +1.200005E+01, +1.809810E-08
1708629015.185546, 0, 0.0001111535, 2.869087e-06, 0.0001111905, 359.6082, 0, 0, 0, 8.0, +7.999834E+00, +1.037359E-08
1708629019.8619797, 0, 0.0001148093, -7.850687e-07, 0.0001148951, 357.713, 0, 0, 0, 4.0, +4.000055E+00, +3.363607E-09
1708629024.5642784, 0, 0.0001111535, -7.850687e-07, 0.0001111905, 359.6082, 0, 0, 0, 0.0, +1.843504E-05, -3.102295E-09
1708629029.2584932, 0, 0.0001148093, -7.850687e-07, 0.0001150942, 1.431525, 0, 0, 0, 0.0, +1.702586E-05, -2.357342E-09
1708629033.9690216, 0, 0.0001148093, 2.869087e-06, 0.0001185482, 1.387366, 0, 0, 0, -4.0, -4.000722E+00, -1.114207E-08
1708629038.6448355, 0, 0.0001148093, -4.439225e-06, 0.0001148451, 359.6082, 0, 0, 0, -8.0, -8.000986E+00, -2.090025E-08
1708629043.3305693, 0, 0.0001148093, -7.850687e-07, 0.0001148119, 357.7857, 0, 0, 0, -12.0, -1.200085E+01, -3.091633E-08
1708629048.006399, 0, 0.0001148093, -4.439225e-06, 0.0001148119, 357.7857, 0, 0, 0, -16.0, -1.600049E+01, -4.091555E-08
1708629052.7187643, 0, 0.0001111535, -4.439225e-06, 0.0001111562, 357.713, 0, 0, 0, -20.0, -2.000050E+01, -5.780423E-08
1708629057.3844063, 0, 0.0001111535, -7.850687e-07, 0.0001148451, 359.6082, 0, 0, 0, -24.0, -2.400926E+01, -7.127336E-08
1708629062.0916703, 0, 0.0001111535, -7.850687e-07, 0.0001149944, 357.7857, 0, 0, 0, -28.0, -6.331524E+00, -1.000021E-06
1708629066.8028378, 0, 0.0001148093, -4.439225e-06, 0.0001148119, 357.713, 0, 0, 0, -32.0, -6.498483E+00, -1.000022E-06
1708629071.4951441, 0, 0.0001184651, -7.850687e-07, 0.0001148951, 1.431525, 0, 0, 0, -36.0, -6.514927E+00, -1.000021E-06
1708629076.1707814, 0, 0.0001184651, -4.439225e-06, 0.0001148451, 359.6082, 0, 0, 0, -40.0, -6.525928E+00, -1.000021E-06
1708629080.8463478, 0, 0.0001148093, -7.850687e-07, 0.0001148451, 359.5953, 0, 0, 0, -40.0, -6.561454E+00, -1.000021E-06
1708629085.5658479, 0, 0.0001148093, -4.439225e-06, 0.0001111905, 359.5953, 0, 0, 0, -36.0, -6.562732E+00, -1.000021E-06
1708629090.2850854, 0, 0.0001038419, -7.850687e-07, 9.287784e-05, 359.5157, 0, 0, 0, -32.0, -6.579007E+00, -1.000021E-06
1708629094.9795835, 0, 8.190714e-05, -8.093381e-06, 8.556655e-05, 359.4743, 0, 0, 0, -28.0, -6.584866E+00, -1.000020E-06
1708629099.6665106, 0, 8.556294e-05, -7.850687e-07, 8.195738e-05, 359.4508, 0, 0, 0, -24.0, -6.608323E+00, -1.000021E-06
1708629104.3652294, 0, 8.556294e-05, -7.850687e-07, 8.556655e-05, 359.4743, 0, 0, 0, -20.0, -6.614156E+00, -1.000019E-06
1708629109.0814652, 0, 8.556294e-05, -4.439225e-06, 8.922219e-05, 357.03, 0, 0, 0, -16.0, -6.655499E+00, -1.000018E-06
1708629113.7733352, 0, 8.556294e-05, 2.869087e-06, 8.556655e-05, 1.841877, 0, 0, 0, -12.0, -6.660980E+00, -1.000020E-06
1708629118.464872, 0, 9.287452e-05, -7.850687e-07, 9.287784e-05, 359.534, 0, 0, 0, -8.0, -6.722610E+00, -1.000020E-06
1708629123.1525152, 0, 9.287452e-05, -4.439225e-06, 9.287784e-05, 1.769423, 0, 0, 0, -4.0, -4.000875E+00, -3.472082E-07
1708629127.8422427, 0, 8.921873e-05, -7.850687e-07, 9.287784e-05, 1.769423, 0, 0, 0, 0.0, -6.308786E-05, +1.835218E-09
1708629132.5306222, 0, 9.653031e-05, -7.850687e-07, 9.657294e-05, 1.769423, 0, 0, 0, 0.0, -6.540283E-05, +9.300835E-10
1708629137.2299736, 0, 9.287452e-05, -7.850687e-07, 9.657294e-05, 357.3669, 0, 0, 0, 4.0, +4.000243E+00, +4.129611E-07
1708629141.9228976, 0, 9.653031e-05, -7.850687e-07, 0.0001001892, 359.534, 0, 0, 0, 8.0, +6.128350E+00, +1.000014E-06
1708629146.6078498, 0, 0.0001001861, -7.850687e-07, 9.653351e-05, 1.640364, 0, 0, 0, 12.0, +6.156857E+00, +1.000012E-06
1708629151.2954261, 0, 9.653031e-05, -7.850687e-07, 9.653351e-05, 359.534, 0, 0, 0, 16.0, +6.172279E+00, +1.000010E-06
1708629156.0076442, 0, 9.653031e-05, -7.850687e-07, 9.657294e-05, 359.534, 0, 0, 0, 20.0, +6.149971E+00, +1.000011E-06
1708629160.7015584, 0, 9.287452e-05, -4.439225e-06, 9.653351e-05, 359.5157, 0, 0, 0, 24.0, +6.160929E+00, +1.000014E-06
1708629165.387189, 0, 9.287452e-05, -4.439225e-06, 9.287784e-05, 357.1515, 0, 0, 0, 28.0, +6.124066E+00, +1.000012E-06
