t,i,x,y,r,theta,xK,tc,therm,dc,trueGateDC,trueGateI
1708631783.9125636, 0, -1.356995e-06, -1.618676e-08, 1.34978e-06, 180.6834, 0, 0, 0, 15.5, +1.549963E+01, +1.929956E-08
1708631788.6153722, 0, -1.356995e-06, -8.878449e-09, 1.33509e-06, 180.9973, 0, 0, 0, 16.0, +1.599969E+01, +1.992911E-08
1708631793.290921, 0, -1.364307e-06, -3.080338e-08, 1.364509e-06, 180.9973, 0, 0, 0, 16.5, +1.649977E+01, +2.056613E-08
1708631797.9461148, 0, -1.356995e-06, -2.349507e-08, 1.364509e-06, 180.9814, 0, 0, 0, 17.0, +1.699974E+01, +2.121201E-08
1708631802.6286438, 0, -1.356995e-06, -1.618676e-08, 1.364403e-06, 180.9919, 0, 0, 0, 17.5, +1.749983E+01, +2.188585E-08
1708631807.3242722, 0, -1.349683e-06, -8.878449e-09, 1.364335e-06, 180.9866, 0, 0, 0, 18.0, +1.799977E+01, +2.253813E-08
1708631812.027289, 0, -1.364307e-06, -1.618676e-08, 1.371819e-06, 180.6761, 0, 0, 0, 18.5, +1.849956E+01, +2.326868E-08
1708631816.7332761, 0, -1.364307e-06, -2.349507e-08, 1.37913e-06, 180.9866, 0, 0, 0, 19.0, +1.899964E+01, +2.397570E-08
1708631821.398547, 0, -1.364307e-06, -1.618676e-08, 1.371819e-06, 180.9814, 0, 0, 0, 19.5, +1.949963E+01, +2.469441E-08
1708631826.0811737, 0, -1.37893e-06, -1.618676e-08, 1.371647e-06, 180.9814, 0, 0, 0, 20.0, +1.999960E+01, +2.541948E-08
1708631830.7567809, 0, -1.37893e-06, -8.878449e-09, 1.371647e-06, 180.3689, 0, 0, 0, 20.0, +1.999959E+01, +2.521215E-08
1708631835.4492443, 0, -1.364307e-06, -2.349507e-08, 1.379025e-06, 180.9762, 0, 0, 0, 19.5, +1.949962E+01, +2.412048E-08
1708631840.1654513, 0, -1.37893e-06, -1.618676e-08, 1.371714e-06, 180.6798, 0, 0, 0, 19.0, +1.899962E+01, +2.310666E-08
1708631844.8776944, 0, -1.371618e-06, -2.349507e-08, 1.371647e-06, 180.6761, 0, 0, 0, 18.5, +1.849955E+01, +2.213543E-08
1708631849.563406, 0, -1.37893e-06, -1.570137e-09, 1.364403e-06, 180.6798, 0, 0, 0, 18.0, +1.799979E+01, +2.117964E-08
1708631854.2492578, 0, -1.371618e-06, -1.618676e-08, 1.364335e-06, 180.0659, 0, 0, 0, 17.5, +1.749983E+01, +2.026390E-08
1708631858.9449525, 0, -1.364307e-06, -2.349507e-08, 1.349684e-06, 180.9919, 0, 0, 0, 17.0, +1.699979E+01, +1.935050E-08
1708631863.6385605, 0, -1.364307e-06, -1.618676e-08, 1.357091e-06, 180.3769, 0, 0, 0, 16.5, +1.649973E+01, +1.847086E-08
1708631868.3461115, 0, -1.356995e-06, -8.878449e-09, 1.371714e-06, 180.6834, 0, 0, 0, 16.0, +1.599965E+01, +1.763950E-08
1708631873.0448096, 0, -1.356995e-06, -2.349507e-08, 1.364335e-06, 180.6871, 0, 0, 0, 15.5, +1.549966E+01, +1.676679E-08
1708631877.7204792, 0, -1.342372e-06, -1.618676e-08, 1.349888e-06, 180.6834, 0, 0, 0, 15.0, +1.499968E+01, +1.595937E-08
1708631882.390471, 0, -1.342372e-06, -2.349507e-08, 1.357091e-06, 180.6834, 0, 0, 0, 14.5, +1.449967E+01, +1.516718E-08
1708631887.079194, 0, -1.356995e-06, -8.878449e-09, 1.357198e-06, 180.379, 0, 0, 0, 14.0, +1.399957E+01, +1.432054E-08
1708631891.7551212, 0, -1.349683e-06, -2.349507e-08, 1.357198e-06, 181.0027, 0, 0, 0, 13.5, +1.349955E+01, +1.360765E-08
1708631896.4429758, 0, -1.342372e-06, -8.878449e-09, 1.327778e-06, 180.6909, 0, 0, 0, 13.0, +1.299959E+01, +1.287500E-08
1708631901.140342, 0, -1.342372e-06, -2.349507e-08, 1.349888e-06, 181.0082, 0, 0, 0, 12.5, +1.249990E+01, +1.214647E-08
1708631905.8022673, 0, -1.342372e-06, -1.618676e-08, 1.342577e-06, 181.3074, 0, 0, 0, 12.0, +1.199994E+01, +1.143138E-08
1708631910.4881375, 0, -1.349683e-06, -8.878449e-09, 1.335158e-06, 180.6947, 0, 0, 0, 11.5, +1.149982E+01, +1.074348E-08
1708631915.1541843, 0, -1.327749e-06, -8.878449e-09, 1.335158e-06, 180.6909, 0, 0, 0, 11.0, +1.099982E+01, +1.007267E-08
1708631919.839794, 0, -1.33506e-06, -8.878449e-09, 1.342401e-06, 180.379, 0, 0, 0, 10.5, +1.049987E+01, +9.416300E-09
1708631924.529545, 0, -1.342372e-06, -8.878449e-09, 1.320536e-06, 180.7023, 0, 0, 0, 10.0, +9.999805E+00, +8.776569E-09
1708631929.2276404, 0, -1.327749e-06, -1.618676e-08, 1.320536e-06, 180.3831, 0, 0, 0, 9.5, +9.499783E+00, +8.143577E-09
1708631933.8674378, 0, -1.320437e-06, -1.618676e-08, 1.313225e-06, 181.0308, 0, 0, 0, 9.0, +8.999748E+00, +7.540905E-09
1708631938.576438, 0, -1.320437e-06, -2.349507e-08, 1.320536e-06, 180.7023, 0, 0, 0, 8.5, +8.499790E+00, +6.953718E-09
1708631943.2379572, 0, -1.320437e-06, -1.618676e-08, 1.313225e-06, 181.0194, 0, 0, 0, 8.0, +7.999716E+00, +6.351392E-09
1708631947.9142952, 0, -1.305814e-06, -1.618676e-08, 1.320646e-06, 180.6985, 0, 0, 0, 7.5, +7.499647E+00, +5.792317E-09
1708631952.6081235, 0, -1.320437e-06, -1.618676e-08, 1.320536e-06, 181.3438, 0, 0, 0, 7.0, +6.999978E+00, +5.238620E-09
1708631957.3290014, 0, -1.320437e-06, -8.878449e-09, 1.320438e-06, 180.7023, 0, 0, 0, 6.5, +6.500024E+00, +4.703475E-09
1708631961.9946637, 0, -1.313125e-06, -2.349507e-08, 1.313336e-06, 180.7063, 0, 0, 0, 6.0, +6.000034E+00, +4.185979E-09
1708631966.6604402, 0, -1.313125e-06, -2.349507e-08, 1.313336e-06, 180.7183, 0, 0, 0, 5.5, +5.499981E+00, +3.672257E-09
1708631971.3430436, 0, -1.305814e-06, -1.618676e-08, 1.306025e-06, 181.0308, 0, 0, 0, 5.0, +5.000009E+00, +3.172309E-09
1708631976.009115, 0, -1.305814e-06, -1.618676e-08, 1.305844e-06, 180.7142, 0, 0, 0, 4.5, +4.499928E+00, +2.693830E-09
1708631980.7005947, 0, -1.298502e-06, -8.878449e-09, 1.298603e-06, 181.0425, 0, 0, 0, 4.0, +3.999965E+00, +2.199368E-09
1708631985.4180853, 0, -1.298502e-06, -1.618676e-08, 1.298715e-06, 180.7183, 0, 0, 0, 3.5, +3.499943E+00, +1.768557E-09
1708631990.1294255, 0, -1.291191e-06, -1.570137e-09, 1.305844e-06, 180.7142, 0, 0, 0, 3.0, +2.999881E+00, +1.383301E-09
1708631994.8049512, 0, -1.305814e-06, -1.570137e-09, 1.28391e-06, 180.7183, 0, 0, 0, 2.5, +2.499866E+00, +8.954714E-10
1708631999.4809458, 0, -1.298502e-06, -1.618676e-08, 1.298603e-06, 181.0425, 0, 0, 0, 2.0, +1.999961E+00, +4.657669E-10
1708632004.176609, 0, -1.305814e-06, -8.878449e-09, 1.291221e-06, 180.7183, 0, 0, 0, 1.5, +1.499953E+00, +6.995224E-11
1708632008.8791978, 0, -1.291191e-06, -1.618676e-08, 1.283981e-06, 181.0425, 0, 0, 0, 1.0, +9.999844E-01, -3.686035E-10
1708632013.570695, 0, -1.298502e-06, -1.618676e-08, 1.283981e-06, 180.394, 0, 0, 0, 0.5, +4.999879E-01, -8.462503E-10
1708632018.2938056, 0, -1.291191e-06, -1.618676e-08, 1.284249e-06, 180.3962, 0, 0, 0, 0.0, +6.957358E-06, -1.397721E-09
1708632022.980236, 0, -1.276568e-06, -1.618676e-08, 1.27667e-06, 180.7183, 0, 0, 0, 0.0, +8.970252E-06, -1.308961E-09
1708632027.6657352, 0, -1.276568e-06, -1.570137e-09, 1.269287e-06, 180.7224, 0, 0, 0, -0.5, -5.001100E-01, -2.035889E-09
1708632032.350913, 0, -1.283879e-06, -1.618676e-08, 1.276784e-06, 181.0605, 0, 0, 0, -1.0, -1.000101E+00, -2.778558E-09
1708632037.017247, 0, -1.276568e-06, -2.349507e-08, 1.284094e-06, 180.7265, 0, 0, 0, -1.5, -1.500073E+00, -3.584744E-09
1708632041.689643, 0, -1.276568e-06, -1.618676e-08, 1.283981e-06, 180.4008, 0, 0, 0, -2.0, -2.000025E+00, -4.448004E-09
1708632046.3816752, 0, -1.261944e-06, -8.878449e-09, 1.269287e-06, 180.4008, 0, 0, 0, -2.5, -2.500674E+00, -5.355278E-09
1708632051.0676804, 0, -1.276568e-06, -8.878449e-09, 1.269359e-06, 180.7307, 0, 0, 0, -3.0, -3.000836E+00, -6.286479E-09
1708632055.7596881, 0, -1.269256e-06, -2.349507e-08, 1.269359e-06, 180.7307, 0, 0, 0, -3.5, -3.501019E+00, -7.255504E-09
1708632060.446079, 0, -1.276568e-06, -1.618676e-08, 1.254737e-06, 181.0605, 0, 0, 0, -4.0, -4.000821E+00, -8.251281E-09
1708632065.1315908, 0, -1.254633e-06, -2.349507e-08, 1.269359e-06, 181.0728, 0, 0, 0, -4.5, -4.500883E+00, -9.266862E-09
1708632069.8140712, 0, -1.254633e-06, -1.618676e-08, 1.27667e-06, 181.0667, 0, 0, 0, -5.0, -5.001062E+00, -1.030001E-08
1708632074.5396245, 0, -1.254633e-06, -8.878449e-09, 1.254664e-06, 180.7349, 0, 0, 0, -5.5, -5.500836E+00, -1.135311E-08
1708632079.2518277, 0, -1.261944e-06, -1.618676e-08, 1.276784e-06, 180.4031, 0, 0, 0, -6.0, -6.000963E+00, -1.242196E-08
1708632083.9446504, 0, -1.269256e-06, -1.618676e-08, 1.262048e-06, 180.0717, 0, 0, 0, -6.5, -6.501080E+00, -1.350654E-08
1708632088.6307154, 0, -1.261944e-06, -8.878449e-09, 1.247353e-06, 180.7349, 0, 0, 0, -7.0, -7.000783E+00, -1.460756E-08
1708632093.3163357, 0, -1.254633e-06, -1.618676e-08, 1.254737e-06, 180.4055, 0, 0, 0, -7.5, -7.500933E+00, -1.571467E-08
1708632098.0022886, 0, -1.247321e-06, -8.878449e-09, 1.254664e-06, 180.0726, 0, 0, 0, -8.0, -8.001057E+00, -1.684125E-08
1708632102.6982386, 0, -1.247321e-06, -1.618676e-08, 1.247353e-06, 180.4079, 0, 0, 0, -8.5, -8.500873E+00, -1.797348E-08
1708632107.3843708, 0, -1.247321e-06, -1.618676e-08, 1.262163e-06, 181.0791, 0, 0, 0, -9.0, -9.000956E+00, -1.911767E-08
1708632112.0726542, 0, -1.247321e-06, -1.618676e-08, 1.26232e-06, 180.4055, 0, 0, 0, -9.5, -9.501054E+00, -2.026515E-08
1708632116.7686155, 0, -1.247321e-06, -1.618676e-08, 1.254664e-06, 180.4102, 0, 0, 0, -10.0, -1.000082E+01, -2.141383E-08
1708632121.4807723, 0, -1.24001e-06, -8.878449e-09, 1.240115e-06, 180.7523, 0, 0, 0, -10.5, -1.050095E+01, -2.255756E-08
1708632126.1662586, 0, -1.232698e-06, -2.349507e-08, 1.247543e-06, 180.7435, 0, 0, 0, -11.0, -1.100103E+01, -2.372648E-08
1708632130.831806, 0, -1.24001e-06, -1.618676e-08, 1.240115e-06, 180.4079, 0, 0, 0, -11.5, -1.150075E+01, -2.489722E-08
1708632135.538186, 0, -1.225387e-06, -2.349507e-08, 1.225419e-06, 180.7479, 0, 0, 0, -12.0, -1.200093E+01, -2.606581E-08
1708632140.231834, 0, -1.225387e-06, -1.618676e-08, 1.218107e-06, 180.7523, 0, 0, 0, -12.5, -1.250102E+01, -2.724302E-08
1708632144.902398, 0, -1.225387e-06, -8.878449e-09, 1.232804e-06, 180.7523, 0, 0, 0, -13.0, -1.300078E+01, -2.843051E-08
1708632149.5888224, 0, -1.225387e-06, -8.878449e-09, 1.232699e-06, 181.105, 0, 0, 0, -13.5, -1.350079E+01, -2.961712E-08
1708632154.281061, 0, -1.225387e-06, -8.878449e-09, 1.225493e-06, 180.4176, 0, 0, 0, -14.0, -1.400090E+01, -3.082337E-08
1708632158.9567509, 0, -1.218075e-06, -1.618676e-08, 1.218107e-06, 180.7706, 0, 0, 0, -14.5, -1.450069E+01, -3.202180E-08
1708632163.6219492, 0, -1.210763e-06, -1.618676e-08, 1.225612e-06, 180.4151, 0, 0, 0, -15.0, -1.500077E+01, -3.324035E-08
1708632168.3238978, 0, -1.218075e-06, -8.878449e-09, 1.218182e-06, 180.7614, 0, 0, 0, -15.5, -1.550080E+01, -3.446064E-08
1708632173.027334, 0, -1.210763e-06, -1.618676e-08, 1.218182e-06, 180.4176, 0, 0, 0, -16.0, -1.600056E+01, -3.569014E-08
1708632177.713235, 0, -1.210763e-06, -2.349507e-08, 1.203453e-06, 180.4176, 0, 0, 0, -16.5, -1.650066E+01, -3.692288E-08
1708632182.398697, 0, -1.210763e-06, -1.618676e-08, 1.203561e-06, 180.4227, 0, 0, 0, -17.0, -1.700078E+01, -3.817679E-08
1708632187.1013381, 0, -1.203452e-06, -1.618676e-08, 1.210872e-06, 180.7706, 0, 0, 0, -17.5, -1.750053E+01, -3.943783E-08
1708632191.7771275, 0, -1.210763e-06, -1.618676e-08, 1.203561e-06, 181.1117, 0, 0, 0, -18.0, -1.800054E+01, -4.069536E-08
1708632196.4626396, 0, -1.210763e-06, -2.349507e-08, 1.19625e-06, 180.7706, 0, 0, 0, -18.5, -1.850068E+01, -4.197227E-08
1708632201.1318212, 0, -1.203452e-06, -8.878449e-09, 1.188939e-06, 180.4227, 0, 0, 0, -19.0, -1.900046E+01, -4.324638E-08
1708632205.817881, 0, -1.203452e-06, -1.618676e-08, 1.203561e-06, 180.4253, 0, 0, 0, -19.5, -1.950045E+01, -4.453769E-08
1708632210.4934034, 0, -1.203452e-06, -1.618676e-08, 1.203681e-06, 180.4227, 0, 0, 0, -20.0, -2.000052E+01, -4.582124E-08
1708632215.1595092, 0, -1.203452e-06, -1.618676e-08, 1.19625e-06, 181.1185, 0, 0, 0, -20.0, -2.000052E+01, -4.575183E-08
1708632219.8650255, 0, -1.210763e-06, -1.618676e-08, 1.196173e-06, 180.766, 0, 0, 0, -19.5, -1.950048E+01, -4.436885E-08
1708632224.5767214, 0, -1.203452e-06, -2.349507e-08, 1.211363e-06, 181.1253, 0, 0, 0, -19.0, -1.900045E+01, -4.299659E-08
1708632229.2599256, 0, -1.203452e-06, -1.618676e-08, 1.196371e-06, 181.1185, 0, 0, 0, -18.5, -1.850067E+01, -4.163168E-08
1708632233.9412138, 0, -1.203452e-06, -2.349507e-08, 1.196173e-06, 180.4202, 0, 0, 0, -18.0, -1.800054E+01, -4.027445E-08
1708632238.6169083, 0, -1.210763e-06, -1.618676e-08, 1.203561e-06, 180.766, 0, 0, 0, -17.5, -1.750051E+01, -3.893035E-08
1708632243.2727878, 0, -1.19614e-06, -1.618676e-08, 1.203561e-06, 180.4253, 0, 0, 0, -17.0, -1.700078E+01, -3.759336E-08
1708632247.9385033, 0, -1.19614e-06, -2.349507e-08, 1.210796e-06, 180.7706, 0, 0, 0, -16.5, -1.650065E+01, -3.626113E-08
1708632252.6309767, 0, -1.203452e-06, -1.618676e-08, 1.203846e-06, 181.1185, 0, 0, 0, -16.0, -1.600054E+01, -3.494393E-08
1708632257.3132598, 0, -1.210763e-06, -1.618676e-08, 1.210796e-06, 180.4202, 0, 0, 0, -15.5, -1.550078E+01, -3.363513E-08
1708632261.9890797, 0, -1.218075e-06, -8.878449e-09, 1.210796e-06, 180.7706, 0, 0, 0, -15.0, -1.500077E+01, -3.233824E-08
1708632266.6715617, 0, -1.210763e-06, -2.349507e-08, 1.218182e-06, 180.4227, 0, 0, 0, -14.5, -1.450070E+01, -3.104359E-08
1708632271.3473158, 0, -1.203452e-06, -8.878449e-09, 1.210872e-06, 180.4202, 0, 0, 0, -14.0, -1.400088E+01, -2.976339E-08
1708632276.023154, 0, -1.218075e-06, -2.349507e-08, 1.218301e-06, 180.4176, 0, 0, 0, -13.5, -1.350079E+01, -2.848851E-08
1708632280.7089677, 0, -1.210763e-06, -1.570137e-09, 1.218107e-06, 180.766, 0, 0, 0, -13.0, -1.300076E+01, -2.722283E-08
1708632285.4078615, 0, -1.218075e-06, -2.349507e-08, 1.210872e-06, 180.4202, 0, 0, 0, -12.5, -1.250100E+01, -2.596952E-08
1708632290.094252, 0, -1.210763e-06, -8.878449e-09, 1.210991e-06, 181.1117, 0, 0, 0, -12.0, -1.200094E+01, -2.472134E-08
1708632294.7694075, 0, -1.225387e-06, -2.349507e-08, 1.210872e-06, 181.1117, 0, 0, 0, -11.5, -1.150076E+01, -2.348442E-08
1708632299.4619265, 0, -1.225387e-06, -3.080338e-08, 1.218182e-06, 181.1117, 0, 0, 0, -11.0, -1.100105E+01, -2.226125E-08
1708632304.1476955, 0, -1.218075e-06, -8.878449e-09, 1.210872e-06, 180.4151, 0, 0, 0, -10.5, -1.050098E+01, -2.104011E-08
1708632308.8433597, 0, -1.210763e-06, -8.878449e-09, 1.218182e-06, 181.105, 0, 0, 0, -10.0, -1.000084E+01, -1.983764E-08
1708632313.5337508, 0, -1.225387e-06, -8.878449e-09, 1.218182e-06, 180.7614, 0, 0, 0, -9.5, -9.501060E+00, -1.864096E-08
1708632318.1981719, 0, -1.210763e-06, -1.618676e-08, 1.210796e-06, 181.105, 0, 0, 0, -9.0, -9.000945E+00, -1.745625E-08
1708632322.8639119, 0, -1.218075e-06, -1.618676e-08, 1.218301e-06, 181.1117, 0, 0, 0, -8.5, -8.500880E+00, -1.628527E-08
1708632327.5198395, 0, -1.218075e-06, -8.878449e-09, 1.225493e-06, 180.0739, 0, 0, 0, -8.0, -8.001080E+00, -1.512741E-08
1708632332.1855159, 0, -1.218075e-06, -3.080338e-08, 1.225493e-06, 181.105, 0, 0, 0, -7.5, -7.500916E+00, -1.397698E-08
1708632336.865852, 0, -1.232698e-06, -1.618676e-08, 1.218301e-06, 181.4486, 0, 0, 0, -7.0, -7.000779E+00, -1.284434E-08
1708632341.5403354, 0, -1.232698e-06, -1.618676e-08, 1.232804e-06, 180.7479, 0, 0, 0, -6.5, -6.501081E+00, -1.172826E-08
1708632346.212864, 0, -1.24001e-06, -1.618676e-08, 1.232804e-06, 180.7479, 0, 0, 0, -6.0, -6.000937E+00, -1.062045E-08
1708632350.8685937, 0, -1.24001e-06, -8.878449e-09, 1.218301e-06, 180.7479, 0, 0, 0, -5.5, -5.500835E+00, -9.528508E-09
1708632355.5444372, 0, -1.232698e-06, -3.080338e-08, 1.240115e-06, 180.4127, 0, 0, 0, -5.0, -5.001080E+00, -8.443527E-09
1708632360.2002845, 0, -1.24001e-06, -2.349507e-08, 1.232804e-06, 181.0855, 0, 0, 0, -4.5, -4.500913E+00, -7.380117E-09
1708632364.8990664, 0, -1.24001e-06, -1.618676e-08, 1.247543e-06, 180.4102, 0, 0, 0, -4.0, -4.000813E+00, -6.326157E-09
1708632369.5849273, 0, -1.24001e-06, -2.349507e-08, 1.247426e-06, 181.0791, 0, 0, 0, -3.5, -3.501022E+00, -5.289543E-09
1708632374.250749, 0, -1.247321e-06, -2.349507e-08, 1.254664e-06, 181.0667, 0, 0, 0, -3.0, -3.000839E+00, -4.268774E-09
1708632378.8965046, 0, -1.247321e-06, -2.349507e-08, 1.247426e-06, 181.4147, 0, 0, 0, -2.5, -2.500681E+00, -3.265658E-09
1708632383.568928, 0, -1.254633e-06, -2.349507e-08, 1.247543e-06, 181.0667, 0, 0, 0, -2.0, -2.000028E+00, -2.287636E-09
1708632388.2514184, 0, -1.254633e-06, -1.618676e-08, 1.254664e-06, 180.7435, 0, 0, 0, -1.5, -1.500074E+00, -1.319922E-09
1708632392.933668, 0, -1.261944e-06, -2.349507e-08, 1.254737e-06, 181.0667, 0, 0, 0, -1.0, -1.000102E+00, -3.788116E-10
1708632397.619523, 0, -1.247321e-06, -2.349507e-08, 1.247426e-06, 181.0791, 0, 0, 0, -0.5, -5.001118E-01, +5.477741E-10
1708632402.3053231, 0, -1.232698e-06, -1.618676e-08, 1.247543e-06, 181.0728, 0, 0, 0, 0.0, -7.808608E-05, +1.467919E-09
1708632406.971116, 0, -1.24001e-06, -2.349507e-08, 1.240115e-06, 180.073, 0, 0, 0, 0.0, -7.687828E-05, +1.280372E-09
