t,i,x,y,r,theta,xK,tc,therm,dc,trueGateDC,trueGateI
1684342171.4987633, 0, -0.07881712, 0.0002869087, 0.07955096, 179.7924, 0, 0, 0, 0.0, +4.317366E-05, -2.303849E-10
1684342176.1550772, 0, -0.07881712, 0.0006523243, 0.07918322, 179.5258, 0, 0, 0, 0.09523809523809523, +9.528679E-02, -2.284661E-10
1684342180.8473048, 0, -0.0791827, 0.0006523243, 0.07918322, 179.528, 0, 0, 0, 0.19047619047619047, +1.905193E-01, -2.316472E-10
1684342185.5294213, 0, -0.0791827, 0.0002869087, 0.07918322, 179.7924, 0, 0, 0, 0.2857142857142857, +2.857693E-01, -2.220533E-10
1684342190.2258396, 0, -0.0791827, 0.0002869087, 0.07918274, 179.7924, 0, 0, 0, 0.38095238095238093, +3.809634E-01, -2.280117E-10
1684342194.9168842, 0, -0.0791827, 0.0006523243, 0.07881765, 179.7924, 0, 0, 0, 0.47619047619047616, +4.762540E-01, -2.260423E-10
1684342199.597974, 0, -0.07881712, 0.0002869087, 0.07918322, 179.7914, 0, 0, 0, 0.5714285714285714, +5.715247E-01, -2.258907E-10
1684342204.2786922, 0, -0.07954828, 0.0006523243, 0.07918322, 179.5258, 0, 0, 0, 0.6666666666666666, +6.666449E-01, -2.286173E-10
1684342208.9951198, 0, -0.07881712, 0.0002869087, 0.07881765, 179.7914, 0, 0, 0, 0.7619047619047619, +7.619566E-01, -2.267996E-10
1684342213.7140787, 0, -0.0791827, -7.850687e-05, 0.0795488, 180.0568, 0, 0, 0, 0.8571428571428571, +8.572087E-01, -2.263451E-10
1684342218.4197721, 0, -0.0791827, 0.0006523243, 0.07918539, 179.528, 0, 0, 0, 0.9523809523809523, +9.524199E-01, -2.261430E-10
