t,i,temp_desired,temp_tc,therm_res,therm_temp
1687455812.2371736,32,1.5,21.4055137,0,0
1687455813.2222736,32,1.5,21.409048,0,0
1687455814.2040594,32,1.5,21.4114303,0,0
1687455815.2005792,32,1.5,21.4145107,0,0
1687455816.1976664,32,1.5,21.4192657,0,0
1687455817.1926284,32,1.5,21.4263668,0,0
1687455818.176532,32,1.5,21.4198398,0,0
1687455819.162269,32,1.5,21.4214954,0,0
1687455820.1457198,32,1.5,21.4152679,0,0
1687455821.12662,32,1.5,21.4217472,0,0
1687455822.1426961,32,1.5,21.4287223,0,0
1687455823.1258273,32,1.5,21.425457,0,0
1687455824.1131864,32,1.5,21.4158878,0,0
1687455825.0958564,32,1.5,21.4184722,0,0
1687455826.0777924,32,1.5,21.4109573,0,0
1687455827.0589392,32,1.5,21.412218,0,0
1687455828.0407758,32,1.5,21.4156436,0,0
1687455829.023008,32,1.5,21.4190254,0,0
1687455830.008933,32,1.5,21.4187278,0,0
1687455830.994632,32,1.5,21.424057,0,0
1687455831.967479,32,1.5,21.4097309,0,0
1687455832.9654896,32,1.5,21.4196109,0,0
1687455833.9643693,32,1.5,21.4132328,0,0
1687455834.9466453,32,1.5,21.4101543,0,0
1687455835.9438915,32,1.5,21.4057903,0,0
1687455836.9253576,32,1.5,21.4151992,0,0
1687455837.9078474,32,1.5,21.4059371,0,0
1687455838.8931046,32,1.5,21.4174957,0,0
1687455839.8785439,32,1.5,21.4080123,0,0
1687455840.862248,32,1.5,21.4149818,0,0
1687455841.8483188,32,1.5,21.4280548,0,0
1687455842.8309379,32,1.5,21.4317245,0,0
1687455843.8126242,32,1.5,21.4398193,0,0
1687455844.797281,32,1.5,21.4315929,0,0
1687455845.7786715,32,1.5,21.4282493,0,0
1687455846.7609663,32,1.5,21.4331703,0,0
1687455847.7429993,32,1.5,21.4310398,0,0
1687455848.7274024,32,1.5,21.4291648,0,0
1687455849.708875,32,1.5,21.4220523,0,0
1687455850.690765,32,1.5,21.433197,0,0
1687455851.6875637,32,1.5,21.4403648,0,0
1687455852.671932,32,1.5,21.4283561,0,0
1687455853.6702976,32,1.5,21.4290828,0,0
1687455854.6568902,32,1.5,21.4309902,0,0
1687455855.64325,32,1.5,21.4214553,0,0
1687455856.618564,32,1.5,21.4263553,0,0
1687455857.5996249,32,1.5,21.4302177,0,0
1687455858.5804534,32,1.5,21.4264907,0,0
