t,i,temp_desired,temp_tc,therm_res,therm_temp
1687457262.0471168,32,1.5,21.9240989,0,0
1687457263.0418441,32,1.5,21.9272785,0,0
1687457264.0263999,32,1.5,21.928688,0,0
1687457265.0229814,32,1.5,21.9327888,0,0
1687457266.0397038,32,1.5,21.9334564,0,0
1687457267.0306554,32,1.5,21.93791,0,0
1687457268.0220952,32,1.5,21.942667,0,0
1687457269.013858,32,1.5,21.9345798,0,0
1687457270.0038579,32,1.5,21.9255714,0,0
1687457270.9873,32,1.5,21.9322814,0,0
1687457271.9696267,32,1.5,21.932331,0,0
1687457272.9601123,32,1.5,21.937231,0,0
1687457273.9495704,32,1.5,21.9325065,0,0
1687457274.9363663,32,1.5,21.931158,0,0
1687457275.9221492,32,1.5,21.9352493,0,0
1687457276.9088664,32,1.5,21.9353675,0,0
1687457277.90532,32,1.5,21.9363098,0,0
1687457278.8880036,32,1.5,21.9535312,0,0
1687457279.8827126,32,1.5,21.9434547,0,0
1687457280.9115956,32,1.5,21.9461212,0,0
1687457281.8929706,32,1.5,21.9573574,0,0
1687457282.8864205,32,1.5,21.960205,0,0
1687457283.8794432,32,1.5,21.9548149,0,0
1687457284.8778641,32,1.5,21.9514064,0,0
1687457285.8628623,32,1.5,21.960062,0,0
1687457286.8526976,32,1.5,21.9570922,0,0
1687457287.844749,32,1.5,21.9578971,0,0
1687457288.844224,32,1.5,21.9560852,0,0
1687457289.8408022,32,1.5,21.9552364,0,0
1687457290.8383565,32,1.5,21.9498653,0,0
1687457291.837874,32,1.5,21.952898,0,0
1687457292.8408465,32,1.5,21.9597816,0,0
1687457293.8276994,32,1.5,21.9558067,0,0
1687457294.8238664,32,1.5,21.9532871,0,0
1687457295.8095725,32,1.5,21.9494476,0,0
1687457296.796864,32,1.5,21.951683,0,0
1687457297.806885,32,1.5,21.9620666,0,0
1687457298.8028133,32,1.5,21.9658889,0,0
1687457299.7982411,32,1.5,21.9597167,0,0
1687457300.7864332,32,1.5,21.95512,0,0
1687457301.7908032,32,1.5,21.9509048,0,0
1687457302.7683504,32,1.5,21.9659252,0,0
1687457303.753817,32,1.5,21.9643955,0,0
1687457304.7470207,32,1.5,21.9676685,0,0
1687457305.7408373,32,1.5,21.974451,0,0
1687457306.7298083,32,1.5,21.9760837,0,0
1687457307.715854,32,1.5,21.9695873,0,0
1687457308.7108295,32,1.5,21.9644584,0,0
1687457309.702842,32,1.5,21.9663562,0,0
1687457310.6947572,32,1.5,21.9735488,0,0
1687457311.6828525,32,1.5,21.9575614,0,0
1687457312.6751006,32,1.5,21.9580059,0,0
1687457313.6610606,32,1.5,21.9659576,0,0
1687457314.656235,32,1.5,21.9686298,0,0
1687457315.6508188,32,1.5,21.964817,0,0
1687457316.6358576,32,1.5,21.9630432,0,0
1687457317.635023,32,1.5,21.9657936,0,0
1687457318.6247325,32,1.5,21.9663467,0,0
1687457319.6278937,32,1.5,21.968666,0,0
1687457320.608874,32,1.5,21.9862422,0,0
1687457321.6058547,32,1.5,21.9844264,0,0
1687457322.6008224,32,1.5,21.9725799,0,0
1687457323.5828326,32,1.5,21.9727077,0,0
1687457324.5708358,32,1.5,21.9776191,0,0
1687457325.5483913,32,1.5,21.9739456,0,0
1687457326.5328374,32,1.5,21.9726066,0,0
