t,i,temp_desired,temp_tc,therm_res,therm_temp
1687455257.6489868,32,1.5,21.0486488,0,0
1687455258.6284444,32,1.5,21.1441783,0,0
1687455259.6052415,32,1.5,21.1975555,0,0
1687455260.5914438,32,1.5,21.2177867,0,0
1687455261.5810184,32,1.5,21.2236442,0,0
1687455262.5773993,32,1.5,21.2223358,0,0
1687455263.5669403,32,1.5,21.2184715,0,0
1687455264.5478616,32,1.5,21.2341728,0,0
1687455265.5273566,32,1.5,21.2409496,0,0
1687455266.5038953,32,1.5,21.2420978,0,0
1687455267.4835858,32,1.5,21.2428798,0,0
1687455268.5100925,32,1.5,21.2579956,0,0
1687455269.4960475,32,1.5,21.2611331,0,0
1687455270.4963999,32,1.5,21.2480506,0,0
1687455271.4925299,32,1.5,21.2531509,0,0
1687455272.4767914,32,1.5,21.2434329,0,0
1687455273.4724276,32,1.5,21.2584648,0,0
1687455274.4777825,32,1.5,21.2554359,0,0
1687455275.4591546,32,1.5,21.2537384,0,0
1687455276.4528425,32,1.5,21.2468128,0,0
1687455277.4371657,32,1.5,21.2460861,0,0
1687455278.4150655,32,1.5,21.2440795,0,0
1687455279.4107316,32,1.5,21.2507495,0,0
1687455280.4047074,32,1.5,21.243679,0,0
1687455281.3887255,32,1.5,21.2425041,0,0
1687455282.3707612,32,1.5,21.2463912,0,0
1687455283.3562176,32,1.5,21.2543888,0,0
1687455284.3409996,32,1.5,21.2459182,0,0
1687455285.3880215,32,1.5,21.2370586,0,0
1687455286.3865826,32,1.5,21.2555065,0,0
1687455287.3730967,32,1.5,21.2520179,0,0
1687455288.3663478,32,1.5,21.2505207,0,0
1687455289.3452656,32,1.5,21.2573738,0,0
1687455290.335525,32,1.5,21.2653598,0,0
1687455291.3315845,32,1.5,21.2570934,0,0
1687455292.3188515,32,1.5,21.2612972,0,0
1687455293.3084626,32,1.5,21.2608203,0,0
1687455294.2851174,32,1.5,21.2594871,0,0
1687455295.2708635,32,1.5,21.2525157,0,0
1687455296.2614381,32,1.5,21.2594699,0,0
1687455297.2367122,32,1.5,21.2584667,0,0
1687455298.2318406,32,1.5,21.2672576,0,0
1687455299.225263,32,1.5,21.2534332,0,0
1687455300.2139177,32,1.5,21.2572898,0,0
1687455301.1928751,32,1.5,21.2576885,0,0
1687455302.1802547,32,1.5,21.264904,0,0
1687455303.1632588,32,1.5,21.2635917,0,0
1687455304.14548,32,1.5,21.2531871,0,0
1687455305.142272,32,1.5,21.2556152,0,0
1687455306.1193898,32,1.5,21.2559146,0,0
1687455307.106091,32,1.5,21.2611694,0,0
1687455308.0923295,32,1.5,21.2635707,0,0
1687455309.0782235,32,1.5,21.2610492,0,0
1687455310.0631766,32,1.5,21.2571048,0,0
1687455311.081399,32,1.5,21.2603168,0,0
1687455312.0546336,32,1.5,21.2551975,0,0
1687455313.028099,32,1.5,21.2518405,0,0
1687455314.028129,32,1.5,21.2581901,0,0
1687455315.080352,32,1.5,21.2547283,0,0
1687455316.0786576,32,1.5,21.2492485,0,0
1687455317.0615876,32,1.5,21.2634258,0,0
1687455318.0527525,32,1.5,21.2616424,0,0
1687455319.0413537,32,1.5,21.2674484,0,0
1687455320.028678,32,1.5,21.2445125,0,0
1687455321.0178356,32,1.5,21.2507934,0,0
1687455322.000892,32,1.5,21.2568359,0,0
1687455322.987657,32,1.5,21.2601203,0,0
1687455323.979518,32,1.5,21.2529048,0,0
1687455324.9654863,32,1.5,21.2502155,0,0
1687455325.955582,32,1.5,21.2519111,0,0
1687455326.944109,32,1.5,21.2646141,0,0
1687455327.932009,32,1.5,21.2588768,0,0
1687455328.9042504,32,1.5,21.2532997,0,0
1687455329.891514,32,1.5,21.2658176,0,0
1687455330.8811512,32,1.5,21.2690811,0,0
1687455331.8677242,32,1.5,21.2696418,0,0
1687455332.8642683,32,1.5,21.2604465,0,0
1687455333.8475506,32,1.5,21.266695,0,0
1687455334.8476856,32,1.5,21.2719917,0,0
1687455335.847173,32,1.5,21.2650299,0,0
1687455336.8259923,32,1.5,21.2634677,0,0
1687455337.8098335,32,1.5,21.2659645,0,0
1687455338.8064563,32,1.5,21.272026,0,0
1687455339.796281,32,1.5,21.2729606,0,0
