t,i,temp_desired,temp_tc,temp_therm,res_therm
1684195150.612615,0,22.9437923,22.9285373,0,0
1684195155.6235588,0.040666464256062414,22.86017386970342,22.937622,0,0
1684195160.6285133,0.08183495658213731,22.776843600048828,22.9290199,0,0
1684195165.654919,0.11593429731904607,22.69314884401779,22.9029998,0,0
1684195170.6504846,0.13311315423164055,22.609770314469145,22.84235,0,0
1684195175.6695087,0.14638917952679895,22.526234671050513,22.7729892,0,0
1684195180.675293,0.1454452651690977,22.442722849621582,22.6758937,0,0
1684195185.6961539,0.1312640255884674,22.359212208364614,22.5542678,0,0
1684195190.6967185,0.1182797811409721,22.275841065818277,22.4368534,0,0
1684195195.7023082,0.10427221245514809,22.192439203038024,22.3191032,0,0
1684195200.708509,0.09292979668562701,22.108949423406727,22.2079772,0,0
1684195205.7178397,0.08678531806729259,22.025434486641693,22.1080303,0,0
1684195210.7280147,0.08523711584100088,21.941860612803904,22.0175628,0,0
1684195215.7755914,0.10278674966831033,21.85780071474533,21.9632797,0,0
1684195220.7330894,0.1117599091901478,21.775025976274616,21.8926086,0,0
1684195225.7559693,0.11752790316544932,21.691505893641917,21.814476,0,0
1684195230.7542825,0.13170172553970189,21.6079964126887,21.7520866,0,0
1684195235.765586,0.13991860926542593,21.52448327995758,21.6773414,0,0
1684195240.7856789,0.13921157439115744,21.44097257114868,21.585205,0,0
1684195245.793969,0.14066689557128312,21.35753329254608,21.4976482,0,0
1684195250.803445,0.1430705396271647,21.274086261366016,21.4121074,0,0
1684195255.8097281,0.14021484110723426,21.190536320779927,21.3165264,0,0
1684195260.822377,0.1442993195308409,21.106906839782205,21.2346591,0,0
1684195265.8277893,0.15004438520019933,21.02355419851761,21.156166,0,0
1684195270.8299234,0.15001976371441572,20.940209544275408,21.0664596,0,0
1684195275.8504107,0.15483704386881034,20.85666299718043,20.9860572,0,0
1684195280.8975053,0.16309689117248816,20.772519259228513,20.9114227,0,0
1684195285.8627927,0.16772386903404474,20.689723746552275,20.8308677,0,0
1684195290.8669612,0.17265656559399994,20.606194417252347,20.7499923,0,0
1684195295.8780046,0.1767173143562457,20.52276097593129,20.6674461,0,0
1684195300.8982677,0.1780798659521649,20.43917279697876,20.5795421,0,0
1684195305.897857,0.16842277911135417,20.35576276836217,20.4710369,0,0
1684195310.9125197,0.17179902222216611,20.272185679847208,20.3883838,0,0
1684195315.9190316,0.16969040846542777,20.1886605308197,20.295309,0,0
1684195320.9309282,0.1744838509538628,20.10505472876053,20.2157382,0,0
1684195325.9462023,0.18000424152581546,20.021541699344127,20.137453,0,0
1684195330.9549265,0.19040680639963903,19.93816467580617,20.0683708,0,0
1684195335.9568727,0.2009564920160056,19.854779828165178,19.9988803,0,0
1684195340.9568365,0.21276193372702337,19.77136383511047,19.9310646,0,0
1684195346.0136275,0.21687826911937702,19.687253253235625,19.8471183,0,0
1684195350.9762452,0.21710324329547306,19.60445696172536,19.757183,0,0
1684195355.979914,0.22043613836479126,19.520979158654022,19.6727809,0,0
1684195360.994667,0.2113151150108373,19.437483259612527,19.5646648,0,0
1684195366.000106,0.21603799422742506,19.35397598800481,19.4840774,0,0
1684195371.0240266,0.21344376963198958,19.270349666053264,19.3892974,0,0
1684195376.0381367,0.22098770624317915,19.18684204079132,19.314495,0,0
1684195381.0474398,0.2219169978830382,19.10330746628265,19.226633,0,0
1684195386.0515318,0.22085205193876645,19.01995147921066,19.1353759,0,0
1684195391.0511653,0.22733074663961364,18.936458337877397,19.0587081,0,0
1684195396.0548499,0.23104130281507868,18.853066429072825,18.9765625,0,0
1684195401.063454,0.23819736742434844,18.769586841835782,18.900814,0,0
1684195406.0753832,0.24930839678843775,18.686056888673907,18.832199,0,0
1684195411.132854,0.2559251113330805,18.601903888160194,18.7535991,0,0
1684195416.1023014,0.25453573814094266,18.519106682712046,18.6609954,0,0
1684195421.1073802,0.2662092979310915,18.435521412466173,18.5928649,0,0
1684195426.1201594,0.27292683905288195,18.352141674930063,18.5147647,0,0
1684195431.1270149,0.2741732008480876,18.268531064762875,18.4257602,0,0
