t,i,temp_desired,temp_tc,therm_res,therm_temp
1684528705.463064,22,0.7528404948315879,20.4996662,0,0
1684528706.4547577,22,0.7577059922499729,20.4987983,0,0
1684528707.458389,22,0.7660836530499733,20.4910964,0,0
1684528708.437908,22,0.7713022270109757,20.4895858,0,0
1684528709.4238193,22,0.7770512427902279,20.4870204,0,0
1684528710.4047441,22,0.7795912524094127,20.4908504,0,0
1684528711.3705127,22,0.7844013453743,20.4900093,0,0
1684528712.357452,22,0.7874240374038877,20.4927272,0,0
1684528713.330817,22,0.7882022783038878,20.5001697,0,0
1684528714.31344,22,0.7948375368353768,20.4956455,0,0
1684528715.3021092,22,0.7964187068378267,20.5013313,0,0
1684528716.2759478,22,0.8014788099394115,20.5000667,0,0
1684528717.2625363,22,0.8100006399459153,20.4919357,0,0
1684528718.2597196,22,0.8171874484403007,20.4864978,0,0
1684528719.2491834,22,0.8178462034402998,20.494215,0,0
1684528720.2422438,22,0.820097080037303,20.4985866,0,0
1684528721.2324526,22,0.8224330884373029,20.5028972,0,0
1684528722.2212405,22,0.8279902636220879,20.5006351,0,0
1684528723.2151525,22,0.8294681954220875,20.5066394,0,0
1684528724.180991,22,0.8351801180054763,20.5039138,0,0
1684528725.1626875,22,0.8387504483183257,20.5055961,0,0
1684528726.1478915,22,0.8441241261023126,20.503683,0,0
1684528727.1362786,22,0.848736614259814,20.5033035,0,0
1684528728.1293306,22,0.8478959459205999,20.5137596,0,0
1684528729.117601,22,0.8573299604731026,20.5037345,0,0
1684528730.0935342,22,0.8613977366554884,20.5044288,0,0
1684528731.082528,22,0.8606333637322737,20.5147266,0,0
1684528732.0608048,22,0.8656948477597767,20.5133895,0,0
1684528733.0409102,22,0.8739358839806274,20.5057296,0,0
1684528734.0289536,22,0.873182055523013,20.5159988,0,0
1684528735.021695,22,0.879132647023013,20.5130195,0,0
1684528735.9915597,22,0.8840663313415003,20.5118045,0,0
1684528736.975811,22,0.8902034837669881,20.5082035,0,0
1684528737.951863,22,0.8856205206989737,20.5260715,0,0
1684528738.9324815,22,0.8861924501334772,20.5335941,0,0
1684528739.9286542,22,0.8918806087207254,20.5308914,0,0
1684528740.9076421,22,0.8990771017895121,20.5252056,0,0
1684528741.9005692,22,0.9085258513895113,20.5152168,0,0
1684528742.8882043,22,0.9133450720220143,20.5143585,0,0
1684528743.8579795,22,0.9166998094342018,20.5162754,0,0
1684528744.8438005,22,0.9216515202869878,20.5151386,0,0
1684528745.8211467,22,0.9191978783427758,20.5286006,0,0
1684528746.8071737,22,0.927582014854027,20.5205669,0,0
