t,i,temp_desired,temp_tc,therm_res,therm_temp
1684264365.1293747,32,0.3560091172386237,31.6477947,0,0
1684264366.5558105,32,0.4494503620417694,31.5725746,0,0
1684264367.6366625,32,0.5200943462284744,31.5175476,0,0
1684264368.7350347,32,0.5998164615952715,31.4559268,0,0
1684264369.8212605,32,0.6711584030647403,31.4038639,0,0
1684264370.8920674,32,0.7370208579368278,31.3587398,0,0
1684264371.9588733,32,0.8043092678955159,31.3133487,0,0
1684264373.0338793,32,0.8580043153140642,31.2828464,0,0
1684264374.1226666,32,0.8867497099006684,31.2774677,0,0
1684264375.2240498,32,0.9096039221142972,31.278614,0,0
1684264376.3199985,32,0.8873090957171316,31.3231239,0,0
1684264377.398597,32,0.8684429275639137,31.3628997,0,0
1684264378.5069788,32,0.8275139078586238,31.4227733,0,0
1684264379.5831227,32,0.7540592419188241,31.5122222,0,0
1684264380.6797402,32,0.6737786618653389,31.6052684,0,0
1684264381.7750459,32,0.5940423670641456,31.695156,0,0
1684264382.8764722,32,0.48295064809237626,31.8124046,0,0
1684264383.9933283,32,0.3760696507777776,31.9218845,0,0
1684264385.1095247,32,0.26398533252778145,32.0328598,0,0
1684264386.216218,32,0.13781915179558618,32.1539726,0,0
1684264387.318389,32,0.011953249170585545,32.2707023,0,0
1684264388.4371843,32,0,32.3644409,0,0
1684264389.5586405,32,0,32.4475212,0,0
1684264390.6749172,32,0,32.5260887,0,0
1684264391.8094733,32,0,32.5907173,0,0
1684264392.9235342,32,0,32.6079864,0,0
1684264394.108712,32,0,32.6256904,0,0
1684264395.2540967,32,0,32.6344451,0,0
1684264396.4139142,32,0,32.641941,0,0
1684264397.5444705,32,0,32.626461,0,0
1684264398.6834075,32,0,32.6012878,0,0
1684264399.8334312,32,0,32.5856742,0,0
1684264400.9882822,32,0,32.5585937,0,0
1684264402.163899,32,0,32.534542,0,0
1684264403.3391724,32,0,32.4759063,0,0
1684264404.599284,32,0,32.4222831,0,0
1684264406.1902251,32,0,32.3696937,0,0
1684264407.3478048,32,0,32.3100433,0,0
1684264408.5739243,32,0,32.2585601,0,0
1684264409.803379,32,0,32.2067337,0,0
1684264411.052715,32,0,32.1514892,0,0
1684264412.2308614,32,0,32.1002464,0,0
1684264413.4094017,32,0,32.0327911,0,0
1684264414.5802777,32,0.011358810680083287,31.989027,0,0
1684264415.7860565,32,0.07805391452251409,31.9250373,0,0
1684264417.2114952,32,0.15531955859215488,31.854063,0,0
1684264418.4460375,32,0.21782390481917674,31.7990055,0,0
1684264419.6407528,32,0.27760449482055666,31.7481918,0,0
1684264420.8446238,32,0.3373656533032722,31.6992835,0,0
1684264422.1049645,32,0.40598234580327275,31.6440162,0,0
1684264423.3646054,32,0.47236693193086643,31.5930862,0,0
1684264424.5741196,32,0.5271891958084141,31.5545539,0,0
1684264425.800417,32,0.5650075851966927,31.5337715,0,0
1684264427.0377276,32,0.6032820284397917,31.5135211,0,0
1684264428.5768697,32,0.631635488110529,31.5080013,0,0
1684264429.8576646,32,0.6320101379409464,31.5258483,0,0
1684264431.1043963,32,0.6282566209509421,31.5463943,0,0
1684264432.3465247,32,0.6101338684509408,31.5802574,0,0
1684264433.6225834,32,0.5744025610843048,31.6302108,0,0
1684264434.9059463,32,0.5319689688709167,31.6847591,0,0
1684264436.154904,32,0.4776920778322107,31.748352,0,0
1684264437.4120774,32,0.4085391264813083,31.8241825,0,0
1684264438.6849287,32,0.3369486212717018,31.8995838,0,0
1684264439.9815583,32,0.2598702606977553,31.9775466,0,0
1684264441.2350762,32,0.17193992444775735,32.0631103,0,0
1684264442.4908257,32,0.10022658705642251,32.1298904,0,0
1684264443.7500367,32,0.02018836186537995,32.2024345,0,0
1684264445.3203907,32,0,32.2670822,0,0
1684264446.6469936,32,0,32.31007,0,0
1684264447.9303524,32,0,32.3341941,0,0
1684264449.2129006,32,0,32.3345146,0,0
1684264450.7994118,32,0,32.3279418,0,0
1684264452.0792084,32,0,32.3149757,0,0
1684264453.4121659,32,0,32.2891578,0,0
1684264454.703183,32,0,32.2546768,0,0
1684264456.2571726,32,0,32.2117271,0,0
1684264457.6445966,32,0,32.1618881,0,0
1684264458.9675446,32,0,32.1186294,0,0
1684264460.2854674,32,0.03810523209187336,32.0609169,0,0
1684264461.9444733,32,0.12340787797984604,31.9767684,0,0
1684264463.3974843,32,0.18224419558034802,31.92136,0,0
1684264464.7060964,32,0.24951272439069247,31.859621,0,0
1684264466.0136962,32,0.30662635974948266,31.809904,0,0
1684264467.6327946,32,0.37269289587448234,31.7557449,0,0
1684264468.9458845,32,0.4276144256203137,31.7122859,0,0
1684264470.258108,32,0.48150608886521956,31.6711883,0,0
1684264471.5845466,32,0.5149291924879361,31.6517944,0,0
1684264473.1686172,32,0.5554189067982993,31.6288738,0,0
1684264474.57922,32,0.5592367520084505,31.6400756,0,0
1684264475.891098,32,0.5629454398506772,31.650299,0,0
1684264477.219455,32,0.5465646519884666,31.6793117,0,0
1684264478.8671,32,0.5085256799801348,31.7307281,0,0
1684264480.350464,32,0.47076484859817713,31.7783565,0,0
1684264481.7027245,32,0.42212489395985137,31.8337783,0,0
1684264483.0589852,32,0.36365102265146865,31.8964252,0,0
1684264484.5433087,32,0.290981114591353,31.9704132,0,0
1684264485.9026906,32,0.22814428659135255,32.0319328,0,0
1684264487.2693057,32,0.16475608460088476,32.091587,0,0
1684264488.6592133,32,0.10254988037664042,32.1476325,0,0
1684264490.1621842,32,0.04312954424586904,32.1980514,0,0
1684264491.5417721,32,0,32.2431869,0,0
1684264492.9777832,32,0,32.2501106,0,0
1684264494.4276767,32,0,32.2712936,0,0
1684264495.9407756,32,0,32.2593269,0,0
1684264497.3583045,32,0,32.2433433,0,0
1684264498.74305,32,0,32.2191352,0,0
1684264500.4755151,32,0,32.1868858,0,0
1684264501.9664834,32,0.020425996272632363,32.1410179,0,0
1684264503.3852942,32,0.06605718883321521,32.091484,0,0
1684264504.7924118,32,0.13245634513714827,32.0240592,0,0
1684264506.6123576,32,0.20006575338025362,31.9586963,0,0
1684264508.0710564,32,0.2591763875385221,31.9037799,0,0
1684264509.4678447,32,0.31658550039034017,31.8525886,0,0
1684264510.9241793,32,0.3735098572635889,31.8041992,0,0
1684264512.497232,32,0.4205360302761584,31.7680492,0,0
1684264513.903607,32,0.4561113501385248,31.7434196,0,0
1684264515.323452,32,0.5013069879521681,31.7104377,0,0
1684264516.863404,32,0.5132885530133577,31.7118301,0,0
1684264518.4630165,32,0.5214249647657039,31.7172164,0,0
1684264519.8923779,32,0.5182124733240459,31.7319831,0,0
1684264521.331869,32,0.500690205852638,31.7598648,0,0
1684264523.2820914,32,0.4460215617363056,31.8247985,0,0
1684264524.7562797,32,0.3990885507374568,31.8771457,0,0
1684264526.224145,32,0.3357736594532477,31.9429721,0,0
1684264527.7088075,32,0.27214723264818613,32.0063171,0,0
1684264529.3409686,32,0.20670843814818213,32.0684204,0,0
1684264530.800933,32,0.14816845835263015,32.1216049,0,0
1684264532.2502532,32,0.09146265774220758,32.1709365,0,0
1684264534.1598623,32,0.022490668773654965,32.2268295,0,0
1684264535.6794262,32,0,32.2527618,0,0
1684264537.1460376,32,0,32.2627105,0,0
1684264538.6797585,32,0,32.260353,0,0
1684264540.5491378,32,0,32.2378196,0,0
1684264541.9921246,32,0,32.2221183,0,0
1684264543.484489,32,0.009208282975118276,32.1742858,0,0
1684264545.4966617,32,0.06919428297511823,32.10783,0,0
1684264547.168427,32,0.13842208163135591,32.0367584,0,0
1684264548.6573083,32,0.1912076466313512,31.984663,0,0
1684264550.3662777,32,0.2576041407948466,31.9222393,0,0
1684264551.993316,32,0.32859017029484605,31.8581676,0,0
1684264553.4922633,32,0.3741247027948493,31.8207015,0,0
1684264555.0104678,32,0.43456825348566885,31.7706871,0,0
1684264556.915505,32,0.4836753354653448,31.736639,0,0
1684264558.4220421,32,0.507003175351419,31.7257747,0,0
1684264559.9642184,32,0.51751778802042,31.7277717,0,0
1684264561.8944392,32,0.5038039086448649,31.7555789,0,0
1684264563.5311866,32,0.4787413608856839,31.7909278,0,0
1684264565.0600996,32,0.4443792162254788,31.832962,0,0
1684264566.736835,32,0.3862151520577303,31.8963737,0,0
1684264568.4537268,32,0.3114831564187668,31.9725227,0,0
1684264570.0556104,32,0.2449711734219024,32.0372543,0,0
1684264571.5918732,32,0.17478226570552308,32.1027221,0,0
1684264573.4956973,32,0.1133081368517172,32.1553153,0,0
1684264575.0488436,32,0.051287763460227564,32.2076072,0,0
1684264576.5916905,32,0.06708403410339625,32.1833038,0,0
1684264578.6070528,32,0,32.262886,0,0
1684264580.2275903,32,0,32.2747268,0,0
1684264581.8123124,32,0,32.2557601,0,0
1684264583.7227442,32,0,32.2166061,0,0
1684264585.4659033,32,0.00017776406440453418,32.1867065,0,0
1684264587.0293634,32,0.04498372842143372,32.1354866,0,0
1684264588.6490474,32,0.09207223516899851,32.0843276,0,0
1684264590.3424542,32,0.16024121838111802,32.0153732,0,0
1684264591.9017768,32,0.23218941215952804,31.9459342,0,0
1684264593.4851928,32,0.2871450031827356,31.8959064,0,0
1684264595.5436633,32,0.3711842245141731,31.8228321,0,0
1684264597.3005142,32,0.4381023487350796,31.7681884,0,0
1684264598.8941054,32,0.48269141438340435,31.7362136,0,0
1684264601.0497143,32,0.5172090796750578,31.7198181,0,0
1684264602.6601977,32,0.5237776940539874,31.7264614,0,0
1684264604.2632499,32,0.520764004270306,31.7418212,0,0
1684264606.3759985,32,0.48693954664530614,31.7890911,0,0
1684264607.9590323,32,0.44199884602231404,31.8415336,0,0
1684264609.5121007,32,0.3945046309500561,31.8939952,0,0
1684264611.2921972,32,0.3177587438570218,31.9722251,0,0
1684264612.943905,32,0.2502551695992169,32.0378646,0,0
1684264614.5070791,32,0.17449793762452437,32.1084861,0,0
1684264616.1231272,32,0.10317382956231036,32.1716041,0,0
1684264618.042845,32,0.04570252314369655,32.216587,0,0
1684264619.6468349,32,0,32.2681922,0,0
1684264621.2762458,32,0,32.2799911,0,0
1684264623.4420958,32,0,32.2749862,0,0
1684264625.0817256,32,0,32.2728614,0,0
1684264626.7303565,32,0,32.2350692,0,0
1684264628.8618062,32,0.014192787874885815,32.1677818,0,0
1684264630.5080216,32,0.06278835525547094,32.113594,0,0
1684264632.2175782,32,0.12319651359565756,32.050579,0,0
1684264634.3230195,32,0.21539533223170493,31.9608402,0,0
1684264636.1464128,32,0.28195516812782884,31.8998222,0,0
1684264637.815993,32,0.3445966968716373,31.8448867,0,0
1684264639.9031458,32,0.4157093102799002,31.7871456,0,0
1684264641.6073494,32,0.4570088927174382,31.7581996,0,0
1684264643.2487347,32,0.49985598803004483,31.7287082,0,0
1684264645.3342757,32,0.5243626688018168,31.7215595,0,0
1684264646.997843,32,0.5189740603681607,31.7399902,0,0
1684264648.667328,32,0.502853172400786,31.7677536,0,0
1684264650.9206512,32,0.4408889589101597,31.8404178,0,0
1684264652.6064186,32,0.39401304787989666,31.892723,0,0
1684264654.276054,32,0.32726774286399035,31.9614219,0,0
1684264656.319297,32,0.227655702056554,32.0575027,0,0
1684264657.9956439,32,0.16395166527329158,32.1154174,0,0
1684264659.6684012,32,0.09004900354780948,32.1802825,0,0
1684264661.6553552,32,0.020609130788727337,32.2356872,0,0
1684264663.617329,32,0,32.2703971,0,0
1684264665.3271706,32,0,32.2790794,0,0
1684264667.5114076,32,0,32.2633285,0,0
1684264669.210349,32,0,32.2425804,0,0
1684264670.9202466,32,0,32.1995887,0,0
1684264673.1868467,32,0.04738445276719941,32.130001,0,0
1684264674.888769,32,0.09483610254569586,32.0785369,0,0
1684264676.5904074,32,0.15722237404181297,32.0153656,0,0
1684264678.9009998,32,0.25496329962000436,31.9229698,0,0
1684264680.9740305,32,0.3332055956536438,31.8537731,0,0
1684264682.6976824,32,0.39796942725566076,31.799448,0,0
1684264685.0499134,32,0.46287096711274683,31.7519798,0,0
