t,i,temp_desired,temp_tc,temp_therm,res_therm
1681777355.7908356,28.3969211,0,28.234741225.94791094225151,1037.89758
1681777360.7858415,28.313647307733156,0,28.101531925.79269359275055,1037.43115
1681777365.7848375,28.23025682546641,0,27.979291925.64581505492592,1036.98987
1681777370.805429,28.146736460705057,0,27.867803525.49341647921057,1036.5321
1681777375.8188338,28.0631706136261,0,27.756578425.346843708342078,1036.09192
1681777380.8283298,27.979666290461477,0,27.649763125.201173973708386,1035.65454
1681777385.8485847,27.89600130099004,0,27.547883925.054745395665048,1035.21497
1681777390.837884,27.812644455611167,0,27.460611324.91849367885377,1034.80603
1681777395.8574574,27.729160314579264,0,27.373083124.781769778418216,1034.39575
1681777400.853743,27.645737689514416,0,27.277971224.65698356184542,1034.02136
1681777405.8728316,27.562308356940207,0,27.184587424.525461335733215,1033.62683
1681777410.886293,27.478720050831097,0,27.095020224.395829279280292,1033.23804
1681777415.8972685,27.39517661509857,0,27.010564824.273908183872624,1032.87244
1681777420.911286,27.311589683869933,0,26.932046824.150905836385586,1032.50366
1681777425.9189515,27.22811821081187,0,26.847530324.02906697208438,1032.13843
1681777430.9258332,27.144729675630188,0,26.776620823.917388094774207,1031.80371
1681777435.9318497,27.061305413424428,0,26.698673223.801213385927028,1031.45557
1681777440.917894,26.977972676137544,0,26.622220923.69137187520573,1031.12646
1681777445.9388447,26.89451436775869,0,26.563041623.58045880316609,1030.79419
1681777450.9186502,26.811273660043334,0,26.473850223.47710779487195,1030.48462
1681777455.9864693,26.726819882571156,0,26.40441723.36408151984029,1030.14612
1681777460.9680994,26.644036139825438,0,26.353923723.266814712067173,1029.85486
1681777465.9798508,26.560487029730734,0,26.304002723.16244023112801,1029.54236
1681777470.9826725,26.477146317342378,0,26.233510923.06392363340454,1029.24744
1681777475.9961581,26.393542637208558,0,26.1924822.96473875959793,1028.95056
1681777481.0158362,26.30993141112671,0,26.114288322.868561083353434,1028.66272
1681777486.0143745,26.226603903153993,0,26.059120122.775756083316725,1028.38501
1681777491.035845,26.142869426587676,0,25.989448522.687468165502864,1028.12085
1681777496.0386355,26.059520361601766,0,25.948633122.600924450880353,1027.86194
1681777501.0358217,25.976020087579347,0,25.898061722.513307234428016,1027.59985
1681777506.059604,25.892486148853557,0,25.835674222.422867403788302,1027.32935
1681777511.0612934,25.809120815773266,0,25.792554822.34192335693707,1027.08728
1681777516.0693645,25.72567547736511,0.006724186365126764,25.738481522.257829857290528,1026.83582
1681777521.1143384,25.641387698828634,0.02628611536443099,25.690822622.17564313757494,1026.59009
1681777526.074111,25.55870555418676,0.04840226138336688,25.647939622.097651931525103,1026.35693
1681777531.106793,25.475053125400798,0.07288276018329674,25.606647422.020552248685092,1026.12646
1681777536.1173093,25.391559562861378,0.08332563063644545,25.536756521.949122240090322,1025.91296
