t,i,temp_desired,temp_tc,therm_res,therm_temp
1687455709.272816,31,1.5,21.3372821,0,0
1687455710.2622707,31,1.5,21.3656387,0,0
1687455711.2558181,31,1.5,21.3643512,0,0
1687455712.2408125,31,1.5,21.3706665,0,0
1687455713.2321568,31,1.5,21.3715515,0,0
1687455714.232859,31,1.5,21.3679008,0,0
1687455715.2148135,31,1.5,21.3545913,0,0
1687455716.2020965,31,1.5,21.3647365,0,0
1687455717.1876106,31,1.5,21.3637561,0,0
1687455718.1768537,31,1.5,21.3662967,0,0
1687455719.1673334,31,1.5,21.3665904,0,0
1687455720.163834,31,1.5,21.3738403,0,0
1687455721.1549807,31,1.5,21.3794288,0,0
1687455722.150823,31,1.5,21.3777999,0,0
1687455723.1529372,31,1.5,21.3866233,0,0
1687455724.1403196,31,1.5,21.372364,0,0
1687455725.1308415,31,1.5,21.3766841,0,0
1687455726.1078863,31,1.5,21.3731403,0,0
1687455727.100838,31,1.5,21.3777923,0,0
1687455728.0921044,31,1.5,21.3730754,0,0
1687455729.07855,31,1.5,21.3820858,0,0
1687455730.0571644,31,1.5,21.3704719,0,0
1687455731.0458717,31,1.5,21.3762722,0,0
1687455732.0396376,31,1.5,21.3829212,0,0
1687455733.0246723,31,1.5,21.381771,0,0
1687455734.0068533,31,1.5,21.3750934,0,0
1687455734.9988003,31,1.5,21.3794269,0,0
1687455735.9784913,31,1.5,21.3726997,0,0
1687455736.9658678,31,1.5,21.3810615,0,0
1687455737.9436042,31,1.5,21.3845176,0,0
1687455738.945038,31,1.5,21.3806343,0,0
1687455740.0168467,31,1.5,21.3739356,0,0
1687455741.00083,31,1.5,21.3769149,0,0
1687455741.991841,31,1.5,21.3710517,0,0
1687455742.9749737,31,1.5,21.3779373,0,0
1687455743.9728482,31,1.5,21.3872184,0,0
1687455744.9692132,31,1.5,21.3752098,0,0
1687455745.9658773,31,1.5,21.3761863,0,0
1687455746.9544122,31,1.5,21.3877544,0,0
1687455747.9408412,31,1.5,21.389471,0,0
1687455748.9362888,31,1.5,21.3814449,0,0
1687455749.9164693,31,1.5,21.3798084,0,0
1687455750.918282,31,1.5,21.3941345,0,0
1687455751.9035833,31,1.5,21.3864822,0,0
1687455752.8918517,31,1.5,21.3911991,0,0
1687455753.8882473,31,1.5,21.3841209,0,0
1687455754.9328604,31,1.5,21.3839015,0,0
1687455755.9186482,31,1.5,21.3817443,0,0
1687455756.9137967,31,1.5,21.3842678,0,0
1687455757.8977587,31,1.5,21.3797531,0,0
