t,i,temp_desired,temp_tc
1682088618.733106,18,2,24.7400646
1682088619.7268176,18,2,24.7396812
1682088620.7122786,18,2,24.7352371
1682088621.7000644,18,2,24.7258911
1682088622.6852643,18,2,24.7274532
1682088623.673426,18,2,24.7256088
1682088624.6805239,18,2,24.7207279
1682088625.6636887,18,2,24.7038974
1682088626.6620817,18,2,24.6882152
1682088627.645263,18,2,24.6536502
1682088628.6253965,18,2,24.6380157
1682088629.6098332,18,2,24.6048011
1682088630.5978756,18,2,24.5550765
1682088631.5822654,18,2,24.505455
1682088632.5716121,18,2,24.4537734
1682088633.554111,18,2,24.3979492
1682088634.538815,18,2,24.3204059
1682088635.5374312,18,2,24.2488059
1682088636.5225873,18,2,24.1804008
1682088637.5095003,18,2,24.1084594
1682088638.494103,18,2,24.0228614
1682088639.4778264,18,2,23.9295749
1682088640.4600697,18,2,23.8531856
1682088641.4468338,18,2,23.7581748
1682088642.4321496,18,2,23.6757202
1682088643.4168382,18,2,23.5812168
1682088644.4022765,18,2,23.4779434
1682088645.3877988,18,2,23.3873043
1682088646.3727973,18,2,23.2788181
1682088647.3621454,18,2,23.1582279
1682088648.3440998,18,2,23.0613574
1682088649.3310633,18,2,22.9572105
1682088650.3178256,18,2,22.8530788
1682088651.2996762,18,2,22.7478523
1682088652.2828667,18,2,22.6317272
1682088653.2656126,18,2,22.5175037
1682088654.2460155,18,2,22.4376029
1682088655.2326858,18,2,22.3257179
1682088656.218825,18,2,22.2090816
1682088657.206565,18,2,22.0880279
1682088658.1953669,18,2,21.9744701
1682088659.1849818,18,2,21.8581905
1682088660.1710486,18,2,21.7572822
1682088661.1600497,18,2,21.6400642
1682088662.1500595,18,2,21.5290603
1682088663.14078,18,2,21.4163112
1682088664.1300416,18,2,21.307373
1682088665.1122751,18,2,21.2022361
1682088666.0943716,18,2,21.0809001
1682088667.1128936,18,2,20.983942
1682088668.0999942,18,2,20.8796558
1682088669.086336,18,2,20.7805938
1682088670.0741022,18,2,20.6729373
1682088671.0607822,18,2,20.5602436
1682088672.0468426,18,2,20.4484138
1682088673.0327787,18,2,20.3375644
1682088674.0174608,18,2,20.2392234
1682088675.0010529,18,2,20.1341896
1682088675.9868405,18,2,20.0392894
1682088676.974442,18,2,19.936037
1682088677.9610384,18,2,19.8419437
1682088678.9464116,18,2,19.7411251
1682088679.9378202,18,2,19.6363716
1682088680.9197962,18,2,19.5343322
1682088681.9674041,18,2,19.4416179
1682088682.952294,18,2,19.3473892
1682088683.936822,18,2,19.2523765
1682088684.9209285,18,2,19.1479854
1682088685.9088283,18,2,19.0647392
1682088686.8932765,18,2,18.9577884
1682088687.876814,18,2,18.8752498
1682088688.8656101,18,2,18.7691535
1682088689.8557737,18,2,18.6795959
1682088690.8410623,18,2,18.5964412
1682088691.8241014,18,2,18.518814
1682088692.8106194,18,2,18.4298648
1682088693.796673,18,2,18.3411731
1682088694.7788024,18,2,18.2436351
1682088695.7598233,18,2,18.1580295
1682088696.742883,18,2,18.0752162
1682088697.7275188,18,1.9926181292300036,17.9857959
1682088698.715012,18,1.943007033117884,17.8908691
1682088699.7010124,18,1.9026838520781086,17.8174095
1682088700.686786,18,1.8559218884481823,17.7343521
1682088701.6722555,18,1.8072431811677985,17.6507415
1682088702.65682,18,1.7554207511677997,17.564516
1682088703.6407812,18,1.700399296960445,17.4751319
1682088704.626828,18,1.6471452718306148,17.3925571
1682088705.6110485,18,1.591278705188046,17.3076591
1682088706.6000483,18,1.5416777271880464,17.2389011
1682088707.581792,18,1.4902505046751333,17.1687641
1682088708.5640988,18,1.4278183045322648,17.0801067
1682088709.5500405,18,1.373864702592541,17.0111598
1682088710.5324833,18,1.3092596738873576,16.9242897
1682088711.515113,18,1.2546105064487603,16.859867
1682088712.4999654,18,1.1942414089557654,16.7861766
1682088713.487809,18,1.126391280955765,16.7023811
1682088714.4700365,18,1.0674984244361445,16.6382484
1682088715.4598317,18,1.008229078834581,16.5757675
1682088716.4441023,18,0.9411910796204235,16.5007038
1682088717.4342532,18,0.8758767696508611,16.4318599
1682088718.4140954,18,0.8094848351370625,16.3634891
1682088719.3978071,18,0.7474051714111456,16.3060054
1682088720.3824477,18,0.6844080312616354,16.2490005
1682088721.366815,18,0.6144520864116347,16.1806964
1682088722.34882,18,0.5499458810721591,16.1255378
1682088723.3328788,18,0.4897987062540494,16.0807838
1682088724.321062,18,0.41795960984048897,16.0152263
1682088725.3051295,18,0.353425138131058,15.9662857
1682088726.2888255,18,0.28285349913675817,15.9075031
1682088727.2737017,18,0.21686067477138926,15.8597574
1682088728.2600422,18,0.15080136197200078,15.813776
1682088729.2422771,18,0.08208131179354394,15.7643318
1682088730.2256138,18,0.012925808794182148,15.71601
1682088731.2141097,18,0,15.6775598
1682088732.2010446,18,0,15.6333112
1682088733.1863108,18,0,15.5967121
1682088734.1710367,18,0,15.5665235
1682088735.15764,18,0,15.5421438
1682088736.1422758,18,0,15.5062675
1682088737.1278253,18,0,15.4919271
1682088738.1119637,18,0,15.4758138
1682088739.0978143,18,0,15.4628725
1682088740.0809672,18,0,15.4411602
1682088741.0641098,18,0,15.4288311
1682088742.0500145,18,0,15.4249181
1682088743.0293708,18,0,15.4188804
1682088744.0150692,18,0,15.4051551
1682088744.9998095,18,0,15.4200124
1682088745.986831,18,0,15.4220218
1682088746.974127,18,0,15.4338674
1682088747.9577994,18,0,15.4348745
1682088748.9488106,18,0,15.4500293
1682088749.9327316,18,0,15.4588966
1682088750.9210646,18,0,15.4714355
1682088751.9078076,18,0,15.4961013
1682088752.8888228,18,0,15.5156431
1682088753.874098,18,0,15.5312328
1682088754.8613732,18,0,15.5599298
1682088755.8468366,18,0,15.5891733
1682088756.8310587,18,0,15.611948
1682088757.816829,18,0,15.6328659
1682088758.8022604,18,0,15.6660871
1682088759.7851207,18,0,15.6961202
1682088760.7710993,18,0,15.7338247
1682088761.7558067,18,0,15.7596168
1682088762.7410667,18,0,15.8054399
1682088763.731071,18,0,15.8338718
1682088764.7156126,18,0,15.8722839
1682088765.7026553,18,0,15.9078836
1682088766.6900527,18,0,15.9480466
1682088767.6728241,18,0,15.9867973
1682088768.6622806,18,0,16.0274639
1682088769.6510696,18,0,16.0807361
1682088770.6341114,18,0,16.1004047
1682088771.6183562,18,0,16.1329898
1682088772.6014645,18,0,16.1755256
1682088773.5895674,18,0,16.2156314
1682088774.5799425,18,0,16.2577552
1682088775.565612,18,0,16.3062534
1682088776.5506237,18,0,16.3536605
1682088777.5388103,18,0,16.4060249
1682088778.5188155,18,0,16.4456443
1682088779.5030818,18,0,16.4909286
1682088780.487346,18,0,16.5347843
1682088781.474098,18,0,16.5909004
1682088782.464114,18,0,16.6364192
1682088783.450114,18,0,16.6902923
1682088784.4322758,18,0,16.731451
1682088785.4178166,18,0,16.7731666
1682088786.4046993,18,0,16.8217277
1682088787.389805,18,0,16.8608875
1682088788.3759391,18,0,16.902729
1682088789.3578234,18,0,16.9549541
1682088790.342272,18,0,17.0219287
1682088791.327804,18,0,17.068283
1682088792.3141067,18,0,17.1039714
1682088793.3053036,18,0,17.1502971
1682088794.2910528,18,0,17.1931037
1682088795.279973,18,0,17.2489814
1682088796.26781,18,0,17.29533
1682088797.2507935,18,0,17.3497428
1682088798.2377925,18,0,17.3922805
1682088799.227802,18,0,17.4374065
1682088800.2156148,18,0,17.4778518
1682088801.2000499,18,0,17.5355777
1682088802.1834233,18,0,17.5867767
1682088803.1678023,18,0,17.6414947
1682088804.1538827,18,0,17.6783294
1682088805.1351023,18,0,17.728527
1682088806.122273,18,0,17.765274
1682088807.1103535,18,0,17.812767
1682088808.1002562,18,0,17.8538036
1682088809.095416,18,0,17.9039573
1682088810.0777915,18,0,17.9473114
1682088811.069384,18,0.007018075999999951,18.0134963
1682088812.0568087,18,0.03322696134998301,18.0634155
1682088813.0428762,18,0.05729064533410108,18.1073188
1682088814.030721,18,0.07943504411792177,18.1458663
1682088815.01641,18,0.10601330611792009,18.1913681
1682088816.0032897,18,0.13274552657785496,18.2355518
1682088816.9900615,18,0.16684194913817715,18.292242
1682088817.9722738,18,0.1936522674780842,18.3327522
1682088818.9578102,18,0.22737287122250732,18.3850383
1682088819.9456098,18,0.25531585267798423,18.4242267
1682088820.927606,18,0.2832463199178568,18.4618892
1682088821.9104836,18,0.3137048134224082,18.5030078
1682088822.8947008,18,0.3453938255497381,18.5449371
1682088823.8764112,18,0.3769700958195751,18.5850391
1682088824.8627872,18,0.41013566479626484,18.6267032
1682088825.8500721,18,0.4376418865360806,18.6558742
1682088826.833266,18,0.47180502640884653,18.6967754
1682088827.8205047,18,0.50232947411995,18.7291259
1682088828.80471,18,0.5419046808997328,18.7776374
1682088829.7940834,18,0.5713283944686175,18.8048076
1682088830.7844546,18,0.5974816064686167,18.8241481
1682088831.7756414,18,0.626946392947573,18.849636
1682088832.7600677,18,0.6613968454273256,18.8837184
1682088833.7510648,18,0.6953971884683321,18.915678
1682088834.7400665,18,0.7265954644683328,18.9404563
1682088835.72229,18,0.7557496429680639,18.960905
1682088836.714105,18,0.7905622534971528,18.9915046
1682088837.6968331,18,0.8149647331439231,19.0009136
1682088838.6852612,18,0.8448658368036381,19.0205078
1682088839.6741037,18,0.8772829488036381,19.0435981
1682088840.6551268,18,0.901315963316792,19.0503234
1682088841.6410534,18,0.9271862459074889,19.0603294
1682088842.6288188,18,0.9473610310771925,19.0589561
1682088843.6123986,18,0.9646398681183483,19.052103
1682088844.601051,18,0.9845197578880548,19.0504741
1682088845.5878227,18,1.0122812635372243,19.0641136
1682088846.5776467,18,1.0294276402399247,19.0568103
1682088847.5678177,18,1.0442687782399258,19.0447044
1682088848.5568385,18,1.0590694554596363,19.0335826
1682088849.5394077,18,1.0746258231727621,19.0243759
1682088850.5298045,18,1.0856039385795255,19.0067081
1682088851.5130954,18,1.1024216722392455,19.0009078
1682088852.50162,18,1.1137693482392446,18.9842338
1682088853.4831946,18,1.1292337261923195,18.9767189
1682088854.4697943,18,1.1310006651350915,18.9436759
1682088855.454077,18,1.1418612951350917,18.9282665
1682088856.4368033,18,1.1412083428619952,18.8918571
1682088857.4210594,18,1.1409542654346994,18.8580894
1682088858.4075894,18,1.1367303774346982,18.8169631
1682088859.3933997,18,1.1365970015137328,18.7857685
1682088860.3798292,18,1.1332210934435238,18.7494869
1682088861.3658912,18,1.1280932356363047,18.7112369
1682088862.3521187,18,1.123218340776116,18.6748962
