t,i,temp_desired,temp_tc
1680121248.698627,25,0.9242616390000007,23.1787948
1680121249.6819277,25,0.9586607413998811,23.18157
1680121250.6521149,25,0.9866644562797637,23.1965465
1680121251.6182857,25,1.0162527187567327,23.2058353
1680121252.5991092,25,1.0398167292365015,23.2273445
1680121253.570292,25,1.0718376488560086,23.2329254
1680121254.5377662,25,1.0768413802797852,23.2891616
1680121255.5228434,25,1.0704567978612303,23.3662986
1680121256.504134,25,1.0584040016646972,23.4504642
1680121257.4940002,25,1.0349873776646963,23.5550937
1680121258.4702184,25,1.0006309268006102,23.6759223
1680121259.4467638,25,0.9589627650861977,23.8055553
1680121260.4185202,25,0.9114365962380604,23.9415893
1680121261.399797,25,0.8534572161688623,24.0932731
1680121262.3862991,25,0.7869475597048143,24.2555923
1680121263.3627493,25,0.7219288691946493,24.4089183
1680121264.332598,25,0.6455306727945951,24.5780525
1680121265.3089657,25,0.5663059698745063,24.746334
1680121266.2856436,25,0.4856971027385014,24.9110527
1680121267.251942,25,0.40117297024043735,25.0771121
1680121268.2188642,25,0.31515624662052066,25.239849
1680121269.205545,25,0.22765104626854638,25.3991489
1680121270.1850982,25,0.1403811152947359,25.5522823
1680121271.1646707,25,0.05610215086278281,25.6935424
1680121272.1333778,25,0,25.8249225
1680121273.1143165,25,0,25.9369258
1680121274.0941486,25,0,26.039896
1680121275.0705755,25,0,26.1485767
1680121276.040642,25,0,26.2248249
1680121277.01686,25,0,26.3056774
1680121277.993162,25,0,26.3665466
1680121278.9596114,25,0,26.4243221
1680121279.9363647,25,0,26.4666481
1680121280.9227674,25,0,26.5025196
1680121281.8892872,25,0,26.5391407
1680121282.868928,25,0,26.5785903
1680121283.8348942,25,0,26.583393
1680121284.8087525,25,0,26.6015186
1680121285.7794511,25,0,26.6087093
1680121286.7548902,25,0,26.6371994
1680121287.7346623,25,0,26.6458721
1680121288.7113028,25,0,26.6400165
1680121289.687538,25,0,26.6420154
1680121290.659948,25,0,26.65032
1680121291.6309366,25,0,26.6534156
1680121292.6170905,25,0,26.6333675
1680121293.5973003,25,0,26.6407012
1680121294.5834928,25,0,26.6286926
1680121295.5698383,25,0,26.6191406
1680121296.5396407,25,0,26.6023674
1680121297.5029588,25,0,26.5921764
1680121298.4827368,25,0,26.5658912
1680121299.4594133,25,0,26.5496578
1680121300.4406633,25,0,26.5416679
1680121301.421951,25,0,26.5383071
1680121302.391786,25,0,26.5129947
1680121303.3651445,25,0,26.5057735
1680121304.3448203,25,0,26.5023708
1680121305.3317494,25,0,26.4885158
1680121306.3078601,25,0,26.4706478
1680121307.2776713,25,0,26.4618453
1680121308.2541144,25,0,26.435728
1680121309.2336557,25,0,26.4290161
1680121310.2071567,25,0,26.4084281
1680121311.1936085,25,0,26.3850479
1680121312.173255,25,0,26.3753356
1680121313.1802077,25,0,26.3341064
1680121314.1497924,25,0,26.3333129
1680121315.1229632,25,0,26.3109569
1680121316.0994353,25,0,26.2798347
1680121317.0758286,25,0,26.2662658
1680121318.0556333,25,0,26.2558097
1680121319.0418894,25,0,26.2495403
1680121320.0088136,25,0,26.222763
1680121320.9885519,25,0,26.1980247
1680121321.9633608,25,0,26.1877918
1680121322.938063,25,0,26.1604862
1680121323.9178462,25,0,26.1463947
1680121324.8941476,25,0,26.1375293
1680121325.8743076,25,0,26.1096191
1680121326.8602338,25,0,26.1027774
1680121327.8303094,25,0,26.0796108
1680121328.8143718,25,0,26.0628013
1680121329.790869,25,0,26.0491676
1680121330.7706242,25,0,26.0317707
1680121331.7568944,25,0,26.0063991
1680121332.743265,25,0,25.986391
1680121333.719995,25,0,25.9734878
1680121334.7158644,25,0,25.9610881
1680121335.699995,25,0,25.930891
1680121336.6791499,25,0,25.9226474
1680121337.6592476,25,0,25.9036216
1680121338.665598,25,0,25.8814411
1680121339.6424618,25,0,25.8625125
1680121340.6219409,25,0,25.8461093
1680121341.5982301,25,0,25.8311653
1680121342.5715346,25,0,25.8095817
1680121343.5577312,25,0,25.8010978
1680121344.537863,25,0,25.7885589
1680121345.5132728,25,0,25.762844
1680121346.503854,25,0,25.7424468
1680121347.4806464,25,0,25.7221012
1680121348.4704454,25,0,25.701601
1680121349.4536533,25,0,25.680603
1680121350.4316924,25,0,25.6622619
1680121351.3997674,25,0,25.6479167
1680121352.3860333,25,0,25.6256942
1680121353.4024537,25,0,25.6076736
1680121354.392284,25,0,25.5896968
1680121355.3791308,25,0,25.5840435
1680121356.3620753,25,0,25.5664749
1680121357.3420796,25,0,25.5452365
1680121358.3080401,25,0,25.5306148
1680121359.2784042,25,0,25.5130939
1680121360.2648926,25,0,25.5030498
