t,i,temp_desired,temp_tc,therm_res,therm_temp
1687454860.6420188,32,1.5,21.0800018,0,0
1687454861.6238105,32,1.5,21.0853023,0,0
1687454862.6125054,32,1.5,21.0836219,0,0
1687454863.5988472,32,1.5,21.0842323,0,0
1687454864.585238,32,1.5,21.084547,0,0
1687454865.551567,32,1.5,21.0742931,0,0
1687454866.5314255,32,1.5,21.0784111,0,0
1687454867.5078557,32,1.5,21.0723457,0,0
1687454868.5005693,32,1.5,21.0811576,0,0
1687454869.4909813,32,1.5,21.0785408,0,0
1687454870.4776843,32,1.5,21.075098,0,0
1687454871.4675388,32,1.5,21.0757751,0,0
1687454872.4537249,32,1.5,21.0826702,0,0
1687454873.4503036,32,1.5,21.0952339,0,0
1687454874.439884,32,1.5,21.0936965,0,0
1687454875.4263744,32,1.5,21.0924911,0,0
1687454876.4228444,32,1.5,21.087574,0,0
1687454877.3994803,32,1.5,21.0747509,0,0
1687454878.3822982,32,1.5,21.0766029,0,0
1687454879.3654127,32,1.5,21.0716609,0,0
1687454880.3621323,32,1.5,21.0812931,0,0
1687454881.3483818,32,1.5,21.0802192,0,0
1687454882.3747742,32,1.5,21.0732593,0,0
1687454883.3628676,32,1.5,21.0767326,0,0
1687454884.3480716,32,1.5,21.081995,0,0
1687454885.3277905,32,1.5,21.0789813,0,0
1687454886.3044295,32,1.5,21.0776672,0,0
1687454887.2934592,32,1.5,21.0808601,0,0
1687454888.2903306,32,1.5,21.0769977,0,0
1687454889.2870138,32,1.5,21.0840911,0,0
1687454890.283575,32,1.5,21.0812988,0,0
1687454891.2761734,32,1.5,21.0844306,0,0
1687454892.2603135,32,1.5,21.0842075,0,0
1687454893.2524884,32,1.5,21.0799922,0,0
1687454894.2425387,32,1.5,21.0799446,0,0
1687454895.2223573,32,1.5,21.0792694,0,0
1687454896.2056453,32,1.5,21.0912284,0,0
