t,i,x,y,r,theta,xK,tc,therm,trueGateDC,trueGateI,x2,y2,r2,theta2
1713499408.9947226, 3.2, 5.46036e-07, -2.370062e-08, 5.699887e-07, 358.1949, 0, 0, 0, +4.128173E-05, -2.731102E-10, 0.0, -2.3842e-07, -0.00283171, -45.0
1713499415.4700935, -3.2, 4.275884e-07, -3.237352e-09, 4.42213e-07, 359.5874, 0, 0, 0, +4.128173E-05, -2.731102E-10, 0.0, -2.3842e-07, -0.00283171, -45.0
1713499421.9728746, 3.2, 5.489607e-07, -3.24706e-08, 5.533477e-07, 357.8996, 0, 0, 0, +4.128173E-05, -2.731102E-10, 0.0, -2.3842e-07, -0.00283171, -90.0
1713499428.4579406, -3.2, 4.495231e-07, -1.639231e-08, 4.528599e-07, 357.9048, 0, 0, 0, +4.128173E-05, -2.731102E-10, 0.0, 0.0, -0.00283171, 90.0
1713499434.9963975, 3.2, 7.390618e-07, -7.924379e-08, 6.335627e-07, 1.624335, 0, 0, 0, +4.128173E-05, -2.731102E-10, 0.0, 0.0, -0.00283171, 90.0
1713499441.4719803, -3.2, 4.670709e-07, 2.609297e-09, 4.539102e-07, 358.8681, 0, 0, 0, +4.128173E-05, -2.731102E-10, 0.0, 0.0, -0.00283195, 0.0
1713499447.9501786, 3.2, 6.250011e-07, 2.609297e-09, 5.196666e-07, 357.9638, 0, 0, 0, +4.128173E-05, -2.731102E-10, 0.0, 0.0, -0.00283171, 90.0
1713499454.419723, -3.2, 4.465985e-07, -3.237352e-09, 4.642089e-07, 357.4207, 0, 0, 0, +4.128173E-05, -2.731102E-10, 0.0, 0.0, -0.00283171, 90.0
1713499460.8950536, 3.2, 5.577346e-07, 8.455946e-09, 5.884619e-07, 358.6985, 0, 0, 0, +4.128173E-05, -2.731102E-10, 0.0, 0.0, -0.00283171, 0.0
1713499467.360003, -3.2, 4.436739e-07, -2.223896e-08, 4.642351e-07, 356.1773, 0, 0, 0, +4.128173E-05, -2.731102E-10, 0.0, 0.0, -0.00283195, 0.0
1713499490.0391498, 3.2, 6.323127e-07, -1.785397e-08, 6.005536e-07, 359.1089, 0, 0, 0, +5.000193E-01, +2.369916E-10, -2.3842e-07, -2.3842e-07, -0.00283171, -135.0
1713499496.5044441, -3.2, 4.714579e-07, -3.237352e-09, 4.920433e-07, 357.9697, 0, 0, 0, +5.000193E-01, +2.369916E-10, 0.0, -2.3842e-07, -0.00283171, -90.0
1713499503.0032086, 3.2, 5.376973e-06, 3.497142e-08, 1.034093e-06, 2.201822, 0, 0, 0, +5.000193E-01, +2.369916E-10, -2.3842e-07, -2.3842e-07, -0.00283171, -135.0
1713499509.4819162, -3.2, 5.220818e-07, 2.03548e-08, 5.074912e-07, 1.472719, 0, 0, 0, +5.000193E-01, +2.369916E-10, 0.0, -2.3842e-07, -0.00283171, -90.0
1713499515.9673512, 3.2, 6.098209e-07, 2.03548e-08, 6.244703e-07, 0.5264905, 0, 0, 0, +5.000193E-01, +2.369916E-10, 0.0, 0.0, -0.00283171, 0.0
1713499522.4460962, -3.2, 5.074587e-07, 1.304649e-08, 4.932556e-07, 2.400626, 0, 0, 0, +5.000193E-01, +2.369916E-10, 0.0, -2.3842e-07, -0.00283171, -90.0
1713499528.9215446, 3.2, 5.951977e-07, 2.766311e-08, 6.02853e-07, 1.255698, 0, 0, 0, +5.000193E-01, +2.369916E-10, 0.0, 0.0, -0.00283171, 90.0
1713499535.386425, -3.2, 5.001471e-07, 1.304649e-08, 4.856992e-07, 1.516396, 0, 0, 0, +5.000193E-01, +2.369916E-10, 0.0, 0.0, -0.00283171, 0.0
1713499541.8492231, 3.2, 5.805745e-07, 2.03548e-08, 5.806029e-07, 1.287316, 0, 0, 0, +5.000193E-01, +2.369916E-10, 0.0, 0.0, -0.00283195, 0.0
1713499548.3344479, -3.2, 4.782124e-07, 2.03548e-08, 4.567314e-07, 1.612012, 0, 0, 0, +5.000193E-01, +2.369916E-10, -2.3842e-07, 0.0, -0.00283171, 180.0
1713499571.0036893, 3.2, -3.333734e-07, 1.304649e-08, 3.117118e-07, 177.6012, 0, 0, 0, +1.000013E+00, +6.726847E-10, 0.0, 0.0, -0.00283171, 90.0
1713499577.4688315, -3.2, -3.991776e-07, 5.738173e-09, 4.143011e-07, 178.1941, 0, 0, 0, +1.000013E+00, +6.726847E-10, 0.0, 0.0, -0.00283195, 0.0
1713499583.9548426, 3.2, -3.04127e-07, 2.03548e-08, 3.053825e-07, 176.0769, 0, 0, 0, +1.000013E+00, +6.726847E-10, 0.0, -2.3842e-07, -0.00283171, -45.0
1713499590.443211, -3.2, -3.772429e-07, 1.304649e-08, 4.069985e-07, 178.1617, 0, 0, 0, +1.000013E+00, +6.726847E-10, 0.0, 0.0, -0.00283195, 0.0
1713499596.9115026, 3.2, -2.748807e-07, 5.738173e-09, 2.897977e-07, 175.9782, 0, 0, 0, +1.000013E+00, +6.726847E-10, 0.0, 0.0, -0.00283195, 0.0
1713499603.3871505, -3.2, -3.772429e-07, 2.03548e-08, 3.704909e-07, 176.8506, 0, 0, 0, +1.000013E+00, +6.726847E-10, 0.0, 0.0, -0.00283171, 90.0
1713499609.8857713, 3.2, -2.748807e-07, 2.03548e-08, 2.751901e-07, 175.8743, 0, 0, 0, +1.000013E+00, +6.726847E-10, -2.3842e-07, -2.3842e-07, -0.00283171, -135.0
1713499616.3616488, -3.2, -3.553081e-07, 5.738173e-09, 3.628543e-07, 176.7872, 0, 0, 0, +1.000013E+00, +6.726847E-10, -2.3842e-07, 0.0, -0.00283171, 135.0
1713499622.8504422, 3.2, -2.821923e-07, 2.03548e-08, 3.044067e-07, 177.5436, 0, 0, 0, +1.000013E+00, +6.726847E-10, 0.0, -2.3842e-07, -0.00283171, -90.0
1713499629.3285255, -3.2, -3.845545e-07, 2.03548e-08, 3.847757e-07, 176.9701, 0, 0, 0, +1.000013E+00, +6.726847E-10, 0.0, 0.0, -0.00283195, 0.0
