t,i,x,y,r,theta,xK,tc,therm,trueGateDC,trueGateI,x2,y2,r2,theta2
1709838963.9410534, 3.2, 6.145212e-07, -1.570137e-08, 5.48637e-07, 349.2645, 0, 0, 0, +1.138660E-05, -1.822828E-10, 0.0, 0.0, -0.00283195, 0.0
1709838970.427545, -3.2, 5.414054e-07, -1.570137e-08, 4.270403e-07, 347.3375, 0, 0, 0, +1.138660E-05, -1.822828E-10, 0.0, 0.0, -0.00283195, 0.0
1709838976.9108458, 3.2, 3.220579e-07, 5.738174e-08, 3.340718e-07, 344.5876, 0, 0, 0, +1.138660E-05, -1.822828E-10, 0.0, 0.0, -0.00283171, 0.0
1709838983.4044068, -3.2, 5.414054e-07, -1.570137e-08, 6.147218e-07, 358.3388, 0, 0, 0, +1.138660E-05, -1.822828E-10, 0.0, 0.0, -0.00283171, 0.0
1709838989.910398, 3.2, 3.951737e-07, 5.738174e-08, 5.416331e-07, 350.687, 0, 0, 0, +1.138660E-05, -1.822828E-10, 0.0, 0.0, -0.00283195, 0.0
1709838996.4042828, -3.2, 4.682896e-07, -8.878449e-08, 5.416331e-07, 6.985898, 0, 0, 0, +1.138660E-05, -1.822828E-10, 0.0, 0.0, -0.00283195, 0.0
1709839002.8957763, 3.2, 6.145212e-07, -8.878449e-08, 5.416331e-07, 358.3388, 0, 0, 0, +1.138660E-05, -1.822828E-10, -2.3842e-07, -2.3842e-07, -0.00283171, -135.0
1709839009.3625073, -3.2, 5.414054e-07, -1.570137e-08, 5.48637e-07, 358.3388, 0, 0, 0, +1.138660E-05, -1.822828E-10, -4.76841e-07, 0.0, -0.00283171, 180.0
1709839015.8427923, 3.2, 4.682896e-07, -1.570137e-08, 5.416331e-07, 358.3388, 0, 0, 0, +1.138660E-05, -1.822828E-10, 0.0, 0.0, -0.00283195, 0.0
1709839022.3368711, -3.2, 4.682896e-07, 5.738174e-08, 3.993181e-07, 357.7247, 0, 0, 0, +1.138660E-05, -1.822828E-10, 0.0, -2.3842e-07, -0.00283171, -90.0
1709839044.9880583, 3.2, 6.145212e-07, -1.570137e-08, 5.416331e-07, 351.7789, 0, 0, 0, +2.000076E-01, +4.340402E-11, 0.0, 0.0, -0.00283171, 90.0
1709839051.4939344, -3.2, 6.145212e-07, -1.570137e-08, 6.209018e-07, 5.3346, 0, 0, 0, +2.000076E-01, +4.340402E-11, 0.0, 0.0, -0.00283195, 0.0
1709839057.9878125, 3.2, 5.414054e-07, -1.570137e-08, 6.209018e-07, 350.687, 0, 0, 0, +2.000076E-01, +4.340402E-11, 0.0, 0.0, -0.00283171, 0.0
1709839064.4466534, -3.2, 6.145212e-07, -8.878449e-08, 5.416331e-07, 358.3388, 0, 0, 0, +2.000076E-01, +4.340402E-11, 0.0, 0.0, -0.00283171, 0.0
1709839070.939519, 3.2, 4.682896e-07, -8.878449e-08, 4.685527e-07, 6.985898, 0, 0, 0, +2.000076E-01, +4.340402E-11, 0.0, -2.3842e-07, -0.00283171, -90.0
1709839077.4407117, -3.2, 4.682896e-07, -8.878449e-08, 4.685527e-07, 350.687, 0, 0, 0, +2.000076E-01, +4.340402E-11, 0.0, 0.0, -0.00283171, 0.0
1709839083.9132876, 3.2, 4.682896e-07, -8.878449e-08, 4.766317e-07, 358.0797, 0, 0, 0, +2.000076E-01, +4.340402E-11, 0.0, 0.0, -0.00283171, 90.0
1709839090.3916774, -3.2, 3.220579e-07, -1.570137e-08, 4.766317e-07, 347.3375, 0, 0, 0, +2.000076E-01, +4.340402E-11, 0.0, 0.0, -0.00283171, 0.0
1709839096.8777652, 3.2, 4.682896e-07, -1.570137e-08, 4.685527e-07, 358.0797, 0, 0, 0, +2.000076E-01, +4.340402E-11, 0.0, 0.0, -0.00283171, 0.0
1709839103.3523586, -3.2, 4.682896e-07, -1.570137e-08, 4.050247e-07, 347.3375, 0, 0, 0, +2.000076E-01, +4.340402E-11, 0.0, -2.3842e-07, -0.00283171, -90.0
1709839126.0247629, 3.2, 3.951737e-07, -8.878449e-08, 4.954758e-07, 347.3375, 0, 0, 0, +3.999947E-01, +1.468329E-10, 0.0, 0.0, -0.00283195, 0.0
1709839132.5244417, -3.2, 3.951737e-07, -1.570137e-08, 4.766317e-07, 358.0797, 0, 0, 0, +3.999947E-01, +1.468329E-10, 0.0, 0.0, -0.00283171, 90.0
1709839139.0088077, 3.2, 3.951737e-07, -8.878449e-08, 3.340718e-07, 358.0797, 0, 0, 0, +3.999947E-01, +1.468329E-10, -2.3842e-07, 0.0, -0.00283171, 180.0
1709839145.5043979, -3.2, 3.951737e-07, -8.878449e-08, 3.340718e-07, 347.3375, 0, 0, 0, +3.999947E-01, +1.468329E-10, 0.0, 0.0, -0.00283195, 0.0
1709839151.999604, 3.2, 4.682896e-07, -1.570137e-08, 3.954855e-07, 357.7247, 0, 0, 0, +3.999947E-01, +1.468329E-10, 0.0, 0.0, -0.00283171, 45.0
1709839158.5055509, -3.2, 3.220579e-07, -1.570137e-08, 3.340718e-07, 344.5876, 0, 0, 0, +3.999947E-01, +1.468329E-10, 0.0, -2.3842e-07, -0.00283171, -45.0
1709839164.9982946, 3.2, 3.220579e-07, -8.878449e-08, 3.271299e-07, 344.5876, 0, 0, 0, +3.999947E-01, +1.468329E-10, 0.0, 0.0, -0.00283171, 45.0
1709839171.4827025, -3.2, 3.220579e-07, -8.878449e-08, 3.993181e-07, 344.5876, 0, 0, 0, +3.999947E-01, +1.468329E-10, 0.0, 2.3842e-07, -0.00283171, 90.0
1709839177.9564137, 3.2, 3.220579e-07, -8.878449e-08, 3.954855e-07, 344.5876, 0, 0, 0, +3.999947E-01, +1.468329E-10, -2.3842e-07, 2.3842e-07, -0.00283171, 116.562
1709839184.4356728, -3.2, 3.220579e-07, -8.878449e-08, 3.224404e-07, 347.3375, 0, 0, 0, +3.999947E-01, +1.468329E-10, 0.0, -2.3842e-07, -0.00283171, -90.0
1709839207.0800624, 3.2, 3.951737e-07, -1.570137e-08, 4.050247e-07, 357.7247, 0, 0, 0, +5.999933E-01, +2.431725E-10, 0.0, 0.0, -0.00283195, 0.0
1709839213.5782034, -3.2, 4.682896e-07, -8.878449e-08, 4.766317e-07, 8.261965, 0, 0, 0, +5.999933E-01, +2.431725E-10, -2.3842e-07, 0.0, -0.00283171, 135.0
1709839220.0492728, 3.2, 3.220579e-07, -1.570137e-08, 4.050247e-07, 357.7247, 0, 0, 0, +5.999933E-01, +2.431725E-10, -2.3842e-07, 0.0, -0.00283171, 180.0
1709839226.5328038, -3.2, 3.951737e-07, -1.570137e-08, 4.050247e-07, 357.7247, 0, 0, 0, +5.999933E-01, +2.431725E-10, 0.0, 0.0, -0.00283171, 45.0
1709839233.0427227, 3.2, 3.951737e-07, 5.738174e-08, 3.954855e-07, 347.3375, 0, 0, 0, +5.999933E-01, +2.431725E-10, 0.0, 2.3842e-07, -0.00283171, 63.438
1709839239.5371234, -3.2, 3.220579e-07, -8.878449e-08, 4.050247e-07, 349.2645, 0, 0, 0, +5.999933E-01, +2.431725E-10, 0.0, 0.0, -0.00283195, 0.0
1709839246.0442836, 3.2, 3.220579e-07, -8.878449e-08, 3.954855e-07, 358.0797, 0, 0, 0, +5.999933E-01, +2.431725E-10, 0.0, 0.0, -0.00283171, 90.0
1709839252.5341647, -3.2, 3.951737e-07, -8.878449e-08, 4.050247e-07, 349.2645, 0, 0, 0, +5.999933E-01, +2.431725E-10, 0.0, 0.0, -0.00283171, 90.0
1709839259.0358133, 3.2, 5.414054e-07, -8.878449e-08, 5.48637e-07, 350.687, 0, 0, 0, +5.999933E-01, +2.431725E-10, 0.0, 0.0, -0.00283195, 0.0
1709839265.5166597, -3.2, 6.145212e-07, -1.570137e-08, 6.878162e-07, 358.8176, 0, 0, 0, +5.999933E-01, +2.431725E-10, 0.0, 2.3842e-07, -0.00283171, 63.438
1709839288.1835234, 3.2, 1.126332e-06, -1.570137e-08, 1.129826e-06, 359.2013, 0, 0, 0, +7.999866E-01, +6.776037E-10, 0.0, 0.0, -0.00283195, 0.0
1709839294.6588342, -3.2, 1.126332e-06, -8.878449e-08, 1.20082e-06, 359.25, 0, 0, 0, +7.999866E-01, +6.776037E-10, 0.0, 0.0, -0.00283171, 0.0
1709839301.1485622, 3.2, 1.126332e-06, -1.570137e-08, 1.126441e-06, 359.0822, 0, 0, 0, +7.999866E-01, +6.776037E-10, 0.0, 0.0, -0.00283195, 0.0
