t,i,x,y,r,theta,xK,tc,therm,dc,i,x2,y2,r2,theta2
1681589044.4132214, 3.2, -5.307861e-06, -1.915862e-06, 5.780801e-06, 200.2856, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0165406, 0.418703, 0.966
1681589050.923437, -3.2, 1.053216e-06, -1.988946e-06, 2.322623e-06, 295.3333, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0166017, 0.418703, 0.966
1681589057.413205, 3.2, -5.234745e-06, -1.988946e-06, 5.599863e-06, 198.6593, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0165406, 0.418703, 0.966
1681589063.9022546, -3.2, 7.607529e-07, -2.062028e-06, 2.04333e-06, 279.1978, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0165406, 0.418703, 0.966
1681589070.4296665, 3.2, -5.015398e-06, -1.915862e-06, 5.259723e-06, 201.1887, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984928, 0.0165406, 0.418703, 0.966
1681589076.9167156, -3.2, 6.876371e-07, -1.915862e-06, 2.152005e-06, 303.5931, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984928, 0.0165406, 0.418703, 0.966
1681589083.3936548, 3.2, -4.796051e-06, -1.915862e-06, 5.558271e-06, 201.9216, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984928, 0.0165406, 0.418703, 0.966
1681589089.915308, -3.2, 1.272564e-06, -1.915862e-06, 2.285723e-06, 292.746, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0165406, 0.418703, 0.966
1681589096.4309084, 3.2, -5.234745e-06, -1.988946e-06, 5.24957e-06, 202.647, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0165406, 0.418703, 0.966
1681589102.9356577, -3.2, 1.565027e-06, -1.915862e-06, 2.341235e-06, 301.4338, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984928, 0.0165406, 0.418703, 0.966
1681589109.429468, 3.2, -5.088514e-06, -1.915862e-06, 4.635357e-06, 205.2817, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984928, 0.0165406, 0.418703, 0.966
1681589115.901151, -3.2, 2.076838e-06, -1.915862e-06, 2.719884e-06, 315.2196, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984928, 0.0165406, 0.418703, 0.966
1681589122.3906937, 3.2, -3.845545e-06, -1.988946e-06, 4.008249e-06, 207.903, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0165406, 0.418703, 0.966
1681589128.8975759, -3.2, 2.076838e-06, -1.842779e-06, 2.719884e-06, 322.9658, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0165406, 0.418703, 0.966
1681589135.3952844, 3.2, -2.968155e-06, -1.842779e-06, 3.944937e-06, 208.7445, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0165406, 0.418703, 0.966
1681589141.9080973, -3.2, 1.711259e-06, -1.842779e-06, 2.771848e-06, 310.7082, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0165406, 0.418703, 0.966
1681589148.3826923, 3.2, -4.796051e-06, -1.988946e-06, 4.500548e-06, 204.903, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0165406, 0.418703, 0.966
1681589154.9059007, -3.2, 1.638143e-06, -1.769696e-06, 2.465633e-06, 308.9936, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0165406, 0.418703, 0.966
1681589161.4085064, 3.2, -5.746556e-06, -1.988946e-06, 6.358117e-06, 198.2137, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0165406, 0.418703, 0.966
1681589167.9054964, -3.2, 2.954228e-06, -1.915862e-06, 3.339177e-06, 323.2319, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0165406, 0.418703, 0.966
1681589174.3699572, 3.2, -3.91866e-06, -1.842779e-06, 4.296363e-06, 203.6341, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0165406, 0.418703, 0.966
1681589180.8908443, -3.2, 2.515533e-06, -1.915862e-06, 3.669798e-06, 325.3046, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0165406, 0.418703, 0.966
1681589187.3577292, 3.2, -2.821923e-06, -1.842779e-06, 3.532771e-06, 213.8259, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0165406, 0.418703, 0.966
1681589193.8515275, -3.2, 2.954228e-06, -1.842779e-06, 3.663263e-06, 327.3967, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0165406, 0.418703, 0.966
1681589200.3609796, 3.2, -4.064892e-06, -1.842779e-06, 4.036696e-06, 207.4895, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0165406, 0.418703, 0.966
1681589206.8438597, -3.2, 2.223069e-06, -1.915862e-06, 4.08889e-06, 330.5481, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0165406, 0.418703, 0.966
1681589213.3581088, 3.2, -4.822163e-07, -1.842779e-06, 1.991596e-06, 275.4503, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984928, 0.0166017, 0.418703, 0.966
1681589219.8581316, -3.2, 2.807996e-06, -1.842779e-06, 3.561371e-06, 327.036, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984928, 0.0165406, 0.418703, 0.966
1681589226.3763542, 3.2, -3.479965e-06, -1.915862e-06, 4.529784e-06, 206.4827, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0166017, 0.418703, 0.966
1681589232.8866637, -3.2, 2.881112e-06, -1.842779e-06, 3.104179e-06, 321.2516, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0165406, 0.418703, 0.966
1681589239.3811104, 3.2, -4.576703e-06, -1.915862e-06, 5.001665e-06, 203.4888, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984928, 0.0165406, 0.418703, 0.966
1681589245.8754473, -3.2, 2.223069e-06, -1.842779e-06, 2.672059e-06, 317.3959, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984928, 0.0165406, 0.418703, 0.966
1681589252.4104156, 3.2, -4.284239e-06, -1.988946e-06, 5.069709e-06, 202.8372, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984928, 0.0165406, 0.418703, 0.966
1681589258.9189403, -3.2, -1.505838e-06, -1.988946e-06, 2.730953e-06, 222.5005, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984928, 0.0165406, 0.418703, 0.966
1681589265.4029076, 3.2, -4.284239e-06, -1.769696e-06, 4.826966e-06, 203.5264, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984928, 0.0165406, 0.418703, 0.966
1681589271.9181573, -3.2, 2.296185e-06, -1.842779e-06, 2.990484e-06, 317.3088, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984928, 0.0165406, 0.418703, 0.966
1681589278.391173, 3.2, -5.161629e-06, -1.915862e-06, 5.411913e-06, 202.08, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984928, 0.0165406, 0.418703, 0.966
1681589284.928164, -3.2, 1.491911e-06, -2.062028e-06, 2.623797e-06, 315.2196, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984928, 0.0165406, 0.418703, 0.966
1681589291.4382017, 3.2, -4.064892e-06, -1.842779e-06, 4.723411e-06, 202.9241, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0165406, 0.418703, 0.966
1681589297.9130435, -3.2, 1.85749e-06, -1.988946e-06, 2.823262e-06, 316.3333, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984928, 0.0165406, 0.418703, 0.966
1681589320.580933, 3.2, -4.576703e-06, -2.135112e-06, 5.47441e-06, 205.0099, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0164796, 0.418093, 0.96
1681589327.077166, -3.2, -1.871417e-06, -2.135112e-06, 2.325248e-06, 262.9813, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418093, 0.966
1681589333.5748088, 3.2, -4.430471e-06, -2.062028e-06, 5.086528e-06, 206.1196, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418093, 0.966
1681589340.088688, -3.2, 2.954228e-06, -2.135112e-06, 3.450411e-06, 318.5069, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418093, 0.966
1681589346.6244566, 3.2, -3.772429e-06, -2.135112e-06, 4.059895e-06, 213.5197, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418093, 0.966
1681589353.1271799, -3.2, 2.954228e-06, -2.208195e-06, 4.210682e-06, 328.2422, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418093, 0.966
1681589359.6284363, 3.2, -2.895039e-06, -2.135112e-06, 3.583207e-06, 218.5887, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418093, 0.966
1681589366.1385012, -3.2, 3.61227e-06, -2.208195e-06, 4.210682e-06, 328.3665, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418093, 0.966
1681589372.6541963, 3.2, -3.479965e-06, -2.135112e-06, 4.208088e-06, 212.0759, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418093, 0.966
1681589379.1385806, -3.2, 3.904734e-06, -2.135112e-06, 4.396654e-06, 329.4138, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0166017, 0.418093, 0.966
1681589385.6072319, 3.2, -3.333734e-06, -2.135112e-06, 4.408565e-06, 209.992, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0166017, 0.418093, 0.966
1681589392.088526, -3.2, 2.588649e-06, -2.135112e-06, 3.347242e-06, 317.0817, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418093, 0.966
1681589398.5818527, 3.2, -4.357355e-06, -2.208195e-06, 4.984074e-06, 208.086, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418093, 0.966
1681589405.0859375, -3.2, 2.73488e-06, -2.062028e-06, 3.704526e-06, 324.541, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418093, 0.966
1681589411.5834608, 3.2, -3.772429e-06, -2.062028e-06, 4.725181e-06, 204.6013, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418093, 0.966
1681589418.0971854, -3.2, 1.053216e-06, -2.281278e-06, 2.548636e-06, 308.7116, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0166017, 0.418093, 0.966
1681589424.574812, 3.2, -4.796051e-06, -2.208195e-06, 5.681433e-06, 201.9127, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418093, 0.966
1681589431.08219, -3.2, 1.418795e-06, -2.208195e-06, 2.766503e-06, 305.6814, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418032, 0.966
1681589437.5664592, 3.2, -5.527208e-06, -2.135112e-06, 5.789094e-06, 201.7774, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418032, 0.966
1681589444.0840576, -3.2, 1.272564e-06, -2.135112e-06, 2.793659e-06, 308.9406, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418093, 0.966
1681589450.5871222, 3.2, -4.649818e-06, -2.062028e-06, 5.316717e-06, 204.4587, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418093, 0.966
1681589457.0572152, -3.2, 6.145212e-07, -2.208195e-06, 2.273597e-06, 279.8275, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418093, 0.966
1681589463.5582416, 3.2, -6.91641e-06, -2.135112e-06, 7.238469e-06, 198.4363, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418032, 0.966
1681589470.0397253, -3.2, -3.359846e-07, -2.208195e-06, 2.216333e-06, 278.2979, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0166017, 0.418093, 0.966
1681589476.5251362, 3.2, -6.112135e-06, -2.062028e-06, 6.474326e-06, 199.4712, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418032, 0.966
1681589483.0339959, -3.2, 1.758262e-07, -2.281278e-06, 2.292108e-06, 292.018, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418032, 0.966
1681589489.5487292, 3.2, -2.090764e-06, -2.208195e-06, 3.263453e-06, 218.7759, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418032, 0.966
1681589496.0451963, -3.2, 1.758262e-07, -2.062028e-06, 2.142339e-06, 278.2979, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418032, 0.966
1681589502.5639617, 3.2, -6.331483e-06, -2.135112e-06, 6.986168e-06, 197.5037, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418032, 0.966
1681589509.0672092, -3.2, 9.069846e-07, -2.135112e-06, 2.446506e-06, 295.4992, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418032, 0.966
1681589515.571233, 3.2, -5.088514e-06, -2.208195e-06, 5.614138e-06, 203.6773, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418032, 0.966
1681589522.0524063, -3.2, 2.223069e-06, -2.208195e-06, 2.978583e-06, 316.1562, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418032, 0.966
1681589528.547632, 3.2, -4.942282e-06, -2.208195e-06, 5.830873e-06, 200.9672, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418032, 0.966
1681589535.0261946, -3.2, 2.369301e-06, -2.208195e-06, 3.515067e-06, 318.0754, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418032, 0.966
1681589541.5273721, 3.2, -4.064892e-06, -2.062028e-06, 5.057343e-06, 202.3495, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418032, 0.966
1681589548.0302367, -3.2, 2.076838e-06, -2.135112e-06, 3.14981e-06, 310.8712, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418093, 0.966
1681589554.5526676, 3.2, -5.67344e-06, -2.135112e-06, 6.011974e-06, 201.7774, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418093, 0.966
1681589561.0516932, -3.2, 2.003722e-06, -2.135112e-06, 3.13547e-06, 303.6134, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418093, 0.966
1681589567.552179, 3.2, -5.380977e-06, -2.135112e-06, 5.279983e-06, 206.49, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418093, 0.966
1681589574.0561771, -3.2, 2.588649e-06, -2.208195e-06, 3.586016e-06, 323.6548, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418093, 0.966
1681589580.5614917, 3.2, -4.211124e-06, -2.062028e-06, 4.754647e-06, 205.0099, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418093, 0.966
1681589587.067211, -3.2, 2.369301e-06, -1.988946e-06, 2.726895e-06, 314.2073, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418093, 0.966
1681589593.5787292, 3.2, -4.576703e-06, -2.135112e-06, 4.953207e-06, 205.7301, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418093, 0.966
1681589600.0951936, -3.2, 1.85749e-06, -2.135112e-06, 3.347242e-06, 322.021, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418093, 0.966
1681589606.6089687, 3.2, -4.430471e-06, -2.135112e-06, 4.145249e-06, 211.0024, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418093, 0.966
1681589613.1261926, -3.2, 1.272564e-06, -2.281278e-06, 2.588681e-06, 307.4969, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418093, 0.966
1681589619.635164, 3.2, -4.649818e-06, -2.208195e-06, 5.518304e-06, 203.7631, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418093, 0.966
1681589626.1379247, -3.2, 1.638143e-06, -2.062028e-06, 2.664943e-06, 297.0247, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418093, 0.966
1681589632.654162, 3.2, -6.404599e-06, -2.281278e-06, 7.056288e-06, 197.5037, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418093, 0.966
1681589639.1535797, -3.2, -4.091004e-07, -2.281278e-06, 2.151233e-06, 276.6504, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418093, 0.966
1681589645.6489923, 3.2, -6.989525e-06, -2.062028e-06, 7.518414e-06, 196.4031, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418093, 0.966
1681589652.1451988, -3.2, -4.822163e-07, -2.135112e-06, 1.996702e-06, 268.8709, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418093, 0.966
1681589658.6536212, 3.2, -7.355105e-06, -2.135112e-06, 7.619283e-06, 195.7423, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418093, 0.966
1681589665.1272547, -3.2, -1.067143e-06, -2.208195e-06, 2.553333e-06, 231.2988, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418093, 0.966
1681589671.622804, 3.2, -8.30561e-06, -2.062028e-06, 8.415903e-06, 194.2962, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418093, 0.966
1681589678.1022072, -3.2, -3.91866e-06, -1.988946e-06, 6.126917e-06, 198.2362, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418093, 0.966
1681589684.6124299, 3.2, -1.225386e-05, -2.062028e-06, 1.271465e-05, 189.442, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418032, 0.966
1681589691.1041265, -3.2, -6.477715e-06, -1.988946e-06, 6.84375e-06, 196.7132, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418032, 0.966
1681589697.6144667, 3.2, -1.247321e-05, -2.062028e-06, 1.257038e-05, 189.0233, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418032, 0.966
1681589704.1111722, -3.2, -5.819672e-06, -2.135112e-06, 5.355195e-06, 200.6231, 0, 0, 0, +1.250016E+01, +2.037710E-10, 0.984318, 0.0165406, 0.418032, 0.966
1681589726.7779016, 3.2, -4.138008e-06, -2.427444e-06, 5.051886e-06, 212.474, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0164796, 0.41736, 0.96
1681589733.2644467, -3.2, 2.442417e-06, -2.354361e-06, 3.937681e-06, 320.7453, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.417421, 0.966
1681589739.7791882, 3.2, -3.553081e-06, -2.427444e-06, 3.74355e-06, 221.3448, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.41736, 0.966
1681589746.2391818, -3.2, 4.050965e-06, -2.354361e-06, 4.453617e-06, 331.0504, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.417421, 0.966
1681589752.7319348, 3.2, -3.333734e-06, -2.427444e-06, 4.226022e-06, 211.9682, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.41736, 0.966
1681589759.22979, -3.2, 3.61227e-06, -2.427444e-06, 3.602426e-06, 316.021, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.41736, 0.966
1681589765.7308853, 3.2, -3.187502e-06, -2.354361e-06, 4.308252e-06, 211.6612, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.41736, 0.966
1681589772.226871, -3.2, 3.685386e-06, -2.354361e-06, 4.636764e-06, 328.4311, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.417421, 0.966
1681589778.7269752, 3.2, -3.187502e-06, -2.354361e-06, 4.485945e-06, 214.8976, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.41736, 0.966
1681589785.2396636, -3.2, 4.782124e-06, -2.281278e-06, 5.497176e-06, 335.111, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.41736, 0.966
1681589791.7687378, 3.2, -2.602575e-06, -2.281278e-06, 3.612729e-06, 222.9467, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.417421, 0.966
1681589798.2492118, -3.2, 4.928355e-06, -2.281278e-06, 5.527905e-06, 334.7534, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.417421, 0.966
1681589804.7676866, 3.2, 9.801004e-07, -2.281278e-06, 2.428902e-06, 286.2815, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.417421, 0.966
1681589811.2566657, -3.2, 4.48966e-06, -2.354361e-06, 5.563782e-06, 335.0637, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.417421, 0.966
1681589817.74337, 3.2, -2.090764e-06, -2.281278e-06, 2.904843e-06, 226.5647, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.417421, 0.966
1681589824.217751, -3.2, 3.246691e-06, -2.281278e-06, 5.697471e-06, 337.2498, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.41736, 0.966
1681589830.6948278, 3.2, -2.456344e-06, -2.427444e-06, 3.352291e-06, 223.7479, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.41736, 0.966
1681589837.1781774, -3.2, 4.124081e-06, -2.427444e-06, 4.585577e-06, 327.4281, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.417421, 0.966
1681589843.6988382, 3.2, -4.357355e-06, -2.208195e-06, 4.609597e-06, 211.6612, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.417421, 0.966
1681589850.2290583, -3.2, 3.246691e-06, -2.427444e-06, 3.777628e-06, 323.2158, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.417421, 0.966
1681589856.7282581, 3.2, -3.333734e-06, -2.427444e-06, 4.021771e-06, 213.7991, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.417421, 0.966
1681589863.2422092, -3.2, 3.904734e-06, -2.281278e-06, 4.660018e-06, 326.3669, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.417421, 0.966
1681589869.7199633, 3.2, -3.699313e-06, -2.427444e-06, 4.064987e-06, 217.088, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.41736, 0.966
1681589876.2203617, -3.2, 3.392923e-06, -2.427444e-06, 3.34015e-06, 317.7959, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.41736, 0.966
1681589882.7154148, 3.2, -4.796051e-06, -2.281278e-06, 5.710235e-06, 204.5191, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.41736, 0.966
1681589889.1948743, -3.2, 2.223069e-06, -2.354361e-06, 3.650284e-06, 315.1714, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.41736, 0.966
1681589895.6696692, 3.2, -5.234745e-06, -2.427444e-06, 5.777336e-06, 204.2809, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.41736, 0.966
1681589902.19415, -3.2, 1.126332e-06, -2.354361e-06, 2.78726e-06, 291.0685, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.41736, 0.966
1681589908.6926563, 3.2, -6.91641e-06, -2.427444e-06, 7.005776e-06, 201.8982, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.41736, 0.966
1681589915.2137, -3.2, 1.053216e-06, -2.354361e-06, 2.740785e-06, 292.6016, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.41736, 0.966
1681589921.6961973, 3.2, -5.600324e-06, -2.354361e-06, 5.73542e-06, 203.8439, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.41736, 0.966
1681589928.173098, -3.2, 2.076838e-06, -2.281278e-06, 3.28869e-06, 316.0844, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.41736, 0.966
1681589934.6784978, 3.2, -5.380977e-06, -2.354361e-06, 5.47441e-06, 203.3648, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.41736, 0.966
1681589941.1916575, -3.2, 2.369301e-06, -2.354361e-06, 3.188309e-06, 308.4961, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.41736, 0.966
1681589947.680676, 3.2, -4.357355e-06, -2.354361e-06, 5.245312e-06, 209.5358, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.41736, 0.966
1681589954.182216, -3.2, 2.369301e-06, -2.354361e-06, 3.617882e-06, 322.1278, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.417421, 0.966
1681589960.6721911, 3.2, -5.307861e-06, -2.354361e-06, 5.576486e-06, 204.4587, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.41736, 0.966
1681589967.165515, -3.2, 1.638143e-06, -2.354361e-06, 2.84926e-06, 306.8747, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.41736, 0.966
1681589973.6346722, 3.2, -5.234745e-06, -2.354361e-06, 6.019947e-06, 204.878, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.417421, 0.966
1681589980.132278, -3.2, 2.076838e-06, -2.354361e-06, 3.030017e-06, 312.4017, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.41736, 0.966
1681589986.6342034, 3.2, -4.503587e-06, -2.427444e-06, 5.211893e-06, 206.1333, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.41736, 0.966
1681589993.1345353, -3.2, 2.661765e-06, -2.354361e-06, 3.185321e-06, 312.5607, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.41736, 0.966
