t,i,x,y,r,theta,xK,tc,therm,dc,i,x2,y2,r2,theta2
1681589999.6301625, 3.2, -4.869166e-06, -2.281278e-06, 5.643283e-06, 207.5994, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.41736, 0.966
1681590006.1479275, -3.2, 1.85749e-06, -2.208195e-06, 3.085042e-06, 309.1536, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.41736, 0.966
1681590012.6501682, 3.2, -4.503587e-06, -2.281278e-06, 4.571533e-06, 210.8445, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.41736, 0.966
1681590019.155215, -3.2, 2.369301e-06, -2.354361e-06, 3.34015e-06, 319.1574, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.41736, 0.966
1681590025.654532, 3.2, -5.307861e-06, -2.427444e-06, 5.681433e-06, 202.0259, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0164796, 0.417421, 0.96
1681590032.1344256, -3.2, -3.359846e-07, -2.354361e-06, 2.065325e-06, 281.2495, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.417421, 0.966
1681590038.6687117, 3.2, -6.550831e-06, -2.427444e-06, 7.074947e-06, 198.0645, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.417421, 0.966
1681590045.1283317, -3.2, 2.489421e-07, -2.281278e-06, 2.36899e-06, 267.2491, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.41736, 0.966
1681590051.6272566, 3.2, -7.135757e-06, -2.281278e-06, 6.961062e-06, 201.0664, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0164796, 0.41736, 0.96
1681590058.1274633, -3.2, 2.489421e-07, -2.427444e-06, 2.28147e-06, 270.7433, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.417421, 0.966
1681590064.6112175, 3.2, -5.67344e-06, -2.281278e-06, 6.075084e-06, 200.4675, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.417421, 0.966
1681590071.1136222, -3.2, 1.491911e-06, -2.427444e-06, 2.642289e-06, 296.9969, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.41736, 0.966
1681590077.6136062, 3.2, -5.600324e-06, -2.354361e-06, 5.979487e-06, 204.878, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.41736, 0.966
1681590084.1120143, -3.2, 1.784375e-06, -2.354361e-06, 3.081951e-06, 306.8747, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.41736, 0.966
1681590090.6033769, 3.2, -5.600324e-06, -2.354361e-06, 6.37318e-06, 200.3113, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.41736, 0.966
1681590097.0641873, -3.2, 1.199448e-06, -2.281278e-06, 2.706554e-06, 302.3616, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.41736, 0.966
1681590103.550573, 3.2, -6.112135e-06, -2.281278e-06, 6.37318e-06, 202.0259, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.417421, 0.966
1681590110.0415246, -3.2, 3.220579e-07, -2.354361e-06, 2.433803e-06, 276.2277, 0, 0, 0, +1.666686E+01, +2.090333E-09, 0.983646, 0.0165406, 0.41736, 0.966
1681590132.7255437, 3.2, -3.553081e-06, -2.57361e-06, 4.789495e-06, 213.0686, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982853, 0.0164796, 0.416628, 0.96
1681590139.2291648, -3.2, 2.881112e-06, -2.646693e-06, 3.966415e-06, 314.3648, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982853, 0.0165406, 0.416628, 0.966
1681590145.7066486, 3.2, -3.772429e-06, -2.719777e-06, 5.513555e-06, 212.4087, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982853, 0.0165406, 0.416628, 0.966
1681590152.2144773, -3.2, 2.807996e-06, -2.719777e-06, 4.021168e-06, 318.838, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982853, 0.0165406, 0.416628, 0.966
1681590158.7141209, 3.2, -4.503587e-06, -2.646693e-06, 4.789495e-06, 211.431, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982853, 0.0165406, 0.416628, 0.966
1681590165.213465, -3.2, 2.442417e-06, -2.646693e-06, 4.015551e-06, 315.9143, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982853, 0.0165406, 0.416628, 0.966
1681590171.7171996, 3.2, -5.454093e-06, -2.427444e-06, 6.468744e-06, 205.6125, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982853, 0.0165406, 0.416628, 0.966
1681590178.2151265, -3.2, 2.003722e-06, -2.79286e-06, 3.607045e-06, 312.0094, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416628, 0.966
1681590184.6902328, 3.2, -5.015398e-06, -2.57361e-06, 5.702319e-06, 207.4803, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982853, 0.0165406, 0.416628, 0.966
1681590191.1636696, -3.2, 1.784375e-06, -2.500527e-06, 3.394864e-06, 309.8748, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982853, 0.0165406, 0.416628, 0.966
1681590197.6684265, 3.2, -5.746556e-06, -2.646693e-06, 5.89913e-06, 207.1471, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416628, 0.966
1681590204.1604433, -3.2, 1.784375e-06, -2.646693e-06, 3.090611e-06, 311.8347, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416628, 0.966
1681590210.6501517, 3.2, -5.600324e-06, -2.79286e-06, 5.735674e-06, 207.4803, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982853, 0.0165406, 0.416628, 0.966
1681590217.1244433, -3.2, 2.807996e-06, -2.646693e-06, 3.444739e-06, 313.5018, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416628, 0.966
1681590223.625772, 3.2, -1.067143e-06, -2.646693e-06, 3.119987e-06, 242.1531, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416628, 0.966
1681590230.1172338, -3.2, 1.053216e-06, -2.500527e-06, 2.822336e-06, 281.88, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416628, 0.966
1681590236.610221, 3.2, -5.746556e-06, -2.646693e-06, 5.865794e-06, 205.2251, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416628, 0.966
1681590243.1242092, -3.2, 1.565027e-06, -2.646693e-06, 3.319622e-06, 305.3687, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416628, 0.966
1681590249.5778093, 3.2, -5.015398e-06, -2.719777e-06, 5.767659e-06, 206.4995, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416628, 0.966
1681590256.0804038, -3.2, 3.027344e-06, -2.57361e-06, 4.13238e-06, 322.3974, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416628, 0.966
1681590262.582979, 3.2, -4.722935e-06, -2.646693e-06, 5.035841e-06, 213.2952, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416628, 0.966
1681590269.0833108, -3.2, 2.73488e-06, -2.646693e-06, 3.863195e-06, 318.1428, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416628, 0.966
1681590275.588696, 3.2, -4.796051e-06, -2.427444e-06, 5.261129e-06, 208.27, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416628, 0.966
1681590282.080683, -3.2, 2.442417e-06, -2.719777e-06, 3.409881e-06, 307.1281, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416628, 0.966
1681590288.5584338, 3.2, -5.380977e-06, -2.646693e-06, 6.194241e-06, 204.1254, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416628, 0.966
1681590295.0611753, -3.2, 2.369301e-06, -2.646693e-06, 3.293548e-06, 311.7395, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0164796, 0.416628, 0.966
1681590301.5751429, 3.2, -5.600324e-06, -2.646693e-06, 6.163368e-06, 203.6662, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416628, 0.966
1681590308.088691, -3.2, 1.199448e-06, -2.646693e-06, 3.011426e-06, 284.1887, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416628, 0.966
1681590314.5945036, 3.2, -6.331483e-06, -2.57361e-06, 6.795009e-06, 202.323, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982853, 0.0165406, 0.416628, 0.966
1681590321.1092942, -3.2, 8.338687e-07, -2.719777e-06, 2.848552e-06, 276.9378, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416628, 0.966
1681590327.594387, 3.2, -6.404599e-06, -2.719777e-06, 6.593538e-06, 202.7403, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416628, 0.966
1681590334.0987382, -3.2, 9.801004e-07, -2.646693e-06, 3.252872e-06, 308.121, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416628, 0.966
1681590340.605438, 3.2, -5.088514e-06, -2.646693e-06, 5.542001e-06, 207.1471, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982853, 0.0165406, 0.416628, 0.966
1681590347.1057096, -3.2, 2.954228e-06, -2.57361e-06, 3.655487e-06, 313.5446, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982853, 0.0165406, 0.416628, 0.966
1681590353.6007373, 3.2, -4.064892e-06, -2.719777e-06, 4.688216e-06, 215.3644, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982853, 0.0165406, 0.416628, 0.966
1681590360.0853338, -3.2, 4.050965e-06, -2.646693e-06, 4.537296e-06, 323.2097, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982853, 0.0165406, 0.416628, 0.966
1681590366.567441, 3.2, -4.211124e-06, -2.646693e-06, 4.811114e-06, 215.0531, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416628, 0.966
1681590373.080676, -3.2, 4.124081e-06, -2.646693e-06, 4.962e-06, 323.77, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416628, 0.966
1681590379.5638359, 3.2, -3.114386e-06, -2.646693e-06, 4.548615e-06, 213.5381, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0164796, 0.416628, 0.966
1681590386.0394077, -3.2, 5.951977e-06, -2.646693e-06, 5.55987e-06, 333.1173, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416689, 0.966
1681590392.5382626, 3.2, -5.553321e-07, -2.646693e-06, 2.757737e-06, 267.4051, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416689, 0.966
1681590399.070401, -3.2, 9.095957e-06, -2.646693e-06, 9.857091e-06, 344.3077, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416689, 0.966
1681590405.5592594, 3.2, 1.199448e-06, -2.500527e-06, 2.904191e-06, 303.2296, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416689, 0.966
1681590412.019409, -3.2, 9.315306e-06, -2.57361e-06, 9.985309e-06, 345.2193, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416689, 0.966
1681590418.528827, 3.2, 8.338687e-07, -2.57361e-06, 2.805357e-06, 283.4295, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416689, 0.966
1681590425.0172231, -3.2, 8.218568e-06, -2.646693e-06, 8.263953e-06, 342.3376, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416689, 0.966
1681590431.5385034, 3.2, 7.607529e-07, -2.719777e-06, 2.890983e-06, 290.3202, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416689, 0.966
1681590438.0281134, -3.2, 9.169074e-06, -2.646693e-06, 9.593828e-06, 343.3108, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416689, 0.966
1681590444.5384848, 3.2, 1.565027e-06, -2.646693e-06, 2.905798e-06, 297.604, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416689, 0.966
1681590451.0265496, -3.2, 9.169074e-06, -2.719777e-06, 9.453038e-06, 343.3973, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416689, 0.966
1681590457.5339277, 3.2, 1.126332e-06, -2.719777e-06, 3.074784e-06, 298.1942, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416689, 0.966
1681590464.0463872, -3.2, 9.24219e-06, -2.500527e-06, 9.593828e-06, 342.899, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416689, 0.966
1681590470.5322344, 3.2, 1.930606e-06, -2.500527e-06, 2.936734e-06, 297.604, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416689, 0.966
1681590477.0342643, -3.2, 7.779873e-06, -2.500527e-06, 8.010402e-06, 340.5322, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416689, 0.966
1681590483.5394442, 3.2, -1.213375e-06, -2.719777e-06, 2.8149e-06, 252.687, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416628, 0.966
1681590490.060357, -3.2, 6.610019e-06, -2.646693e-06, 7.641383e-06, 339.6902, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416689, 0.966
1681590496.5662172, 3.2, -1.897529e-07, -2.719777e-06, 2.738097e-06, 244.7576, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416689, 0.966
1681590503.0328786, -3.2, 6.610019e-06, -2.646693e-06, 7.229827e-06, 337.9577, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416689, 0.966
1681590509.5223322, 3.2, -1.166371e-07, -2.500527e-06, 2.687675e-06, 248.0408, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416628, 0.966
1681590516.04716, -3.2, 7.926104e-06, -2.719777e-06, 8.703851e-06, 341.5348, 0, 0, 0, +2.083395E+01, +1.516863E-09, 0.982914, 0.0165406, 0.416628, 0.966
1681590538.7245715, 3.2, -3.626197e-06, -2.865943e-06, 4.796023e-06, 219.1537, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0164186, 0.415773, 0.96
1681590545.2029295, -3.2, 3.466039e-06, -2.939026e-06, 4.325443e-06, 317.1465, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415773, 0.966
1681590551.7002285, 3.2, -5.015398e-06, -3.012109e-06, 5.500789e-06, 217.548, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590558.1912282, -3.2, 3.246691e-06, -2.865943e-06, 4.064814e-06, 314.4299, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590564.6737525, 3.2, -5.088514e-06, -3.085192e-06, 5.562732e-06, 212.7074, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590571.2097185, -3.2, 3.904734e-06, -3.012109e-06, 4.741451e-06, 323.5412, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590577.6931264, 3.2, -4.357355e-06, -3.085192e-06, 4.134802e-06, 217.198, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0164796, 0.415834, 0.96
1681590584.1835744, -3.2, 3.246691e-06, -3.085192e-06, 3.961464e-06, 312.166, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590590.6961381, 3.2, -4.357355e-06, -3.012109e-06, 5.624942e-06, 207.7204, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590597.1871302, -3.2, 3.319807e-06, -2.865943e-06, 4.695106e-06, 322.8662, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590603.7006006, 3.2, -5.015398e-06, -3.012109e-06, 4.95703e-06, 219.5968, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590610.1775148, -3.2, 4.050965e-06, -2.939026e-06, 4.385743e-06, 315.1445, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590616.698234, 3.2, -4.430471e-06, -3.304441e-06, 5.826197e-06, 211.6479, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590623.1821692, -3.2, 2.807996e-06, -2.939026e-06, 4.222141e-06, 313.7266, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590629.6763968, 3.2, -6.039019e-06, -2.939026e-06, 7.016589e-06, 204.6501, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0164796, 0.415834, 0.966
1681590636.196874, -3.2, 2.003722e-06, -3.012109e-06, 3.710184e-06, 308.8741, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982121, 0.0164796, 0.415834, 0.966
1681590642.6862624, 3.2, -4.722935e-06, -2.939026e-06, 6.003368e-06, 209.389, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590649.1511655, -3.2, 3.319807e-06, -2.79286e-06, 4.379369e-06, 319.0082, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590655.6168642, 3.2, -5.527208e-06, -2.939026e-06, 6.192746e-06, 204.5574, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590662.1050875, -3.2, 1.85749e-06, -3.085192e-06, 4.068461e-06, 315.869, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0164796, 0.415834, 0.966
1681590668.5852487, 3.2, -5.819672e-06, -2.865943e-06, 6.618583e-06, 210.9907, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590675.078182, -3.2, 3.685386e-06, -2.939026e-06, 4.064814e-06, 309.7276, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0164796, 0.415834, 0.966
1681590681.5730467, 3.2, -5.67344e-06, -2.865943e-06, 5.93318e-06, 210.7387, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0164796, 0.415834, 0.966
1681590688.0785952, -3.2, 1.85749e-06, -2.939026e-06, 3.455556e-06, 301.2632, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0164796, 0.415834, 0.966
1681590694.5546434, 3.2, -5.454093e-06, -2.939026e-06, 6.521121e-06, 205.0861, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590701.075211, -3.2, 2.881112e-06, -2.939026e-06, 4.115663e-06, 316.4611, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415773, 0.966
1681590707.5838094, 3.2, -7.062642e-06, -2.865943e-06, 7.649757e-06, 201.7806, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590714.1096847, -3.2, 1.199448e-06, -2.939026e-06, 3.395189e-06, 300.0437, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415773, 0.966
1681590720.6137648, 3.2, -6.185251e-06, -2.865943e-06, 7.717312e-06, 203.3135, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0164796, 0.415834, 0.966
1681590727.1296763, -3.2, 1.199448e-06, -2.79286e-06, 3.31422e-06, 304.2848, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415773, 0.966
1681590733.6226575, 3.2, -6.843294e-06, -2.939026e-06, 7.526854e-06, 201.882, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590740.1044784, -3.2, 1.053216e-06, -2.865943e-06, 2.936441e-06, 280.6977, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590746.5847025, 3.2, -6.550831e-06, -2.79286e-06, 7.25608e-06, 203.4663, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590753.097825, -3.2, 3.220579e-07, -2.719777e-06, 2.939175e-06, 273.5107, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590759.6097171, 3.2, -8.378726e-06, -2.939026e-06, 8.579119e-06, 200.1895, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590766.1179812, -3.2, 9.069846e-07, -2.939026e-06, 3.028898e-06, 287.1503, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590772.6271925, 3.2, -6.989525e-06, -2.719777e-06, 7.431952e-06, 203.3233, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590779.1375132, -3.2, 1.34568e-06, -2.865943e-06, 2.959842e-06, 288.4424, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590785.6107054, 3.2, -7.501336e-06, -2.939026e-06, 7.961915e-06, 202.0868, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590792.1226394, -3.2, 9.069846e-07, -2.865943e-06, 2.939348e-06, 267.7274, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590798.635521, 3.2, -7.574452e-06, -2.79286e-06, 7.757672e-06, 202.0868, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0164796, 0.415834, 0.966
1681590805.127432, -3.2, -1.166371e-07, -2.865943e-06, 3.012254e-06, 277.6579, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590811.643184, 3.2, -6.258367e-06, -2.719777e-06, 7.419184e-06, 203.4663, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0164796, 0.415834, 0.966
1681590818.1450722, -3.2, 1.638143e-06, -2.939026e-06, 3.376036e-06, 305.6573, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590824.6706436, 3.2, -5.746556e-06, -2.865943e-06, 6.226047e-06, 206.2005, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590831.1839318, -3.2, 2.369301e-06, -2.719777e-06, 3.813336e-06, 312.9915, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590837.6735785, 3.2, -5.67344e-06, -2.939026e-06, 6.455125e-06, 201.8922, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415773, 0.966
1681590844.1478634, -3.2, 8.338687e-07, -2.79286e-06, 3.028898e-06, 296.9309, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590850.6376505, 3.2, -6.989525e-06, -2.79286e-06, 7.054137e-06, 204.0493, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590857.161846, -3.2, 1.053216e-06, -2.865943e-06, 3.296008e-06, 291.9637, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590863.6563325, 3.2, -7.428221e-06, -2.79286e-06, 8.030172e-06, 201.0975, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590870.1664963, -3.2, 8.338687e-07, -2.865943e-06, 3.05503e-06, 272.0525, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590876.6742787, 3.2, -7.647568e-06, -2.865943e-06, 7.25608e-06, 202.9439, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590883.1704915, -3.2, 2.489421e-07, -2.865943e-06, 2.893059e-06, 274.9644, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0164796, 0.415834, 0.966
1681590889.6745203, 3.2, -7.135757e-06, -2.719777e-06, 8.023547e-06, 201.7806, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0164796, 0.415834, 0.966
1681590896.1772583, -3.2, 2.223069e-06, -2.865943e-06, 3.582726e-06, 302.2932, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0164796, 0.415834, 0.966
1681590902.6421552, 3.2, -6.770178e-06, -2.865943e-06, 7.689776e-06, 200.1098, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0164796, 0.415834, 0.966
1681590909.1216452, -3.2, 1.784375e-06, -2.939026e-06, 3.0676e-06, 293.412, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0164796, 0.415773, 0.966
1681590915.6206732, 3.2, -6.623946e-06, -2.865943e-06, 6.816961e-06, 203.6291, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0165406, 0.415834, 0.966
1681590922.1262214, -3.2, 1.126332e-06, -2.865943e-06, 2.947282e-06, 288.8798, 0, 0, 0, +2.500481E+01, +2.050804E-09, 0.982059, 0.0164796, 0.415773, 0.966
1681590944.7895443, 3.2, -4.649818e-06, -3.304441e-06, 6.148143e-06, 213.767, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0164186, 0.414797, 0.96
1681590951.276177, -3.2, 3.466039e-06, -3.377525e-06, 4.531245e-06, 308.9981, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0164796, 0.414797, 0.966
1681590957.7624884, 3.2, -3.991776e-06, -3.377525e-06, 5.015032e-06, 219.5093, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0164796, 0.414797, 0.966
1681590964.2277365, -3.2, 5.220818e-06, -3.450608e-06, 6.54314e-06, 327.2621, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0164796, 0.414797, 0.966
