t,i,x,y,r,theta,xK,tc,therm,trueGateDC,trueGateI,x2,y2,r2,theta2
1712859320.2181437, 3.2, -7.940031e-05, 2.03548e-06, 7.941103e-05, 178.5039, 0, 0, 0, +2.295736E-05, -6.390095E-11, 0.0, 0.0, -0.00283195, 0.0
1712859326.667904, -3.2, -7.647568e-05, 1.304649e-06, 7.723366e-05, 177.948, 0, 0, 0, +2.295736E-05, -6.390095E-11, 0.0, 0.0, -0.00283195, 0.0
1712859333.1729586, 3.2, -7.720684e-05, 1.304649e-06, 7.794891e-05, 178.5039, 0, 0, 0, +2.295736E-05, -6.390095E-11, 0.0, 0.0, -0.00283171, 90.0
1712859339.6601305, -3.2, -7.720684e-05, 1.304649e-06, 7.721786e-05, 179.041, 0, 0, 0, +2.295736E-05, -6.390095E-11, 0.0, -4.76841e-07, -0.00283171, -90.0
1712859346.1303215, 3.2, -7.574452e-05, 2.03548e-06, 7.577187e-05, 179.0036, 0, 0, 0, +2.295736E-05, -6.390095E-11, 0.0, -4.76841e-07, -0.00283171, -90.0
1712859352.60551, -3.2, -7.647568e-05, 5.738174e-07, 7.721786e-05, 178.5039, 0, 0, 0, +2.295736E-05, -6.390095E-11, -2.3842e-07, -2.3842e-07, -0.00283171, -135.0
1712859359.1011786, 3.2, -7.866915e-05, 2.03548e-06, 7.867125e-05, 178.5179, 0, 0, 0, +2.295736E-05, -6.390095E-11, 0.0, 0.0, -0.00283171, 90.0
1712859365.5798683, -3.2, -7.7938e-05, 5.738174e-07, 7.867125e-05, 179.0499, 0, 0, 0, +2.295736E-05, -6.390095E-11, 0.0, 2.3842e-07, -0.00283171, 90.0
1712859372.0621712, 3.2, -7.7938e-05, 1.304649e-06, 7.796457e-05, 178.5179, 0, 0, 0, +2.295736E-05, -6.390095E-11, 0.0, 0.0, -0.00283171, 0.0
1712859378.5372753, -3.2, -7.647568e-05, 2.03548e-06, 7.801641e-05, 178.4898, 0, 0, 0, +2.295736E-05, -6.390095E-11, 0.0, 0.0, -0.00283195, 0.0
