t,i,x,y,r,theta,xK,tc,therm,trueGateDC,trueGateI,x2,y2,r2,theta2
1713547044.2675064, 3.2, -1.008824e-06, 3.575649e-07, 1.070317e-06, 157.9349, 0, 0, 0, +2.919819E-05, -6.088378E-11, 0.0, 0.0, -0.00283171, 90.0
1713547050.736046, -3.2, -7.894769e-07, 3.210233e-07, 8.666755e-07, 160.1837, 0, 0, 0, +2.919819E-05, -6.088378E-11, 0.0, 0.0, -0.00283171, 0.0
1713547057.2213578, 3.2, -9.722664e-07, 3.941064e-07, 1.049105e-06, 159.8083, 0, 0, 0, +2.919819E-05, -6.088378E-11, -2.3842e-07, -2.3842e-07, -0.00283171, -135.0
1713547063.696735, -3.2, -8.625927e-07, 3.210233e-07, 8.736494e-07, 156.5937, 0, 0, 0, +2.919819E-05, -6.088378E-11, 0.0, 0.0, -0.00283171, 0.0
1713547086.3463495, 3.2, -9.357085e-07, 3.941064e-07, 1.070317e-06, 159.0865, 0, 0, 0, +1.000004E+00, +1.750846E-11, 0.0, 0.0, -0.00283195, 0.0
1713547092.801546, -3.2, -8.625927e-07, 3.575649e-07, 8.86222e-07, 161.7475, 0, 0, 0, +1.000004E+00, +1.750846E-11, 0.0, 0.0, -0.00283195, 0.0
1713547099.280806, 3.2, -1.008824e-06, 3.575649e-07, 1.083073e-06, 159.8083, 0, 0, 0, +1.000004E+00, +1.750846E-11, 0.0, 0.0, -0.00283171, 0.0
1713547105.758929, -3.2, -8.625927e-07, 2.844818e-07, 9.337659e-07, 158.7623, 0, 0, 0, +1.000004E+00, +1.750846E-11, -2.3842e-07, 0.0, -0.00283171, 180.0
1713547128.4310308, 3.2, -1.008824e-06, 3.941064e-07, 1.070317e-06, 157.9349, 0, 0, 0, +1.999973E+00, +9.267835E-11, 0.0, 0.0, -0.00283171, 90.0
1713547134.8931544, -3.2, -7.894769e-07, 3.210233e-07, 9.001033e-07, 159.5867, 0, 0, 0, +1.999973E+00, +9.267835E-11, 0.0, 0.0, -0.00283195, 0.0
1713547141.379243, 3.2, -1.008824e-06, 3.941064e-07, 1.070317e-06, 159.8083, 0, 0, 0, +1.999973E+00, +9.267835E-11, 0.0, 2.3842e-07, -0.00283171, 90.0
1713547147.8640149, -3.2, -8.625927e-07, 3.575649e-07, 8.86222e-07, 158.3138, 0, 0, 0, +1.999973E+00, +9.267835E-11, 0.0, 0.0, -0.00283195, 0.0
