t,i,x,y,r,theta,xK,tc,therm,trueGateDC,trueGateI,x2,y2,r2,theta2
1709841110.1576374, 3.2, 3.951737e-07, -8.878449e-08, 3.954855e-07, 357.2089, 0, 0, 0, -1.000101E+00, -2.380972E-09, 0.0, -2.3842e-07, -0.00283171, -90.0
1709841116.658623, -3.2, 2.489421e-07, -8.878449e-08, 3.340718e-07, 344.5876, 0, 0, 0, -1.000101E+00, -2.380972E-09, 0.0, 0.0, -0.00283195, 0.0
1709841123.1620176, 3.2, 3.220579e-07, -1.570137e-08, 3.604475e-07, 357.2089, 0, 0, 0, -1.000101E+00, -2.380972E-09, -4.76841e-07, -2.3842e-07, -0.00283171, -153.438
1709841129.6456072, -3.2, 3.220579e-07, -8.878449e-08, 3.340718e-07, 357.7247, 0, 0, 0, -1.000101E+00, -2.380972E-09, 0.0, -2.3842e-07, -0.00283171, -90.0
1709841136.1374867, 3.2, 3.220579e-07, -1.570137e-08, 4.16153e-07, 357.2089, 0, 0, 0, -1.000101E+00, -2.380972E-09, -2.3842e-07, -2.3842e-07, -0.00283171, -135.0
1709841142.6394928, -3.2, 3.220579e-07, -8.878449e-08, 3.224404e-07, 357.2089, 0, 0, 0, -1.000101E+00, -2.380972E-09, 0.0, -2.3842e-07, -0.00283171, -45.0
1709841149.1285696, 3.2, 3.951737e-07, -8.878449e-08, 3.954855e-07, 357.2089, 0, 0, 0, -1.000101E+00, -2.380972E-09, 0.0, 0.0, -0.00283195, 0.0
1709841155.6233006, -3.2, 3.220579e-07, -8.878449e-08, 3.224404e-07, 347.3375, 0, 0, 0, -1.000101E+00, -2.380972E-09, -2.3842e-07, 0.0, -0.00283171, 180.0
1709841162.108538, 3.2, 3.951737e-07, -8.878449e-08, 4.270403e-07, 347.3375, 0, 0, 0, -1.000101E+00, -2.380972E-09, 0.0, 0.0, -0.00283195, 0.0
1709841168.5974538, -3.2, 3.220579e-07, -8.878449e-08, 3.340718e-07, 357.2089, 0, 0, 0, -1.000101E+00, -2.380972E-09, 0.0, 0.0, -0.00283171, 90.0
1709841191.2861867, 3.2, 3.220579e-07, -1.570137e-08, 3.954855e-07, 357.7247, 0, 0, 0, -7.858923E-05, -5.524598E-10, 0.0, 0.0, -0.00283195, 0.0
1709841197.7982767, -3.2, 3.220579e-07, -1.570137e-08, 3.954855e-07, 347.3375, 0, 0, 0, -7.858923E-05, -5.524598E-10, 0.0, 0.0, -0.00283171, 0.0
1709841204.26673, 3.2, 3.951737e-07, -1.570137e-08, 3.340718e-07, 357.7247, 0, 0, 0, -7.858923E-05, -5.524598E-10, -2.3842e-07, -2.3842e-07, -0.00283171, -135.0
1709841210.7701101, -3.2, 3.220579e-07, 5.738174e-08, 3.224404e-07, 357.7247, 0, 0, 0, -7.858923E-05, -5.524598E-10, 0.0, 0.0, -0.00283171, 90.0
1709841217.2557044, 3.2, 3.220579e-07, -1.570137e-08, 4.050247e-07, 347.3375, 0, 0, 0, -7.858923E-05, -5.524598E-10, 0.0, -2.3842e-07, -0.00283171, -90.0
1709841223.7519965, -3.2, 3.220579e-07, -1.570137e-08, 3.604475e-07, 357.7247, 0, 0, 0, -7.858923E-05, -5.524598E-10, 0.0, 0.0, -0.00283171, 0.0
1709841230.2367156, 3.2, 3.220579e-07, -1.570137e-08, 3.224404e-07, 344.5876, 0, 0, 0, -7.858923E-05, -5.524598E-10, -2.3842e-07, -2.3842e-07, -0.00283171, -135.0
1709841236.7297256, -3.2, 3.220579e-07, -8.878449e-08, 3.224404e-07, 344.5876, 0, 0, 0, -7.858923E-05, -5.524598E-10, -2.3842e-07, 0.0, -0.00283171, 180.0
1709841243.2075112, 3.2, 3.220579e-07, -1.618676e-07, 3.340718e-07, 344.5876, 0, 0, 0, -7.858923E-05, -5.524598E-10, 0.0, 0.0, -0.00283195, 0.0
1709841249.7166178, -3.2, 3.220579e-07, -1.570137e-08, 3.954855e-07, 347.3375, 0, 0, 0, -7.858923E-05, -5.524598E-10, 0.0, 0.0, -0.00283171, 45.0
1709841272.3883786, 3.2, 3.220579e-07, -1.570137e-08, 3.224404e-07, 357.2089, 0, 0, 0, +9.999835E-01, +4.770795E-10, 0.0, 0.0, -0.00283195, 0.0
1709841278.893833, -3.2, 3.220579e-07, 5.738174e-08, 3.224404e-07, 357.2089, 0, 0, 0, +9.999835E-01, +4.770795E-10, 0.0, 0.0, -0.00283171, 45.0
1709841285.3777838, 3.2, 3.951737e-07, -1.570137e-08, 3.224404e-07, 357.7247, 0, 0, 0, +9.999835E-01, +4.770795E-10, 0.0, 0.0, -0.00283171, 0.0
1709841291.86319, -3.2, 3.220579e-07, 5.738174e-08, 3.224404e-07, 344.5876, 0, 0, 0, +9.999835E-01, +4.770795E-10, 0.0, 0.0, -0.00283195, 0.0
1709841298.3329093, 3.2, 3.220579e-07, -1.570137e-08, 3.954855e-07, 357.2089, 0, 0, 0, +9.999835E-01, +4.770795E-10, 0.0, 0.0, -0.00283195, 0.0
1709841304.805891, -3.2, 3.951737e-07, 5.738174e-08, 4.050247e-07, 347.3375, 0, 0, 0, +9.999835E-01, +4.770795E-10, 0.0, 0.0, -0.00283195, 0.0
1709841311.2773151, 3.2, 4.682896e-07, 5.738174e-08, 3.954855e-07, 8.261965, 0, 0, 0, +9.999835E-01, +4.770795E-10, 0.0, 0.0, -0.00283195, 0.0
1709841317.735485, -3.2, 3.951737e-07, -1.570137e-08, 4.050247e-07, 357.7247, 0, 0, 0, +9.999835E-01, +4.770795E-10, 0.0, 0.0, -0.00283195, 0.0
1709841324.2256377, 3.2, 4.682896e-07, -1.570137e-08, 3.954855e-07, 358.0797, 0, 0, 0, +9.999835E-01, +4.770795E-10, 0.0, 0.0, -0.00283195, 0.0
1709841330.7312877, -3.2, 4.682896e-07, -8.878449e-08, 4.766317e-07, 358.0797, 0, 0, 0, +9.999835E-01, +4.770795E-10, 0.0, 0.0, -0.00283171, 90.0
1709841353.404466, 3.2, 3.951737e-07, -1.570137e-08, 4.766317e-07, 358.0797, 0, 0, 0, +9.999844E-01, +3.442867E-10, 0.0, 0.0, -0.00283195, 0.0
1709841359.8870282, -3.2, 4.682896e-07, -1.570137e-08, 3.993181e-07, 358.3388, 0, 0, 0, +9.999844E-01, +3.442867E-10, 0.0, 0.0, -0.00283195, 0.0
1709841366.3715684, 3.2, 4.682896e-07, 5.738174e-08, 4.717921e-07, 350.687, 0, 0, 0, +9.999844E-01, +3.442867E-10, 0.0, 0.0, -0.00283195, 0.0
1709841372.8425248, -3.2, 3.951737e-07, -1.570137e-08, 4.685527e-07, 349.2645, 0, 0, 0, +9.999844E-01, +3.442867E-10, 0.0, 0.0, -0.00283195, 0.0
1709841379.36099, 3.2, 4.682896e-07, -8.878449e-08, 3.954855e-07, 357.7247, 0, 0, 0, +9.999844E-01, +3.442867E-10, 0.0, 0.0, -0.00283171, 0.0
1709841385.8929722, -3.2, 4.682896e-07, -1.570137e-08, 4.685527e-07, 357.7247, 0, 0, 0, +9.999844E-01, +3.442867E-10, 0.0, 0.0, -0.00283195, 0.0
1709841392.4155962, 3.2, 3.951737e-07, -1.570137e-08, 4.685527e-07, 357.7247, 0, 0, 0, +9.999844E-01, +3.442867E-10, 0.0, 0.0, -0.00283171, 90.0
1709841398.9149687, -3.2, 3.951737e-07, -8.878449e-08, 3.954855e-07, 358.0797, 0, 0, 0, +9.999844E-01, +3.442867E-10, 0.0, 0.0, -0.00283195, 0.0
1709841405.4195561, 3.2, 4.682896e-07, 5.738174e-08, 4.685527e-07, 6.985898, 0, 0, 0, +9.999844E-01, +3.442867E-10, 0.0, 0.0, -0.00283171, 0.0
1709841411.8787107, -3.2, 5.414054e-07, -1.570137e-08, 3.224404e-07, 347.3375, 0, 0, 0, +9.999844E-01, +3.442867E-10, 0.0, 0.0, -0.00283195, 0.0
1709841434.5092232, 3.2, 4.682896e-07, 5.738174e-08, 4.717921e-07, 347.3375, 0, 0, 0, +4.999881E-01, -1.303835E-10, 0.0, 0.0, -0.00283195, 0.0
1709841440.9985409, -3.2, 3.951737e-07, -1.570137e-08, 5.416331e-07, 358.0797, 0, 0, 0, +4.999881E-01, -1.303835E-10, 0.0, 0.0, -0.00283195, 0.0
1709841447.488252, 3.2, 3.951737e-07, -1.570137e-08, 4.685527e-07, 8.261965, 0, 0, 0, +4.999881E-01, -1.303835E-10, 0.0, 0.0, -0.00283171, 0.0
1709841453.9792652, -3.2, 4.682896e-07, -8.878449e-08, 3.954855e-07, 358.0797, 0, 0, 0, +4.999881E-01, -1.303835E-10, 0.0, 0.0, -0.00283171, 0.0
1709841460.452499, 3.2, 5.414054e-07, -1.570137e-08, 4.685527e-07, 5.3346, 0, 0, 0, +4.999881E-01, -1.303835E-10, 0.0, 0.0, -0.00283171, 45.0
1709841466.948848, -3.2, 5.414054e-07, -1.570137e-08, 5.416331e-07, 358.3388, 0, 0, 0, +4.999881E-01, -1.303835E-10, -2.3842e-07, 0.0, -0.00283171, 180.0
1709841473.4576657, 3.2, 4.682896e-07, -1.570137e-08, 5.416331e-07, 358.3388, 0, 0, 0, +4.999881E-01, -1.303835E-10, 0.0, 0.0, -0.00283195, 0.0
1709841479.9505997, -3.2, 4.682896e-07, -1.570137e-08, 5.416331e-07, 358.3388, 0, 0, 0, +4.999881E-01, -1.303835E-10, 0.0, 0.0, -0.00283171, 90.0
1709841486.447069, 3.2, 3.951737e-07, -1.570137e-08, 5.444378e-07, 6.985898, 0, 0, 0, +4.999881E-01, -1.303835E-10, 0.0, 0.0, -0.00283195, 0.0
1709841492.9320269, -3.2, 4.682896e-07, -8.878449e-08, 5.444378e-07, 358.3388, 0, 0, 0, +4.999881E-01, -1.303835E-10, 0.0, 0.0, -0.00283195, 0.0
1709841515.612517, 3.2, 4.682896e-07, 5.738174e-08, 4.717921e-07, 349.2645, 0, 0, 0, +9.574011E-06, -5.081053E-10, 0.0, 0.0, -0.00283171, 45.0
1709841522.0987637, -3.2, 4.682896e-07, -1.570137e-08, 5.416331e-07, 358.0797, 0, 0, 0, +9.574011E-06, -5.081053E-10, 0.0, 0.0, -0.00283171, 0.0
1709841528.5549378, 3.2, 4.682896e-07, -1.618676e-07, 4.685527e-07, 358.3388, 0, 0, 0, +9.574011E-06, -5.081053E-10, 0.0, 0.0, -0.00283171, 45.0
1709841535.0234084, -3.2, 3.951737e-07, -1.570137e-08, 4.861237e-07, 349.2645, 0, 0, 0, +9.574011E-06, -5.081053E-10, 0.0, 0.0, -0.00283171, 90.0
1709841541.536484, 3.2, 3.951737e-07, -8.878449e-08, 4.685527e-07, 358.0797, 0, 0, 0, +9.574011E-06, -5.081053E-10, -2.3842e-07, 0.0, -0.00283171, 180.0
1709841548.017817, -3.2, 3.951737e-07, -8.878449e-08, 4.685527e-07, 6.985898, 0, 0, 0, +9.574011E-06, -5.081053E-10, -2.3842e-07, 0.0, -0.00283171, 180.0
1709841554.496722, 3.2, 4.682896e-07, -8.878449e-08, 4.685527e-07, 8.261965, 0, 0, 0, +9.574011E-06, -5.081053E-10, 0.0, 0.0, -0.00283195, 0.0
1709841560.9999974, -3.2, 3.951737e-07, -1.570137e-08, 4.050247e-07, 347.3375, 0, 0, 0, +9.574011E-06, -5.081053E-10, 0.0, 0.0, -0.00283171, 0.0
1709841567.5008032, 3.2, 4.682896e-07, -1.570137e-08, 4.685527e-07, 357.7247, 0, 0, 0, +9.574011E-06, -5.081053E-10, 0.0, 0.0, -0.00283171, 0.0
1709841573.987885, -3.2, 4.682896e-07, -1.570137e-08, 4.685527e-07, 349.2645, 0, 0, 0, +9.574011E-06, -5.081053E-10, -2.3842e-07, 0.0, -0.00283171, 180.0
1709841596.6439335, 3.2, 3.951737e-07, -8.878449e-08, 3.954855e-07, 357.7247, 0, 0, 0, +7.561175E-06, -4.039063E-10, -2.3842e-07, 0.0, -0.00283171, 180.0
1709841603.1162355, -3.2, 4.682896e-07, 5.738174e-08, 4.717921e-07, 349.2645, 0, 0, 0, +7.561175E-06, -4.039063E-10, 0.0, 0.0, -0.00283195, 0.0
1709841609.5998905, 3.2, 5.414054e-07, -8.878449e-08, 5.444378e-07, 358.0797, 0, 0, 0, +7.561175E-06, -4.039063E-10, 0.0, 0.0, -0.00283195, 0.0
1709841616.0862288, -3.2, 4.682896e-07, -1.570137e-08, 4.766317e-07, 349.2645, 0, 0, 0, +7.561175E-06, -4.039063E-10, -2.3842e-07, 0.0, -0.00283171, 135.0
1709841622.5603037, 3.2, 3.951737e-07, -1.570137e-08, 4.685527e-07, 358.3388, 0, 0, 0, +7.561175E-06, -4.039063E-10, -2.3842e-07, 0.0, -0.00283171, 135.0
1709841629.05888, -3.2, 3.951737e-07, -1.570137e-08, 4.685527e-07, 347.3375, 0, 0, 0, +7.561175E-06, -4.039063E-10, 0.0, 0.0, -0.00283171, 90.0
1709841635.5143936, 3.2, 4.682896e-07, -1.570137e-08, 4.766317e-07, 350.687, 0, 0, 0, +7.561175E-06, -4.039063E-10, 0.0, 0.0, -0.00283171, 90.0
1709841641.9881413, -3.2, 3.951737e-07, -1.570137e-08, 4.050247e-07, 349.2645, 0, 0, 0, +7.561175E-06, -4.039063E-10, 0.0, 0.0, -0.00283195, 0.0
