t,i,x,y,r,theta,xK,tc,therm,trueGateDC,trueGateI,x2,y2,r2,theta2
1713573974.6036842, 3.2, -1.737197e-06, 6.050197e-07, 1.818839e-06, 160.5709, 0, 0, 0, +4.269066E-05, -8.205687E-11, 0.0, 0.0, -0.00283171, 90.0
1713573981.0618896, -3.2, -1.598277e-06, 5.465532e-07, 1.677713e-06, 161.0406, 0, 0, 0, +4.269066E-05, -8.205687E-11, 0.0, 0.0, -0.00283171, 0.0
1713573987.5574958, 3.2, -1.722574e-06, 6.050197e-07, 1.823327e-06, 160.6472, 0, 0, 0, +4.269066E-05, -8.205687E-11, 0.0, 0.0, -0.00283171, 45.0
1713573994.055775, -3.2, -1.605589e-06, 5.684781e-07, 1.691524e-06, 160.8055, 0, 0, 0, +4.269066E-05, -8.205687E-11, 0.0, 0.0, -0.00283195, 0.0
1713574000.605572, 3.2, -1.700639e-06, 5.904031e-07, 1.814029e-06, 161.0811, 0, 0, 0, +4.269066E-05, -8.205687E-11, -2.3842e-07, 0.0, -0.00283171, 180.0
1713574007.0836902, -3.2, -1.6129e-06, 5.684781e-07, 1.684617e-06, 160.8055, 0, 0, 0, +4.269066E-05, -8.205687E-11, 0.0, 0.0, -0.00283195, 0.0
1713574029.7392547, 3.2, -1.737197e-06, 5.977114e-07, 1.827862e-06, 161.0811, 0, 0, 0, +5.000236E-01, -4.046669E-11, 0.0, 0.0, -0.00283195, 0.0
1713574036.2249238, -3.2, -1.605589e-06, 4.150036e-07, 1.683032e-06, 161.9051, 0, 0, 0, +5.000236E-01, -4.046669E-11, 0.0, 0.0, -0.00283171, 90.0
1713574042.6805255, 3.2, -1.729886e-06, 5.904031e-07, 1.818839e-06, 160.9389, 0, 0, 0, +5.000236E-01, -4.046669E-11, 0.0, 0.0, -0.00283195, 0.0
1713574049.1491783, -3.2, -1.598277e-06, 5.538615e-07, 1.700831e-06, 161.2011, 0, 0, 0, +5.000236E-01, -4.046669E-11, 0.0, -2.3842e-07, -0.00283171, -45.0
1713574055.6475446, 3.2, -1.729886e-06, 5.977114e-07, 1.826249e-06, 160.5709, 0, 0, 0, +5.000236E-01, -4.046669E-11, 0.0, 0.0, -0.00283195, 0.0
1713574062.1263819, -3.2, -1.6129e-06, 5.538615e-07, 1.700831e-06, 161.1211, 0, 0, 0, +5.000236E-01, -4.046669E-11, 0.0, 0.0, -0.00283195, 0.0
1713574084.7519982, 3.2, -1.737197e-06, 6.050197e-07, 1.827862e-06, 160.7229, 0, 0, 0, +1.000015E+00, +5.939493E-11, 0.0, 0.0, -0.00283195, 0.0
1713574091.1967447, -3.2, -1.590966e-06, 5.611698e-07, 1.693931e-06, 160.8869, 0, 0, 0, +1.000015E+00, +5.939493E-11, -2.3842e-07, 0.0, -0.00283171, 180.0
1713574097.666046, 3.2, -1.722574e-06, 5.904031e-07, 1.823327e-06, 160.8639, 0, 0, 0, +1.000015E+00, +5.939493E-11, 0.0, 2.3842e-07, -0.00283171, 90.0
1713574104.1616967, -3.2, -1.590966e-06, 5.538615e-07, 1.693931e-06, 160.9677, 0, 0, 0, +1.000015E+00, +5.939493E-11, -2.3842e-07, 0.0, -0.00283171, 135.0
