t,i,x,y,r,theta,xK,tc,therm,trueGateDC,trueGateI,x2,y2,r2,theta2
1713461710.0078547, 3.2, -4.352126e-08, -1.570137e-08, 1.357649e-07, 319.1594, 0, 0, 0, +2.567515E-05, -1.794142E-10, 0.0, 0.0, -0.00283171, 90.0
1713461716.5032346, -3.2, -4.352126e-08, -8.878449e-08, 9.887763e-08, 243.8864, 0, 0, 0, +2.567515E-05, -1.794142E-10, 0.0, -2.3842e-07, -0.00283171, -45.0
1713461722.9887145, 3.2, 2.959457e-08, -1.570137e-08, 1.645508e-07, 288.4348, 0, 0, 0, +2.567515E-05, -1.794142E-10, -2.3842e-07, 0.0, -0.00283171, 135.0
1713461729.480321, -3.2, -4.352126e-08, -8.878449e-08, 4.626697e-08, 254.9508, 0, 0, 0, +2.567515E-05, -1.794142E-10, 0.0, -2.3842e-07, -0.00283171, -90.0
1713461735.956184, 3.2, -4.352126e-08, -1.618676e-07, 9.887763e-08, 319.1594, 0, 0, 0, +2.567515E-05, -1.794142E-10, 0.0, -2.3842e-07, -0.00283171, -90.0
1713461742.4151711, -3.2, -4.352126e-08, -8.878449e-08, 1.676163e-07, 288.4348, 0, 0, 0, +2.567515E-05, -1.794142E-10, 0.0, 0.0, -0.00283171, 0.0
1713461748.8805795, 3.2, 2.959457e-08, -8.878449e-08, 9.358699e-08, 288.4348, 0, 0, 0, +2.567515E-05, -1.794142E-10, -2.3842e-07, 0.0, -0.00283171, 180.0
1713461755.3556917, -3.2, -4.352126e-08, -8.878449e-08, 4.626697e-08, 254.9508, 0, 0, 0, +2.567515E-05, -1.794142E-10, 0.0, 0.0, -0.00283195, 0.0
1713461761.8177705, 3.2, 2.959457e-08, -8.878449e-08, 1.357649e-07, 351.3085, 0, 0, 0, +2.567515E-05, -1.794142E-10, -2.3842e-07, 0.0, -0.00283171, 135.0
1713461768.3030279, -3.2, 2.959457e-08, -8.878449e-08, 4.626697e-08, 243.8864, 0, 0, 0, +2.567515E-05, -1.794142E-10, 0.0, 0.0, -0.00283171, 90.0
1713461790.938626, 3.2, 5.414054e-07, -8.878449e-08, 4.954758e-07, 349.2645, 0, 0, 0, +5.000060E-01, -3.362727E-11, 0.0, 0.0, -0.00283171, 90.0
1713461797.4176338, -3.2, 3.951737e-07, -1.618676e-07, 3.954855e-07, 347.3375, 0, 0, 0, +5.000060E-01, -3.362727E-11, 0.0, 0.0, -0.00283195, 0.0
1713461803.893177, 3.2, 4.682896e-07, -1.570137e-08, 4.766317e-07, 336.5409, 0, 0, 0, +5.000060E-01, -3.362727E-11, 0.0, 0.0, -0.00283195, 0.0
1713461810.3683696, -3.2, 3.220579e-07, -1.618676e-07, 4.954758e-07, 344.5876, 0, 0, 0, +5.000060E-01, -3.362727E-11, 0.0, 2.3842e-07, -0.00283171, 90.0
1713461816.8571746, 3.2, 5.414054e-07, -8.878449e-08, 5.416331e-07, 343.3546, 0, 0, 0, +5.000060E-01, -3.362727E-11, -2.3842e-07, 0.0, -0.00283171, 135.0
1713461823.346237, -3.2, 3.220579e-07, -8.878449e-08, 4.050247e-07, 347.3375, 0, 0, 0, +5.000060E-01, -3.362727E-11, 0.0, 0.0, -0.00283195, 0.0
1713461829.8020318, 3.2, 5.414054e-07, -1.570137e-08, 4.954758e-07, 358.3388, 0, 0, 0, +5.000060E-01, -3.362727E-11, 0.0, 0.0, -0.00283171, 0.0
1713461836.2600033, -3.2, 4.682896e-07, -1.618676e-07, 4.954758e-07, 337.7254, 0, 0, 0, +5.000060E-01, -3.362727E-11, 0.0, -2.3842e-07, -0.00283171, -45.0
1713461842.735328, 3.2, 5.414054e-07, -1.618676e-07, 4.685527e-07, 349.2645, 0, 0, 0, +5.000060E-01, -3.362727E-11, -2.3842e-07, -2.3842e-07, -0.00283171, -135.0
1713461849.2142239, -3.2, 3.951737e-07, -1.618676e-07, 4.050247e-07, 344.5876, 0, 0, 0, +5.000060E-01, -3.362727E-11, 0.0, 0.0, -0.00283171, 0.0
1713461871.8897827, 3.2, -4.352126e-08, -8.878449e-08, 9.358699e-08, 288.4348, 0, 0, 0, +1.000001E+00, +1.418528E-10, 0.0, 0.0, -0.00283171, 0.0
1713461878.3755722, -3.2, -4.352126e-08, -1.570137e-08, 1.995127e-07, 217.2785, 0, 0, 0, +1.000001E+00, +1.418528E-10, 0.0, 0.0, -0.00283195, 0.0
1713461884.8571985, 3.2, 1.027104e-07, -8.878449e-08, 9.358699e-08, 288.4348, 0, 0, 0, +1.000001E+00, +1.418528E-10, -2.3842e-07, 0.0, -0.00283171, 135.0
1713461891.3533592, -3.2, -4.352126e-08, -8.878449e-08, 1.465841e-07, 217.2785, 0, 0, 0, +1.000001E+00, +1.418528E-10, -2.3842e-07, 0.0, -0.00283171, 135.0
1713461897.8280432, 3.2, -4.352126e-08, -8.878449e-08, 9.887763e-08, 243.8864, 0, 0, 0, +1.000001E+00, +1.418528E-10, 0.0, 0.0, -0.00283195, 0.0
1713461904.306963, -3.2, -4.352126e-08, -8.878449e-08, 9.887763e-08, 234.2246, 0, 0, 0, +1.000001E+00, +1.418528E-10, 0.0, 0.0, -0.00283171, 90.0
1713461910.7657022, 3.2, -4.352126e-08, -1.618676e-07, 1.676163e-07, 243.8864, 0, 0, 0, +1.000001E+00, +1.418528E-10, 0.0, 0.0, -0.00283195, 0.0
1713461917.2243261, -3.2, -1.897529e-07, -8.878449e-08, 1.676163e-07, 217.2785, 0, 0, 0, +1.000001E+00, +1.418528E-10, 0.0, -2.3842e-07, -0.00283171, -90.0
1713461923.7099142, 3.2, 2.959457e-08, -8.878449e-08, 9.887763e-08, 199.8382, 0, 0, 0, +1.000001E+00, +1.418528E-10, -2.3842e-07, 0.0, -0.00283171, 180.0
1713461930.2053096, -3.2, -1.897529e-07, -8.878449e-08, 9.887763e-08, 254.9508, 0, 0, 0, +1.000001E+00, +1.418528E-10, 0.0, -2.3842e-07, -0.00283171, -90.0
1713461952.8704717, 3.2, -1.166371e-07, -8.878449e-08, 2.774575e-07, 198.6625, 0, 0, 0, +1.499968E+00, +2.793206E-10, -2.3842e-07, -2.3842e-07, -0.00283171, -135.0
1713461959.329916, -3.2, -3.359846e-07, -1.618676e-07, 2.774575e-07, 182.6756, 0, 0, 0, +1.499968E+00, +2.793206E-10, 0.0, 0.0, -0.00283171, 0.0
1713461965.8151658, 3.2, -1.897529e-07, -2.349507e-07, 2.633373e-07, 194.8022, 0, 0, 0, +1.499968E+00, +2.793206E-10, 0.0, 0.0, -0.00283171, 90.0
1713461972.2739735, -3.2, -3.359846e-07, -1.618676e-07, 3.475174e-07, 211.6237, 0, 0, 0, +1.499968E+00, +2.793206E-10, 0.0, 0.0, -0.00283171, 0.0
1713461978.7521527, 3.2, -1.897529e-07, -8.878449e-08, 2.094967e-07, 205.0747, 0, 0, 0, +1.499968E+00, +2.793206E-10, 0.0, 0.0, -0.00283195, 0.0
1713461985.247682, -3.2, -2.628688e-07, -8.878449e-08, 3.363513e-07, 194.8022, 0, 0, 0, +1.499968E+00, +2.793206E-10, 0.0, 0.0, -0.00283195, 0.0
1713461991.7263572, 3.2, -1.897529e-07, -8.878449e-08, 2.774575e-07, 183.4183, 0, 0, 0, +1.499968E+00, +2.793206E-10, -2.3842e-07, 0.0, -0.00283171, 180.0
1713461998.194844, -3.2, -4.091004e-07, -1.618676e-07, 3.363513e-07, 182.6756, 0, 0, 0, +1.499968E+00, +2.793206E-10, 0.0, 0.0, -0.00283195, 0.0
1713462004.670641, 3.2, -1.897529e-07, -8.878449e-08, 2.094967e-07, 205.0747, 0, 0, 0, +1.499968E+00, +2.793206E-10, 0.0, 0.0, -0.00283195, 0.0
1713462011.1294568, -3.2, -4.091004e-07, -8.878449e-08, 3.363513e-07, 192.2447, 0, 0, 0, +1.499968E+00, +2.793206E-10, 0.0, 0.0, -0.00283195, 0.0
1713462033.795268, 3.2, 2.959457e-08, -1.570137e-08, 6.456394e-08, 319.1594, 0, 0, 0, +1.999971E+00, +4.249337E-10, 0.0, 0.0, -0.00283171, 0.0
1713462040.2604125, -3.2, -1.166371e-07, -8.878449e-08, 3.350182e-08, 199.8382, 0, 0, 0, +1.999971E+00, +4.249337E-10, -2.3842e-07, 0.0, -0.00283171, 180.0
1713462046.7592165, 3.2, 1.027104e-07, -1.618676e-07, 1.039036e-07, 319.1594, 0, 0, 0, +1.999971E+00, +4.249337E-10, -2.3842e-07, 0.0, -0.00283171, 180.0
1713462053.2548182, -3.2, -4.352126e-08, -8.878449e-08, 1.676163e-07, 199.8382, 0, 0, 0, +1.999971E+00, +4.249337E-10, 0.0, 0.0, -0.00283195, 0.0
1713462059.7366548, 3.2, 2.959457e-08, -1.570137e-08, 1.645508e-07, 319.1594, 0, 0, 0, +1.999971E+00, +4.249337E-10, 0.0, -2.3842e-07, -0.00283171, -45.0
1713462066.2225142, -3.2, -4.352126e-08, -1.570137e-08, 1.465841e-07, 243.8864, 0, 0, 0, +1.999971E+00, +4.249337E-10, 0.0, -2.3842e-07, -0.00283171, -90.0
1713462072.72751, 3.2, 2.959457e-08, -1.570137e-08, 1.357649e-07, 332.0518, 0, 0, 0, +1.999971E+00, +4.249337E-10, 0.0, 0.0, -0.00283171, 90.0
1713462079.1965067, -3.2, 2.959457e-08, -1.618676e-07, 9.887763e-08, 332.0518, 0, 0, 0, +1.999971E+00, +4.249337E-10, 0.0, 0.0, -0.00283195, 0.0
